"school","course","class","gender","ethnic","major","grands","parents","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","pass","old_must","mult","div","frac","log_exp","chem"
"TAMU",68.6,"FR","0","White","med","Y","Y","87",0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,6,2,2,1,2,0
"TAMU",84.4,"JR","0","White","med","Y","Y","78",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,5,3,2,1,1,0
"TAMU",87,"SO","0","Hisp","med","N","N","78",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,6,2,1,2,0,2
"TAMU",83.2,"JR","0","White","med","Y","Y","78",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,4,1,2,2,0,2
"TAMU",77.7,"JR","0","White","stem","Y","Y","87",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,5,2,0,2,2,1
"TAMU",71.7,"FR","0","White","stem","Y","Y","87",1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7,1,6,2,1,1,2,1
"TAMU",69.2,"FR","1","White","stem","Y","Y","78",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,0,5,1,1,4,0,1
"TAMU",76.6,"SO","0","Hisp","med","N","Y","87",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,7,3,0,0,1,3
"TAMU",67.3,"FR","0","Hisp","med","Y","Y","87",1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,0,5,1,1,3,1,1
"TAMU",73.6,"FR","0","White","med","N","Y","78",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,6,1,0,3,1,2
"TSU",78.4,"FR","0","Mixed","med","Other","Y","87",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,7,1,6,1,1,3,1,1
"TSU",72.3,"SO","0","Hisp","med","N","N","78",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,4,1,1,2,2,1
"TSU",88.6,"FR","0","Hisp","med","Other","Y","87",1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7,1,7,2,1,2,1,1
"TSU",89.2,"FR","0","Mixed","med","Y","Y","87",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,6,2,0,2,1,2
"TSU",75,"FR","0","White","med","Y","Y","87",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,7,1,5,1,1,2,1,2
"UNT",68.6,"FR","0","Hisp","med","N","Y","87",1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,0,5,1,2,2,1,1
"UNT",75.4,"JR","1","Mixed","stem","N","Y","87",1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,1,6,3,1,2,0,1
"UNT",79.9,"FR","0","White","stem","N","N","87",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,7,1,6,1,1,2,1,2
"UNT",71.4,"FR","0","Asian","stem","N","Y","87",0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,7,1,4,0,3,2,1,1
"UNT",71.5,"FR","1","Mixed","med","N","Y","87",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,7,1,6,2,2,2,0,1
"UNT",68,"JR","0","White","med","Other","Y","78",1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,7,0,6,1,0,2,3,1
"UNT",78.1,"SO","1","Other","stem","Other","Y","78",0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7,1,5,0,1,4,1,1
"UNT",82.9,"SO","1","White","stem","Other","Y","78",1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7,1,5,1,0,4,1,1
"UNT",58.9,"SR","1","White","stem","N","N","87",1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,0,6,3,0,3,0,1
"UNT",72,"SO","1","White","stem","N","Y","78",0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,7,1,6,1,1,2,1,2
"UNT",27.4,"FR","1","Black","dual","N","N","87",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,0,7,1,1,2,1,2
"UNT",35.7,"FR","1","White","stem","Other","Y","78",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,0,6,0,2,2,1,2
"UNT",79.7,"FR","0","Asian","stem","N","Y","78",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,5,1,2,2,0,2
"UNT",57.3,"SO","1","Hisp","dual","N","Y","78",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,4,2,2,2,1,0
"UNT",78,"JR","1","Hisp","stem","N","N","87",1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,7,1,6,2,0,2,2,1
"UNT",91.6,"FR","0","Asian","stem","N","N","87",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,1,6,2,0,1,2,2
"UTXW",94.5,"FR","0","White","stem","Y","Y","87",0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,7,1,5,0,1,2,2,2
"UTXW",67,"FR","0","Hisp","med","N","N","78",1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,7,2,2,1,2,0
"UTXW",92.7,"SO","1","Hisp","med","Y","Y","78",1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,6,3,1,0,2,1
"UTXW",68.1,"FR","1","Black","med","N","N","78",0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,7,0,5,1,3,2,1,0
"UTXW",79.3,"FR","0","White","med","Y","Y","78",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,7,1,6,0,3,2,0,2
"UTXW",70.6,"FR","0","Hisp","stem","Y","Y","78",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,7,1,6,1,0,1,2,3
"UTXW",84.1,"FR","0","White","stem","N","N","78",1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,7,1,6,1,0,1,3,2
"ACUP",83.2,"FR","0","Asian","med","N","N","87",1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,8,1,6,3,3,1,1,0
"ACUP",91.3,"SO","1","White","stem","Other","Y","87",1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,8,1,7,1,2,2,0,3
"ACUP",85.6,"FR","0","White","med","Other","Y","78",0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,8,1,5,0,3,2,3,0
"ACUP",76.8,"FR","1","Hisp","med","N","Y","87",1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8,1,6,3,2,3,0,0
"ACUP",71.1,"FR","1","Black","stem","Y","N","87",1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,8,1,7,1,1,2,2,2
"TAMSA",46.2,"SO","1","Hisp","med","Y","Y","78",0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,8,0,5,2,2,2,1,1
"TAMSA",94,"FR","0","Mixed","stem","N","N","87",1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,8,1,6,3,1,3,1,0
"TAMSA",74,"SO","0","Hisp","stem","N","N","78",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8,1,5,1,2,4,1,0
"TAMU",70.7,"FR","0","White","stem","N","Y","87",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8,1,4,1,2,2,0,3
"TAMU",85.7,"FR","1","Hisp","stem","Other","N","87",1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,8,1,6,2,2,2,1,1
"TAMU",68.2,"FR","0","White","stem","Other","Y","87",1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8,0,8,1,1,1,3,2
"TAMU",69.4,"FR","1","Mixed","stem","Other","Y","87",0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,0,5,0,2,4,1,1
"TAMU",82.4,"FR","0","Mixed","stem","Other","Y","87",0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8,1,6,2,2,1,2,1
"TAMU",89.3,"FR","0","White","med","Y","Y","78",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,6,3,2,1,1,1
"TAMU",88.7,"FR","0","White","med","Y","Y","78",0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8,1,5,1,2,2,3,0
"TAMU",69.2,"SO","0","Hisp","med","N","N","87",1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,0,7,3,1,2,2,0
"TAMU",94,"FR","1","White","stem","Other","Y","87",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,8,1,5,1,1,2,1,3
"TAMU",81.3,"FR","0","White","stem","N","N","87",1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8,1,8,2,0,0,4,2
"TAMU",71.8,"FR","0","White","stem","Other","Y","78",1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8,1,6,1,1,3,1,2
"TAMU",71.4,"JR","0","Hisp","med","N","Y","87",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,8,1,6,0,1,2,3,2
"TAMU",81.4,"FR","0","White","stem","Y","Y","87",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8,1,7,2,1,3,0,2
"TAMU",67.2,"SO","0","Hisp","med","Y","N","78",1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8,0,6,2,1,2,3,0
"TAMU",73.6,"SO","0","Mixed","med","N","Y","87",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8,1,7,3,2,0,1,2
"TAMU",89.6,"FR","0","Hisp","other","Y","Y","87",0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8,1,6,0,1,2,2,3
"TAMU",77.9,"FR","0","Hisp","other","Y","Y","78",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,1,6,1,1,3,1,2
"TAMU",80,"FR","0","Hisp","med","Y","Y","78",1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,1,6,1,3,2,0,2
"UNT",80.5,"FR","1","Hisp","stem","N","N","87",1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,8,1,6,1,1,4,2,0
"UNT",87,"SO","1","Hisp","stem","N","N","78",1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,1,6,1,1,4,1,1
"UNT",76.7,"FR","1","White","med","Y","Y","87",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,7,3,2,2,1,0
"UNT",83.8,"JR","1","Mixed","stem","Y","Y","87",1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,1,7,3,2,2,1,0
"UNT",89.8,"FR","1","White","med","Y","Y","87",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,1,7,3,2,1,2,0
"UNT",39.7,"PB","1","White","stem","N","N","78",0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8,0,6,2,2,3,1,0
"UNT",23.7,"SO","0","White","stem","N","N","78",0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,8,0,7,1,0,3,2,2
"UNT",92.2,"SO","1","Mixed","stem","Other","Y","78",1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,1,7,3,1,1,2,1
"UNT",81.7,"PB","0","White","other","Y","Y","78",1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,8,1,6,1,2,3,0,2
"UNT",76.9,"FR","1","White","stem","N","Y","78",0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,8,1,7,1,2,3,0,2
"UNT",83.6,"FR","0","White","med","Y","Y","87",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,8,1,7,2,0,1,2,3
"UNT",26.3,"SO","1","White","stem","Y","Y","78",0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,8,0,5,2,4,1,0,1
"UNT",65,"FR","0","Hisp","stem","N","N","87",0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8,0,7,2,0,3,2,1
"UNT",85.5,"FR","1","Black","stem","Y","N","87",0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,8,1,5,0,2,3,2,1
"UNT",89.1,"FR","0","Black","stem","Y","Y","87",0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,8,1,7,2,1,3,1,1
"UNT",95,"SO","1","Hisp","stem","Y","Y","87",0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8,1,5,0,3,3,1,1
"UNT",65.4,"FR","0","Asian","stem","N","N","78",1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,0,5,1,1,4,0,2
"UNT",64.4,"FR","0","Asian","stem","Other","Y","78",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8,0,7,1,1,3,1,2
"UNT",85.4,"FR","0","Hisp","other","N","N","78",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,6,1,2,2,1,2
"UTXW",86.7,"FR","1","Hisp","med","N","N","87",0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,8,1,5,1,3,1,2,1
"UTXW",89.7,"FR","0","Mixed","med","N","N","78",1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8,1,6,1,2,2,1,2
"UTXW",73.8,"FR","0","Asian","med","Other","Other","78",1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,8,1,6,1,1,2,2,2
"UTXW",85.3,"FR","1","Hisp","med","N","N","78",1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,8,1,8,3,0,1,2,2
"UTXW",98.9,"FR","0","Hisp","med","N","N","87",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8,1,5,3,1,3,0,1
"UTXW",78.4,"FR","0","Hisp","stem","N","N","78",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,1,7,3,2,1,2,0
"UTXW",72.5,"FR","0","Hisp","med","Y","Y","78",1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,1,7,2,2,2,1,1
"UTXW",89.7,"FR","1","Hisp","stem","N","Y","87",1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,8,1,7,2,1,2,1,2
"UTXW",82.6,"FR","1","Hisp","stem","N","N","87",0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,8,1,6,1,1,2,2,2
"UTXW",73.2,"FR","1","Hisp","other","N","N","87",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8,1,7,3,0,3,0,2
"ACUP",59.3,"SO","1","White","stem","Y","Y","78",0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,9,0,8,0,2,2,3,2
"ACUP",89.3,"SR","1","White","stem","N","Y","78",0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,9,1,8,2,1,3,1,2
"ACUP",91.9,"SR","1","White","other","Y","Y","87",1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,9,1,8,3,0,2,2,2
"ACUP",78.6,"FR","1","White","stem","N","N","87",1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,9,1,8,2,1,1,4,1
"ACUP",90.8,"SO","1","White","med","Other","Y","78",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,9,1,5,1,3,3,0,2
"ACUP",85.4,"FR","0","White","med","Y","Y","87",1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,9,1,7,2,4,0,1,2
"ACUP",81.3,"JR","1","White","stem","Y","Y","78",1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,9,1,6,1,1,4,3,0
"ACUP",72.4,"SO","1","White","stem","Y","Y","78",1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,9,1,5,1,2,4,1,1
"ACUP",86,"JR","0","Black","stem","Other","Y","78",0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,9,1,6,2,2,4,0,1
"ACUP",91.5,"FR","1","White","med","Y","Y","87",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,9,1,7,3,1,3,0,2
"TAMSA",81.1,"PB","0","Asian","dual","Other","Y","78",0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,9,1,6,0,3,4,2,0
"TAMSA",72,"JR","0","White","med","Other","N","78",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9,1,8,3,0,3,1,2
"TAMSA",90,"JR","0","Hisp","med","N","N","78",1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,9,1,7,1,3,1,1,3
"TAMU",73.8,"FR","0","Hisp","med","Y","Y","87",0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9,1,6,1,3,2,2,1
"TAMU",71.8,"FR","0","White","stem","Y","Y","87",0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9,1,8,2,2,3,1,1
"TAMU",80.3,"FR","1","White","stem","Y","Y","87",0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,9,1,8,1,1,2,3,2
"TAMU",96.2,"SO","1","White","stem","Y","Y","78",0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,9,1,7,2,3,3,1,0
"TAMU",69.9,"FR","0","Hisp","stem","Y","Y","78",0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,0,7,2,3,2,1,1
"TAMU",88.5,"FR","0","White","med","Y","Y","87",0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,7,1,1,3,3,1
"TAMU",85.8,"FR","0","White","med","N","N","78",1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,7,1,2,2,1,3
"TAMU",82.2,"SO","0","White","med","Other","Y","78",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,6,1,1,4,1,2
"TAMU",85.5,"FR","0","White","med","N","Y","78",1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,7,1,3,2,2,1
"TAMU",81.7,"FR","0","White","med","N","Y","87",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,6,3,4,2,0,0
"TAMU",88.8,"SO","0","White","med","Y","Y","87",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9,1,6,2,1,3,2,1
"TAMU",81.7,"FR","0","White","stem","Y","Y","78",0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,1,7,2,1,2,2,2
"TAMU",77.1,"FR","0","White","stem","N","Y","78",1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,8,1,1,3,1,3
"TAMU",66.9,"FR","0","Hisp","stem","N","N","78",1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9,0,8,2,0,3,2,2
"TAMU",82.7,"FR","0","White","stem","Other","Y","87",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9,1,6,1,2,3,1,2
"TAMU",86.2,"FR","0","Asian","stem","Y","Y","78",0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9,1,7,1,2,2,1,3
"TAMU",91,"SO","0","White","med","Y","Y","78",1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,7,1,2,3,0,3
"TAMU",85.1,"FR","1","White","stem","Y","Y","78",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,8,3,3,2,1,0
"TAMU",60.3,"FR","0","Hisp","med","N","N","78",0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9,0,7,2,3,2,1,1
"TAMU",58.2,"FR","1","White","stem","N","Y","87",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,0,7,3,2,2,1,1
"TAMU",76,"SO","0","White","med","N","Y","78",1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9,1,7,2,1,3,3,0
"TAMU",66.8,"FR","0","Mixed","other","N","N","87",1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9,0,8,2,3,1,1,2
"TAMU",80,"FR","0","White","med","N","Y","87",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9,1,8,3,2,1,2,1
"TAMU",87.2,"FR","0","Hisp","stem","Y","N","87",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,1,5,0,3,3,1,2
"TAMU",79.2,"FR","0","Mixed","stem","Y","Y","78",1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9,1,8,3,0,1,4,1
"TSU",83.6,"SO","0","White","other","Y","Y","87",1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,9,1,7,1,1,2,2,3
"TSU",60,"SO","1","White","stem","Y","Y","78",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,0,5,1,3,2,1,2
"TSU",61.9,"FR","1","Other","stem","Other","Other","78",1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9,0,8,1,2,2,3,1
"TSU",80.1,"FR","0","Hisp","stem","Other","Y","78",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9,1,7,2,4,3,0,0
"TSU",64.9,"JR","0","Hisp","dual","Y","Y","78",1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,9,0,7,1,2,3,3,0
"UNT",76.6,"FR","1","Other","stem","Other","Y","87",1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,9,1,8,1,2,2,1,3
"UNT",77.5,"SO","1","Hisp","stem","N","N","78",1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,9,1,7,1,2,2,3,1
"UNT",76.4,"FR","0","Hisp","stem","N","N","78",1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,9,1,7,3,2,2,0,2
"UNT",19.2,"FR","1","Hisp","stem","N","N","87",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,9,0,6,0,3,3,1,2
"UNT",66.1,"FR","0","Mixed","other","N","Y","87",1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9,0,7,3,1,3,0,2
"UNT",77.3,"SO","0","White","stem","N","N","78",1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,9,1,8,3,2,3,0,1
"UNT",77.3,"SR","0","White","other","Y","Y","78",1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9,1,8,3,2,1,2,1
"UNT",79.8,"FR","1","White","stem","Y","Y","78",1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,9,1,9,3,1,2,2,1
"UNT",90.1,"FR","0","Asian","stem","N","Y","78",1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,9,1,7,1,3,2,1,2
"UNT",62.2,"FR","0","Mixed","stem","N","Y","87",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9,0,6,3,2,3,1,0
"UNT",68.5,"FR","1","White","stem","Y","Y","78",1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,9,0,6,1,3,2,1,2
"UNT",85.9,"JR","1","White","med","N","N","87",0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,9,1,7,0,1,3,3,2
"UNT",95.4,"FR","0","White","stem","Y","Y","78",0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,9,1,7,0,1,4,1,3
"UNT",76.6,"SR","0","Asian","stem","N","Y","87",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,8,3,4,1,1,0
"UNT",96.2,"PB","0","White","other","N","Y","87",1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,9,1,6,1,2,3,0,3
"UNT",56.8,"SO","1","Hisp","dual","N","N","78",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,9,0,7,1,3,2,1,2
"UNT",61.9,"SO","0","White","other","Y","Y","78",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,9,0,6,1,3,2,1,2
"UNT",74.9,"FR","1","Hisp","stem","N","N","87",1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,9,1,7,3,2,3,0,1
"UNT",83.4,"FR","1","Black","stem","Y","Y","87",0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,9,1,8,2,2,3,2,0
"UNT",68.2,"FR","1","Hisp","stem","N","N","78",1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,9,0,8,1,2,3,1,2
"UNT",76.8,"JR","1","Hisp","stem","N","N","78",1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,9,1,7,1,1,4,1,2
"UNT",83.5,"FR","0","Asian","stem","N","Y","78",1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,9,1,7,1,3,2,2,1
"UTXW",73.3,"FR","0","Black","med","Y","N","87",0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,9,1,7,2,2,3,1,1
"UTXW",93.6,"FR","1","Hisp","med","Other","Y","87",1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,9,1,8,1,2,2,3,1
"UTXW",87.9,"FR","1","Hisp","med","N","N","78",0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,9,1,6,1,1,3,1,3
"UTXW",87.6,"FR","0","Black","med","Other","Y","87",1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,9,1,8,3,1,1,2,2
"UTXW",81.3,"FR","1","White","med","N","Y","78",1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,9,1,7,2,3,0,1,3
