"school","course","class","gender","ethnic","major","grands","parents","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","pass","old_must","mult","div","frac","log_exp","chem"
"UNT",73.9,"FR","1","Hisp","stem","N","Y","87",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,0,1,1,1
"UNT",57.1,"FR","0","Asian","med","N","N","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,3,1,0,3,0,0
"UNT",60.2,"FR","1","Other","stem","Y","Y","87",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,1,1,0
"UNT",45.9,"SO","1","Hisp","stem","N","N","78",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,2,0,0
"UNT",85.2,"JR","1","Black","med","Other","Y","87",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,3,1,0,2,0,1
"UNT",68.1,"FR","0","White","stem","Other","Y","87",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,1,1,0
"UNT",57.4,"FR","0","White","stem","Other","Y","87",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,3,1,0,2,1,0
"UNT",91.5,"SO","1","White","stem","N","N","78",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1,3,0,2,2,0,0
"UNT",89.1,"SO","0","Hisp","stem","Y","Y","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,4,1,0,2,1,0
"UNT",47.7,"FR","1","White","stem","N","N","78",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,2,1,1,0
"UNT",64.7,"JR","0","Black","stem","N","N","78",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,1,0
"UNT",60.7,"FR","1","Mixed","dual","N","N","78",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,2,1,0,0,1
"UTXW",71.9,"FR","0","White","med","Y","Y","78",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,4,3,0,1,0,0
"UTXW",79.9,"FR","0","Black","med","Y","Y","87",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,3,1,0,2,1,0
"UTXW",71.9,"FR","0","Hisp","med","N","N","87",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,1,0,1,0,2
"ACUP",70.2,"SO","1","White","stem","N","N","78",0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,1,5,0,0,2,3,0
"ACUP",73,"FR","1","White","med","Other","Y","87",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,4,2,0,2,1,0
"ACUP",81,"FR","1","Asian","med","N","Y","87",0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,1,4,1,2,1,1,0
"ACUP",92.4,"SO","0","White","med","Y","Y","78",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,1,3,1,0,0
"ACUP",92.2,"FR","0","White","med","Y","Y","87",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,1,3,0,2,1,0,2
"TAMSA",57.4,"SO","0","Hisp","med","Y","Y","78",1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,3,1,1,3,0,0
"TAMU",66.3,"FR","0","Hisp","med","N","Y","87",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,0,4,0,1,2,1,1
"TAMU",70.7,"FR","0","White","med","N","N","78",0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,4,0,1,2,1,1
"TAMU",75.6,"SO","1","White","stem","Y","Other","78",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,4,0,1,3,1,0
"TAMU",65,"SO","0","White","med","N","Y","78",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,4,1,1,1,2,0
"TAMU",96.3,"JR","0","White","med","Y","Y","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,3,1,0,0,1
"TAMU",88.6,"SO","0","White","med","N","N","78",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,3,1,0,3,1,0
"TAMU",70.7,"SO","1","White","stem","Y","Y","87",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,1,4,1,0,3,1,0
"TAMU",72.6,"SO","0","Hisp","other","N","N","87",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,4,0,1,1,1,2
"TAMU",77.7,"SO","-1","White","med","N","N","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,3,1,1,0,0
"TAMU",83.9,"FR","0","White","stem","Y","Y","87",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,3,0,1,1,0,3
"TAMU",76.4,"FR","0","White","stem","Y","Y","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,3,1,1,1,1,1
"TAMU",80.1,"JR","0","Hisp","med","N","N","78",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,1,1,0,0,3
"TAMU",71,"FR","0","White","stem","Y","Y","87",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,1,0,1,2
"TAMU",83.4,"SO","0","White","stem","N","N","87",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,2,1,0,0,2
"TSU",79.8,"SO","0","White","stem","Y","Y","78",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,1,2,0,1,1
"TSU",50.1,"FR","1","Hisp","med","Other","Y","78",0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,4,0,1,2,2,0
"TSU",61.5,"JR","0","Mixed","dual","N","N","87",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,4,1,1,1,2,0
"TSU",68.4,"FR","0","Hisp","stem","Other","Y","87",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,4,3,0,1,1,0
"TSU",90.5,"FR","0","White","med","Y","Y","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5,1,3,1,0,4,0,0
"UNT",49.6,"FR","-1","Black","stem","Y","Y","87",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,4,1,1,2,1,0
"UNT",87.6,"FR","0","White","med","Other","Y","78",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5,1,4,0,1,3,1,0
"UNT",20,"SO","0","White","med","Y","Y","87",1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,2,1,0
"UNT",85.7,"JR","0","Black","med","N","Y","78",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,1,0,1,0
"UNT",50.5,"SO","0","Black","stem","N","Y","78",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,1,1,3,0,0
"UNT",69.4,"SO","1","Hisp","stem","N","N","87",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,1,1,3,0,0
"UNT",67.4,"SO","1","Hisp","stem","N","N","78",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,2,1,0
"UNT",80.8,"FR","1","Black","stem","N","Y","87",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,5,2,0,2,1,0
"UNT",65.9,"FR","0","Hisp","stem","N","N","87",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5,0,4,1,0,1,2,1
"UNT",45.4,"FR","1","Black","med","Other","Y","78",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,5,2,0,1,0,2
"UNT",69.8,"JR","0","Black","stem","Y","Y","87",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,1,2,0,1,1
"UNT",41.1,"SO","0","White","stem","Other","Y","78",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,1,2,2,0,0
"UNT",91.7,"FR","0","Hisp","med","N","N","78",0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,5,2,0,2,0,1
"UNT",48.9,"FR","0","Hisp","med","N","Y","87",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5,0,4,1,0,2,0,2
"UNT",16.4,"FR","1","Hisp","med","N","N","78",0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,3,2,1,2,0,0
"UNT",66.5,"FR","0","White","med","Y","Y","78",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,2,2,1,0,0
"UNT",19.1,"SO","1","Mixed","stem","N","N","87",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,2,1,0
"UNT",66.5,"JR","0","White","med","Y","Y","87",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,4,2,0,1,2,0
"UNT",69.2,"FR","0","Other","stem","Y","Y","78",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,2,0,2,1,1,1
"UNT",75.3,"FR","1","Hisp","stem","Other","Y","78",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,4,0,1,1,2,1
"UNT",80.9,"FR","0","Asian","other","N","Y","87",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,5,2,0,2,1,0
"UNT",75.7,"FR","0","Hisp","stem","N","Y","87",1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,2,1,1,0
"UNT",91,"SO","1","White","other","Other","Other","87",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,1,4,1,0,2,0,2
"UNT",84.8,"JR","-1","Hisp","med","N","N","78",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,4,1,1,1,0,2
"UNT",46.9,"FR","1","Black","stem","N","N","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5,0,4,1,0,3,0,1
"UNT",76.5,"FR","1","Hisp","stem","N","N","78",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5,1,4,0,0,3,2,0
"UNT",47.9,"FR","0","Hisp","stem","N","N","78",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,2,0,1,0
"UNT",89.3,"PB","0","White","other","N","N","87",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,3,0,2,3,0,0
"UNT",81.9,"SO","0","Mixed","other","Other","Y","87",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,1,4,1,0,2,0,2
"UNT",89.7,"JR","1","Mixed","other","N","Y","87",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,5,2,0,2,1,0
"UNT",74.9,"FR","0","Mixed","stem","Other","N","87",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,4,1,0,1,0,3
"UNT",86.3,"SR","1","Mixed","dual","N","Y","87",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,5,1,3,1,1,2,0,1
"UNT",84.4,"FR","1","Asian","stem","N","N","87",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,5,1,4,1,1,2,0,1
"UNT",76.4,"FR","1","Mixed","stem","Y","Y","78",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,3,1,0,2,0,2
"UTXW",84.3,"FR","0","Hisp","med","N","N","87",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5,1,3,0,0,3,0,2
"UTXW",91,"FR","0","Asian","other","N","N","78",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,4,0,0,1,1,3
"ACUP",73.4,"SO","0","Hisp","med","N","N","78",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,5,3,0,1,2,0
"ACUP",55.8,"SO","1","White","stem","N","Y","78",1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6,0,3,1,2,3,0,0
"ACUP",54.5,"SR","0","Hisp","other","N","N","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,0,2,1,2,2,1,0
"ACUP",75.2,"FR","1","White","stem","Other","Y","78",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,6,1,4,0,1,2,1,2
"ACUP",68.1,"FR","0","Hisp","med","N","Y","87",1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,0,5,2,0,1,3,0
"ACUP",84.3,"FR","0","White","med","Y","Y","78",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,1,5,1,2,0,1,2
"ACUP",70.7,"FR","0","White","med","Y","Y","78",1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,4,2,1,2,0,1
"ACUP",81,"SO","0","White","med","Y","Y","87",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,6,1,5,1,0,2,1,2
"TAMU",63.2,"FR","1","White","med","N","Y","87",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,2,2,1,1,0
"TAMU",86.9,"FR","0","White","med","Y","Y","87",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,1,3,1,2,2,0,1
"TAMU",75.7,"FR","0","Hisp","med","N","N","78",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,5,2,0,1,0,3
"TAMU",66.4,"FR","0","White","med","Y","Y","78",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,4,2,0,2,2,0
"TAMU",79.5,"FR","0","White","med","Y","Y","78",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,1,5,1,0,1,1,3
"TAMU",61.5,"FR","0","White","med","N","Y","78",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6,0,5,0,1,3,1,1
"TAMU",77.6,"FR","1","White","med","Y","Y","78",1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,5,1,2,2,1,0
"TAMU",90.7,"FR","0","White","stem","Y","Y","78",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6,1,4,0,1,1,2,2
"TAMU",74.1,"FR","0","White","other","N","N","78",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,6,3,0,1,1,1
"TAMU",82,"FR","1","White","stem","Y","Y","87",0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,2,2,1,1,0
"TAMU",64.5,"FR","0","White","other","N","Y","78",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,0,5,1,0,3,0,2
"TAMU",52,"FR","0","Hisp","stem","N","N","87",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,5,3,1,2,0,0
"TAMU",67.4,"SO","0","White","med","Y","Y","78",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,0,4,1,0,2,2,1
"TAMU",77.7,"FR","1","Hisp","other","N","Y","78",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,5,2,1,1,2,0
"TAMU",86.5,"FR","0","White","med","N","Y","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,4,1,1,1,1,2
"TAMU",86.5,"JR","0","White","other","Y","Y","87",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,4,2,1,1,2,0
"TAMU",70.8,"FR","0","White","med","Y","Y","87",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,4,1,1,2,1,1
"TAMU",84.4,"FR","0","White","other","Y","Y","87",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,5,1,0,3,1,1
"TSU",80.7,"FR","0","Black","med","N","Y","87",1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,6,1,2,2,1,0
"TSU",67,"FR","1","Other","stem","Other","Other","78",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,6,0,4,1,1,2,2,0
"TSU",76.2,"FR","0","Black","med","Y","Y","78",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,1,5,2,1,1,0,2
"TSU",67.4,"FR","1","Hisp","stem","N","Y","87",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,5,1,2,2,1,0
"TSU",77.6,"FR","0","White","stem","N","N","87",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,5,0,0,3,1,2
"TSU",47.3,"FR","1","Hisp","stem","N","N","87",1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,5,1,2,1,2,0
"TSU",75.7,"FR","1","Mixed","stem","Y","Y","87",1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,6,1,5,1,0,3,2,0
"TSU",65.7,"FR","0","Hisp","med","Other","Y","78",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,6,0,4,1,0,3,2,0
"TSU",55.6,"FR","0","Mixed","dual","Y","Y","78",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,6,0,4,0,1,3,1,1
"UNT",69.7,"JR","1","Hisp","stem","Other","Y","78",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,6,3,1,2,0,0
"UNT",75.1,"FR","0","White","stem","Other","N","78",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,1,4,1,0,2,1,2
"UNT",80.8,"SR","0","White","stem","Other","N","87",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,1,4,1,1,4,0,0
"UNT",52.2,"JR","1","Hisp","stem","N","N","87",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,6,0,4,1,1,1,0,3
"UNT",24.9,"FR","0","Hisp","med","N","N","87",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,0,5,2,0,1,1,2
"UNT",86.2,"SO","0","Asian","stem","N","Y","78",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,6,1,5,1,0,2,1,2
"UNT",51.3,"SO","1","Mixed","other","Y","N","78",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,0,4,2,0,4,0,0
"UNT",87.8,"SO","0","White","other","N","N","87",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,1,3,2,1,2,0,1
"UNT",87,"FR","1","Hisp","stem","Other","Y","78",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,1,5,1,0,2,1,2
"UNT",74.1,"FR","1","Hisp","stem","N","N","87",1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,1,5,1,2,2,0,1
"UNT",80.5,"JR","0","White","stem","N","N","87",0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6,1,4,0,1,3,1,1
"UNT",60.7,"FR","0","Hisp","dual","N","N","78",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,0,6,1,1,2,0,2
"UNT",61.6,"FR","0","Hisp","stem","N","Y","87",0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,6,2,1,2,1,0
"UNT",87.6,"FR","0","White","stem","Other","Y","78",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,6,1,5,0,2,1,0,3
"UNT",68.3,"FR","0","Other","stem","N","Y","78",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,5,3,0,1,2,0
"UTXW",71.1,"FR","0","Hisp","med","Y","Y","78",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,6,1,5,0,0,2,2,2
"UTXW",82.5,"FR","0","White","med","N","Y","78",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,1,5,3,0,1,1,1
"UTXW",89.5,"FR","0","White","stem","Y","Y","87",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,6,1,4,0,1,1,1,3
"UTXW",90.5,"FR","0","White","stem","Y","Y","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,6,1,4,1,0,4,0,1
"UTXW",94.8,"FR","1","Hisp","other","N","Y","87",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,3,0,2,2,0,2
"UTXW",85.5,"FR","0","White","med","N","N","78",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,3,0,1,2,1,2
"UTXW",76,"FR","0","Hisp","med","N","N","87",1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,6,1,1,2,2,0
"ACUP",72.4,"SO","0","White","med","Y","Y","87",0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,1,5,2,1,3,1,0
"ACUP",76.1,"SO","1","Hisp","stem","Y","Y","78",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,6,2,2,0,0,3
"ACUP",68.5,"FR","1","Hisp","stem","N","Y","87",0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,7,0,5,0,2,1,1,3
"ACUP",78,"SO","1","White","med","Y","Y","87",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,7,3,1,2,1,0
"ACUP",95.5,"FR","0","White","med","Other","Y","78",0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,7,1,6,1,0,1,3,2
"ACUP",81.9,"SR","0","Black","med","N","N","87",1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,5,2,2,2,1,0
"ACUP",61.3,"SO","0","White","med","Other","Y","78",1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7,0,4,1,3,1,1,1
"ACUP",95.3,"FR","1","Other","med","Y","Y","78",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7,1,6,2,2,0,1,2
"TAMSA",81,"PB","0","Hisp","stem","N","Y","87",1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7,1,6,2,2,1,2,0
"TAMSA",68.1,"SO","0","Hisp","other","N","Other","87",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,6,3,2,0,2,0
"TAMSA",56.4,"SO","0","Hisp","stem","N","N","87",0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,7,0,4,0,2,2,2,1
"TAMSA",66.6,"JR","1","White","stem","N","Y","78",1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,7,3,0,1,2,1
"TAMSA",76,"JR","0","Hisp","stem","N","Y","87",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,7,1,6,1,1,1,2,2
"TAMU",57.2,"FR","0","White","med","Other","Y","78",0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7,0,6,2,0,3,2,0
"TAMU",68.9,"FR","0","Black","other","Y","Y","87",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,6,1,3,2,1,0
"TAMU",92.6,"FR","0","White","med","Y","Y","78",0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,5,2,2,1,1,1
"TAMU",65.5,"FR","0","Mixed","med","N","N","78",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,6,2,1,0,2,2
"TAMU",59,"FR","-1","Hisp","med","N","Y","78",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,7,3,1,2,1,0
"TAMU",60.6,"FR","0","White","stem","Y","Y","87",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,6,1,2,1,1,2
"TAMU",64.8,"FR","0","Hisp","med","Other","Other","87",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,0,5,1,1,2,1,2
"TAMU",75,"FR","0","Black","med","N","N","87",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,6,2,1,2,2,0
"TAMU",90.6,"JR","0","White","other","Y","Y","78",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,6,1,1,2,0,3
"TAMU",80.7,"FR","0","White","med","Y","Y","78",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,4,1,1,3,2,0
"TAMU",75.3,"FR","1","White","stem","N","Y","78",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7,1,5,1,1,2,0,3
"TAMU",72.9,"FR","1","Hisp","med","N","N","87",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,7,1,6,0,0,2,4,1
"TAMU",82.6,"FR","0","White","med","N","Y","78",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,6,1,0,3,1,2
"TAMU",71.3,"FR","0","White","stem","Y","Y","87",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,6,3,2,0,2,0
"TAMU",50.8,"FR","1","Mixed","med","Y","Y","87",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0,6,2,1,1,2,1
"TAMU",56.5,"SO","0","Black","med","N","Y","87",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,0,6,3,0,3,0,1
"TAMU",88.5,"FR","0","White","med","Other","Y","78",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,6,2,0,3,0,2
"TAMU",44.9,"FR","1","White","stem","N","Other","78",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,0,6,3,0,1,3,0
