school,letter,course,class,gender,ethnic,major,tx_hs,grands,parents,emp_on,emp_off,version,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must
TSU,C,73.6,FR,1,White,a. Eng,Y,,,,,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
TSU,W,NA,JR,0,Hisp,a. Sci,Y,N,N,N,N,78,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4
TSU,C,71.7,FR,0,Asian,b,Y,N,Y,N,N,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
TSU,C,70.7,SO,1,White,b,Y,Y,Y,N,N,87,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
TSU,C,72.2,SO,0,White,b,Y,Y,Y,N,N,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
TSU,C,73.1,FR,0,White,c,Y,Y,Y,N,Y,87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
UNT,D,67.5,FR,1,"White,Asian",a. Eng,N,N,N,N,N,87,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,4
UNT,W,NA,JR,0,Black,b,Y,N,N,N,Y,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
UNT,C,70.9,JR,1,White,a. Eng,Y,DK,N,N,Y,78,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
UNT,W,NA,SO,0,Black,a. Eng,N,N,N,N,N,87,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
UNT,C,76.6,SO,1,White,a. Eng,Y,DK,Y,N,Y,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4
UNT,C,72.2,JR,0,Hisp,b,Y,N,N,N,N,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4
UNT,F,48.3,JR,1,Hisp,a. Eng,Y,N,N,N,Y,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
UNT,W,NA,SO,1,White,a. Sci,Y,Y,Y,N,Y,78,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
UNT,D,67.8,SO,0,Asian,b,Y,N,Y,N,N,78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4
UNT,B,81.6,FR,0,Arab,b,Y,DK,Y,N,Y,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4
UNT,C,73.9,FR,1,Hisp,a. Sci,Y,N,Y,N,N,87,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
UNT,W,NA,FR,0,Hisp,a. Sci,Y,N,N,N,N,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
UNT,F,57.1,FR,0,Asian,b,Y,N,N,N,N,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
UNT,D,60.2,FR,1,"White,AsIndian",a. Sci,N,Y,Y,N,Y,87,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
UNT,F,45.9,SO,1,Hisp,a. Eng,Y,N,N,N,N,78,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
UNT,B,85.2,JR,1,Black,b,Y,DK,Y,N,N,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
UNT,D,68.1,FR,0,White,a. Sci,Y,DK,Y,N,N,87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
UNT,W,NA,JR,0,Hisp,a. Math,Y,N,Y,N,Y,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
UNT,F,57.4,FR,0,White,a. Sci,Y,DK,Y,N,N,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
UNT,A,91.5,SO,1,White,a. Sci,Y,N,N,N,N,78,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
UNT,W,NA,FR,0,White,a. Sci,Y,Y,Y,N,N,78,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
UNT,W,NA,FR,0,Hisp,a. Sci,Y,N,,N,N,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4
UNT,A,89.1,SO,0,Hisp,a. Sci,Y,Y,Y,N,N,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
UNT,F,47.7,FR,1,White,a. Eng,Y,N,N,N,Y,78,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
UNT,D,64.7,JR,0,Black,a. Sci,Y,N,N,Y,N,78,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNT,D,60.7,FR,1,"Hisp,Black",b+a. Eng,Y,N,N,N,N,78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
UTXW,C,71.9,FR,0,White,b,Y,Y,Y,N,N,78,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
UTXW,B,79.9,FR,0,Black,b,Y,Y,Y,N,N,87,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
UTXW,C,71.9,FR,0,Hisp,b,Y,N,N,N,N,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
ACUP,C,70.2,SO,1,White,a. Sci,Y,N,N,N,N,78,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5
ACUP,C,73,FR,1,White,b,Y,DK,Y,N,N,87,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
ACUP,B,81,FR,1,Asian,b,Y,N,Y,N,N,87,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5
ACUP,A,92.4,SO,0,White,b,Y,Y,Y,N,N,78,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
ACUP,A,92.2,FR,0,White,b,Y,Y,Y,N,N,87,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5
ACUP,W,NA,SO,1,White,b,Y,Y,Y,N,Y,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5
TAMSA,F,57.4,SO,0,Hisp,b,Y,Y,Y,Y,N,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
TAMU,D,66.3,FR,0,Hisp,b,Y,N,Y,N,N,87,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5
TAMU,C,70.7,FR,0,White,b,Y,N,N,N,N,78,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5
TAMU,C,75.6,SO,1,White,a. Sci,Y,Y,U,N,N,78,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
TAMU,D,65,SO,0,White,b,Y,N,Y,N,N,78,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
TAMU,A,96.3,JR,0,White,b,Y,Y,Y,N,N,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
TAMU,B,88.6,SO,0,White,b,Y,N,N,N,N,78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5
TAMU,W,NA,SO,1,Hisp,a. Eng,Y,N,N,N,N,87,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,5
TAMU,C,70.7,SO,1,White,a. Sci,Y,Y,Y,N,N,87,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5
TAMU,C,72.6,SO,0,Hisp,,Y,N,N,Y,N,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5
TAMU,C,77.7,SO,,White,b,Y,N,N,N,N,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
TAMU,B,83.9,FR,0,White,a. Sci,Y,Y,Y,N,N,87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
TAMU,C,76.4,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
TAMU,B,80.1,JR,0,Hisp,b,Y,N,N,N,N,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5
TAMU,C,71,FR,0,White,a. Sci,Y,Y,Y,N,N,87,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
TAMU,B,83.4,SO,0,White,a. Sci,Y,N,N,N,N,87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
TAMU,W,NA,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
TSU,B,79.8,SO,0,White,a. Sci,Y,Y,Y,N,Y,78,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
TSU,F,50.1,FR,1,Hisp,b,Y,DK,Y,N,N,78,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5
TSU,D,61.5,JR,0,Mixed,d,Y,N,N,N,Y,87,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5
TSU,C,68.4,FR,0,Hisp,a. Eng,Y,DK,Y,N,N,87,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
TSU,A,90.5,FR,0,White,b,Y,Y,Y,N,N,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5
TSU,W,NA,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
TSU,W,NA,FR,1,White,a. Sci,Y,N,N,N,N,78,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
UNT,F,49.6,FR,,Black,a. Eng,Y,Y,Y,Y,N,87,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5
UNT,B,87.6,FR,0,White,b,Y,DK,Y,N,Y,78,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5
UNT,F,20,SO,0,White,b,Y,Y,Y,N,Y,87,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,B,85.7,JR,0,Black,b,Y,N,Y,N,N,78,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UNT,F,50.5,SO,0,Black,a. Sci,Y,N,Y,N,Y,78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
UNT,W,NA,JR,0,"White,Hisp",d,Y,Y,Y,N,Y,78,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,C,69.4,SO,1,Hisp,a. Eng,Y,N,N,N,N,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
UNT,D,67.4,SO,1,Hisp,a. Eng,Y,N,N,N,Y,78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,B,80.8,FR,1,Black,a. Eng,Y,N,Y,N,Y,87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,D,65.9,FR,0,Hisp,a. Sci,Y,N,N,N,N,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5
UNT,F,45.4,FR,1,Black,b,Y,DK,Y,N,N,78,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5
UNT,C,69.8,JR,0,Black,a. Sci,Y,Y,Y,N,N,87,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
UNT,F,41.1,SO,0,White,a. Sci,Y,DK,Y,N,Y,78,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
UNT,W,NA,SR,0,White,b,Y,N,N,N,Y,87,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5
UNT,A,91.7,FR,0,Hisp,b,Y,N,N,N,Y,78,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5
UNT,F,48.9,FR,0,Hisp,b,Y,N,Y,N,Y,87,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5
UNT,F,16.4,FR,1,Hisp,a. Sci+c,Y,N,N,N,N,78,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
UNT,D,66.5,FR,0,Whte,b,Y,Y,Y,N,Y,78,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
UNT,F,19.1,SO,1,"Hisp,White",a. Sci,Y,N,N,Y,N,87,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,D,66.5,JR,0,White,b,Y,Y,Y,Y,N,87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
UNT,C,69.2,FR,0,Arab,a. Sci,Y,Y,Y,N,N,78,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5
UNT,C,75.3,FR,1,Hisp,a. Sci,Y,DK,Y,N,N,78,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5
UNT,B,80.9,FR,0,Asian,c,Y,N,Y,N,N,87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,C,75.7,FR,0,Hisp,a. Sci,Y,N,Y,N,N,87,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
UNT,W,NA,JR,1,Hisp,b,Y,N,N,N,N,78,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5
UNT,A,91,SO,1,White,c,Y,DK,DK,N,N,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5
UNT,B,84.8,JR,,Hisp,c + b,Y,N,N,N,Y,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5
UNT,F,46.9,FR,1,Black,a. Sci,Y,N,N,N,N,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5
UNT,C,76.5,FR,1,Hisp,a. Sci,Y,N,N,N,N,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5
UNT,F,47.9,FR,0,Hisp,a. Sci,Y,N,N,N,N,78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UNT,A,89.3,PB,0,White,c,Y,N,N,N,N,87,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5
UNT,B,81.9,SO,0,"Black,White",c,Y,DK,Y,N,N,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5
UNT,A,89.7,JR,1,"Hisp,White",c,Y,N,Y,N,Y,87,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
UNT,C,74.9,FR,0,"White,Asian",a. Sci,Y,DK ,N,N,N,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
UNT,B,86.3,SR,1,Mixed,b+a. Eng,Y,N,Y,N,N,87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,5
UNT,B,84.4,FR,1,Asian,a. Sci,Y,N,N,N,N,87,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,5
UNT,C,76.4,FR,1,"White,Black",a. Sci,Y,Y,Y,N,N,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5
UTXW,B,84.3,FR,0,Hisp,b,Y,N,N,N,N,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5
UTXW,A,91,FR,0,Asian,c,Y,N,N,Y,N,78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
ACUP,C,73.4,SO,0,Hisp,b,Y,N,N,N,N,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
ACUP,F,55.8,SO,1,White,a. Eng,Y,N,Y,N,N,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6
ACUP,F,54.5,SR,0,Hisp,,N,N,N,N,N,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6
ACUP,C,75.2,FR,1,White,a. Sci,Y,DK,Y,N,N,78,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,6
ACUP,D,68.1,FR,0,Hisp,b,Y,N,Y,N,N,87,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6
ACUP,B,84.3,FR,0,White,b,Y,Y,Y,N,N,78,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6
ACUP,C,70.7,FR,0,White,b,Y,Y,Y,N,N,78,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6
ACUP,B,81,SO,0,White,b,Y,Y,Y,N,N,87,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,6
TAMU,W,NA,FR,0,PI,a. Sci,Y,N,N,N,N,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
TAMU,D,63.2,FR,1,White,b,Y,N,Y,N,N,87,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
TAMU,B,86.9,FR,0,White,b,Y,Y,Y,N,N,87,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6
TAMU,W,NA,FR,0,White,a. Sci,Y,Y,Y,N,N,78,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
TAMU,C,75.7,FR,0,Hisp,b,Y,N,N,N,N,78,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6
TAMU,D,66.4,FR,0,White,b,Y,Y,Y,N,N,78,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6
TAMU,B,79.5,FR,0,White,SCI: c-b; b: ALL,Y,Y,Y,N,N,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6
TAMU,D,61.5,FR,0,White,b,Y,N,Y,N,T,78,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6
TAMU,C,77.6,FR,1,White,b,Y,Y,Y,N,Y,78,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6
TAMU,A,90.7,FR,0,White,a. Sci,Y,Y,Y,N,N,78,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6
TAMU,C,74.1,FR,0,White,c,Y,N,N,N,N,78,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
TAMU,B,82,FR,1,White,a. Sci,N,Y,Y,N,N,87,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
TAMU,D,64.5,FR,0,White,c,N,N,Y,N,N,78,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6
TAMU,F,52,FR,0,Hisp,a. Sci,Y,N,N,N,Y,87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
TAMU,D,67.4,SO,0,White,b,Y,Y,Y,N,N,78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6
TAMU,C,77.7,FR,1,Hisp,c,Y,N,Y,N,N,78,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6
TAMU,B,86.5,FR,0,White,b,Y,N,Y,N,N,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
TAMU,B,86.5,JR,0,White,c,Y,Y,Y,N,N,87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6
TAMU,C,70.8,FR,0,White,b,Y,Y,Y,N,N,87,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6
TAMU,B,84.4,FR,0,White,,Y,Y,Y,N,Y,87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6
TSU,B,80.7,FR,0,Black,b,Y,N,Y,N,N,87,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
TSU,D,67,FR,1,,a. Eng,Y,,,,,78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,6
TSU,C,76.2,FR,0,Black,b,Y,Y,Y,N,N,78,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
TSU,D,67.4,FR,1,Hisp,a. Sci,Y,N,Y,N,N,87,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
TSU,C,77.6,FR,0,White,a. Eng,Y,N,N,N,N,87,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6
TSU,F,47.3,FR,1,Hisp,a. Eng,Y,N,N,N,N,87,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
TSU,C,75.7,FR,1,"White,Hisp",a. Tech,Y,Y,Y,N,N,87,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,6
TSU,D,65.7,FR,0,Hisp,b,Y,DK,Y,N,N,78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,6
TSU,F,55.6,FR,0,"White,Black",d,Y,Y,Y,N,N,78,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,6
UNT,C,69.7,JR,1,Hisp,a. Sci,Y,DK,Y,N,N,78,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
UNT,C,75.1,FR,0,White,a. Sci,Y,DK,N,N,N,78,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6
UNT,B,80.8,SR,0,White,a. Eng,Y,DK,N,N,N,87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
UNT,F,NA,SR,0,Black,b,Y,N,N,N,N,87,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6
UNT,F,52.2,JR,1,Hisp,a. Eng,Y,N,N,N,Y,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,6
UNT,F,24.9,FR,0,Hisp,b,Y,N,N,N,N,87,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6
UNT,W,NA,SO,1,Black,a. Eng,Y,N,N,N,N,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6
UNT,B,86.2,SO,0,Asian,a. Sci,Y,N,Y,N,Y,78,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,6
UNT,F,51.3,SO,1,"Black,White",c,Y,Y,N,N,Y,78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
UNT,B,87.8,SO,0,White,c,Y,N,N,N,Y,87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6
UNT,B,87,FR,1,Hisp,a. Sci,Y,DK,Y,N,N,78,1,0,0,0,1,0,`0,0,1,0,0,0,0,0,0,0,1,0,1,1,6
UNT,C,74.1,FR,1,Hisp,a. Eng,Y,N,N,N,N,87,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
UNT,B,80.5,JR,0,White,a. Sci,Y,N,N,N,N,87,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6
UNT,D,60.7,FR,0,Hisp,d,Y,N,N,N,Y,78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6
UNT,D,61.6,FR,0,Hisp,a. Sci,Y,N,Y,N,N,87,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
UNT,B,87.6,FR,0,White,a. Sci,Y,DK,Y,N,N,78,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,6
UNT,C,68.3,FR,0,Native Am,a. Sci,Y,N,Y,N,N,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
UTXW,C,71.1,FR,0,Hisp,b,Y,Y,Y,N,N,78,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,6
UTXW,B,82.5,FR,0,White,b,Y,N,Y,N,N,78,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6
UTXW,A,89.5,FR,0,White,a. Eng,Y,Y,Y,N,N,87,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,6
UTXW,A,90.5,FR,0,White,a. Sci,Y,Y,Y,N,N,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,6
UTXW,A,94.8,FR,1,Hisp,c,Y,N,Y,N,N,87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6
UTXW,B,85.5,FR,0,White,b,Y,N,N,N,N,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6
UTXW,B,76,FR,0,Hisp,b,Y,N,N,N,N,87,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6
ACUP,C,72.4,SO,0,White,b,N,Y,Y,N,N,87,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7
ACUP,C,76.1,SO,1,Hisp,a. Sci,Y,Y,Y,N,Y,78,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7
ACUP,D,68.5,FR,1,Hisp,a. Eng,Y,N,Y,Y,Y,87,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,7
ACUP,C,78,SO,1,White,b,Y,Y,Y,N,N,87,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7
ACUP,A,95.5,FR,0,White,b,Y,DK,Y,N,N,78,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,7
ACUP,B,81.9,SR,0,Black,b,N,N,N,N,N,87,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
ACUP,D,61.3,SO,0,White,b,Y,DK,Y,N,N,78,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7
ACUP,A,95.3,FR,1,Am Indian,b,Y,Y,Y,N,N,78,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7
TAMSA,B,81,PB,0,Hisp,a. Sci,Y,N,Y,N,Y,87,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7
TAMSA,D,68.1,SO,0,Hisp,,,N,,N,N,87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
