"course_avg","school","class","gender","ethnicity","parent","grand","hrs_work","emp_on","emp_off","tx_birth","tx_hs","version","must"
96.4,"TAMU","FR","0","Asian","N","N","0","N","N","Y","Y","v87",15
90.5,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",14
96.2,"TAMU","FR","1","Asian","Y","N","0","N","N","Y","Y","v78",17
62.1,"TAMU","FR","1","White","N","N","0","N","N","Y","Y","v78",4
73.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",10
91.7,"TAMU","FR","1","Black","Y","Other","0","N","N","Y","Y","v78",14
94.7,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",17
94.8,"TAMU","FR","0","White","Other","Other","1-10","N","Y","Y","Y","v87",12
75.3,"TAMU","FR","1","White","Y","N","1-10","N","Y","Y","Y","v78",7
71.8,"TAMU","FR","missing","White","N","Y","0","N","N","Y","Y","v87",15
64,"TAMU","FR","1","Mixed","Y","Y","0","N","N","Y","Y","v87",12
80.9,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v78",15
81.7,"TAMU","FR","0","White","Y","N","0","N","Y","Y","Y","v87",9
95.7,"TAMU","FR","0","Other","Y","N","0","N","N","Y","Y","v78",18
77.5,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",10
64.2,"TAMU","FR","0","White","N","N","0","N","N","Y","Y","v78",10
82.7,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",16
85.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","N","v78",16
84.7,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v87",10
86,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",14
90.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",15
93.3,"TAMU","SO","1","White","Y","Y","0","N","N","Y","Y","v87",10
91.3,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",14
73.9,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",11
88.6,"TAMU","FR","1","Other","Y","N","0","N","N","Y","Y","v78",17
64.7,"TAMU","FR","1","Asian","Other","Other","0","N","N","Y","Y","v78",16
83.9,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",5
91.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",16
88.7,"TAMU","FR","0","White","Y","Y","0","N","N","N","N","v78",8
94.1,"TAMU","FR","0","White","Y","N","11-19","N","Y","Y","Y","v78",16
92.6,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",18
76.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",5
86.4,"TAMU","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",13
96.3,"TAMU","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",17
86.5,"TAMU","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v87",17
79.2,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",11
93.8,"TAMU","FR","0","Other","Y","Y","0","N","N","Y","Y","v78",16
66.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",6
95.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",14
84.4,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",12
95.2,"TAMU","SR","0","Asian","N","N","11-19","Y","N","Y","Y","v78",14
81.8,"TAMU","FR","0","Asian","Y","Y","0","N","N","Y","N","v87",15
86.8,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",11
90.8,"TAMU","FR","0","Mixed","Y","Other","0","N","N","Y","Y","v78",15
98.9,"TAMU","FR","0","White","Other","Y","0","N","N","Y","Y","v87",10
79.5,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",6
85.6,"TAMU","FR","0","Hisp","N","N","1-10","N","Y","Y","Y","v87",10
92.2,"TAMU","FR","1","White","Y","Other","0","N","N","Y","Y","v87",11
84.8,"TAMU","SO","1","Hisp","N","N","0","N","N","Y","Y","v87",16
88.8,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v87",9
38.8,"TAMU","SO","1","Mixed","Y","Y","20-29","N","Y","Y","Y","v87",2
61.5,"TAMU","FR","0","White","Y","N","20-29","N","N","Y","Y","v78",6
92.8,"TAMU","FR","1","Asian","Y","Y","0","N","N","Y","Y","v78",17
86.4,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",12
90.2,"TAMU","FR","1","Asian","Y","Y","11-19","N","N","Y","Y","v78",17
71.7,"TAMU","FR","0","White","Y","N","1-10","N","Y","Y","Y","v78",16
72.9,"TAMU","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",7
81.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",9
77.6,"TAMU","FR","1","White","Y","Y","11-19","N","Y","Y","Y","v78",6
79.2,"TAMU","JR","1","White","Y","Y","0","N","N","Y","Y","v87",14
74.4,"TAMU","FR","1","Mixed","N","N","0","N","N","Y","Y","v87",15
87.5,"TAMU","FR","1","Hisp","Y","Other","0","N","N","Y","Y","v78",13
77.1,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",9
92.3,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v78",15
85.2,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",12
69.4,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",11
53.8,"TAMU","FR","1","Black","N","Y","0","N","N","Y","Y","v78",4
66.9,"TAMU","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",9
82.3,"TAMU","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",12
69.2,"TAMU","SO","0","Hisp","N","N","0","N","N","Y","Y","v87",8
84.9,"TAMU","SO","0","White","Y","Y","1-10","Y","N","Y","Y","v87",11
94.8,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",20
98.5,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",14
90.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",6
86.6,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",15
82.6,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",7
87.1,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",13
71.3,"TAMU","FR","0","White","Y","Y","0","N","N","Y","N","v87",7
70.6,"TAMU","FR","0","White","Y","N","11-19","Y","Y","Y","Y","v87",10
84.5,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",12
74.2,"TAMU","SO","0","White","Y","N","0","N","N","Y","Y","v78",10
50.8,"TAMU","FR","1","Mixed","Y","Y","11-19","N","N","Y","Y","v87",7
95.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",20
84.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",12
79.5,"TAMU","FR","0","Hisp","N","N","11-19","N","Y","Y","Y","v87",10
89.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",19
91.9,"TAMU","JR","1","Asian","Y","Y","0","N","N","Y","Y","v78",17
78.5,"TAMU","SO","1","Hisp","N","N","11-19","Y","N","Y","Y","v78",13
83.9,"TAMU","JR","0","Asian","Y","Y","0","N","N","Y","Y","v87",16
91.6,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",17
79.9,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",14
86.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",12
84.1,"TAMU","SR","1","White","Y","Y","1-10","Y","N","Y","Y","v78",19
74.9,"TAMU","SO","0","Hisp","Y","N","1-10","N","Y","Y","Y","v78",4
73.2,"TAMU","SO","0","White","Y","N","0","N","N","Y","Y","v78",4
79.1,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v87",12
89.2,"TAMU","FR","1","Other","Y","N","0","N","N","Y","N","v78",15
52.1,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v87",11
86.7,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v78",12
60.8,"TAMU","FR","1","White","Y","Other","0","N","Y","Y","Y","v87",15
66.6,"TAMU","FR","missing","Mixed","Y","N","0","N","N","Y","Y","v87",10
56.5,"TAMU","SO","0","Black","Y","N","0","N","N","Y","Y","v87",7
89.5,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",13
80.5,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",19
93.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",13
91.3,"TAMU","FR","1","Mixed","Y","N","11-19","N","N","Y","Y","v78",15
85.2,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",16
74.1,"TAMU","FR","0","White","N","N","0","N","N","Y","Y","v78",6
73.3,"TAMU","FR","0","White","N","Y","0","N","N","Y","Y","v87",12
86.3,"TAMU","FR","0","Mixed","Y","N","0","N","N","Y","Y","v78",14
82.7,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v87",9
88.9,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",18
85,"TAMU","FR","0","Asian","N","N","0","N","N","Y","Y","v87",17
87.3,"TAMU","FR","0","Asian","Y","Y","0","N","N","Y","Y","v78",17
68.3,"TAMU","FR","0","Asian","N","N","0","N","N","Y","Y","v78",13
77.4,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",15
88.5,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v78",7
83.3,"TAMU","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",17
94,"TAMU","FR","1","White","Y","Other","0","N","N","N","Y","v87",8
87.3,"TAMU","FR","0","White","N","N","0","N","N","Y","Y","v87",17
84.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",15
86,"TAMU","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",15
95,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",12
82.7,"TAMU","FR","0","Black","Y","Y","0","N","N","Y","Y","v87",11
96.4,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",19
84.1,"TAMU","FR","missing","White","Y","Y","0","N","N","Y","Y","v78",11
86.2,"TAMU","FR","0","Asian","Y","Y","0","N","N","Y","Y","v78",9
87.4,"TAMU","FR","0","White","Y","N","20-29","N","Y","Y","Y","v78",18
91.9,"TAMU","FR","1","Asian","Y","N","0","N","N","Y","Y","v78",14
83.8,"TAMU","FR","1","White","Y","Y","20-29","N","Y","Y","Y","v78",18
91,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v78",9
95.3,"TAMU","FR","1","White","N","N","0","N","N","Y","Y","v87",18
92,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",10
69.9,"TAMU","JR","0","Hisp","N","N","0","N","N","Y","Y","v87",10
87.7,"TAMU","FR","1","White","Y","Y","0","N","N","Y","N","v87",19
93.2,"TAMU","FR","1","Other","Y","Y","0","N","N","Y","Y","v78",19
94.6,"TAMU","FR","0","Other","Y","N","0","N","N","Y","Y","v87",18
89.3,"TAMU","FR","0","Other","Y","N","0","N","N","Y","Y","v87",14
80.1,"TAMU","JR","0","Hisp","N","N","0","N","N","Y","Y","v78",5
81.3,"TAMU","FR","0","White","N","N","0","N","N","Y","Y","v87",8
85.6,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v78",12
71.8,"TAMU","FR","0","White","Y","Other","0","N","Y","Y","Y","v78",8
87.1,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",4
88.8,"TAMU","FR","1","Asian","N","Other","0","N","N","Y","Y","v87",10
82.2,"TAMU","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v87",19
71.4,"TAMU","JR","0","Hisp","Y","N","20-29","Y","Y","Y","Y","v87",8
47.4,"TAMU","FR","0","White","Y","Y","20-29","N","Y","Y","Y","v87",12
44.9,"TAMU","FR","1","White","Other","N","30-39","N","Y","Y","Y","v78",7
85,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",14
91.6,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v78",12
87.3,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",10
82,"TAMU","FR","1","White","Y","Y","0","N","N","Y","N","v87",6
68.6,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",7
92.5,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",14
93.3,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",13
76.7,"TAMU","FR","0","Hisp","N","Other","0","N","N","Y","Y","v78",2
63.4,"TAMU","FR","1","White","Y","N","0","N","N","Y","N","v87",15
101.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",14
84.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",14
58.2,"TAMU","SO","0","Hisp","N","Y","0","N","N","Y","Y","v87",10
77.4,"TAMU","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",12
89.6,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",20
87.5,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",11
85.1,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",9
73.3,"TAMU","SO","0","White","Y","N","0","N","N","Y","Y","v87",11
81.4,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",8
64.5,"TAMU","FR","0","White","Y","N","0","N","N","Y","N","v78",6
95.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",18
89.8,"TAMU","JR","0","White","Y","Y","0","N","N","Y","Y","v87",17
64.3,"TAMU","SO","0","Hisp","N","N","0","N","N","Y","Y","v78",11
71,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",5
67.2,"TAMU","SO","0","Hisp","N","Y","0","N","N","Y","Y","v78",8
89,"TAMU","SO","1","White","N","N","0","N","N","Y","Y","v78",17
74.6,"TAMU","FR","1","Asian","Y","Y","0","N","N","Y","Y","v78",18
87,"TAMU","SO","0","White","Y","N","0","N","N","Y","Y","v87",14
82.9,"TAMU","FR","0","Hisp","Y","N","0","N","N","Y","Y","v78",13
93.5,"TAMU","JR","1","Mixed","N","N","0","N","N","Y","Y","v78",16
85,"TAMU","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v87",11
99.1,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",18
69.2,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",12
52,"TAMU","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v87",6
71.6,"TAMU","FR","0","Hisp","N","N","11-19","Y","N","Y","Y","v87",10
74,"TAMU","FR","0","Hisp","N","N","11-19","Y","N","Y","Y","v87",3
92.2,"TAMU","FR","0","Mixed","N","Other","0","N","N","Y","Y","v87",12
92.4,"TAMU","SO","0","Hisp","Y","N","0","N","N","Y","Y","v78",13
82.7,"TAMU","FR","1","Hisp","Y","Y","0","N","N","Y","Y","v78",10
84.4,"TAMU","JR","0","White","Y","Y","1-10","Y","N","Y","Y","v78",7
94.5,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",17
87,"TAMU","SO","0","Hisp","N","N","0","N","N","Y","Y","v78",7
73.6,"TAMU","SO","0","Mixed","Y","N","0","N","N","Y","Y","v87",8
93.3,"TAMU","FR","1","Other","Y","Y","0","N","N","Y","N","v78",19
66,"TAMU","FR","1","Mixed","N","N","0","N","N","Y","Y","v87",10
86.4,"TAMU","FR","0","Hisp","Y","N","0","N","N","Y","Y","v87",17
89.6,"TAMU","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v87",8
82.4,"TAMU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",16
60.3,"TAMU","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",9
86.5,"TAMU","FR","1","White","Y","Other","1-10","Y","N","Y","Y","v78",14
90.6,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",12
84.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",11
92.1,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v87",13
79.2,"TAMU","FR","0","Asian","Y","N","0","N","N","Y","Y","v87",11
91.9,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",19
67.4,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v78",6
67.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",10
88,"TAMU","FR","1","White","Y","Other","0","N","N","Y","Y","v78",13
94.9,"TAMU","FR","1","Hisp","Y","Other","0","N","N","Y","Y","v87",11
83.2,"TAMU","JR","0","White","Y","Y","1-10","Y","N","Y","Y","v78",7
91.6,"TAMU","FR","1","White","Y","Y","0","N","N","Y","N","v78",12
91.5,"TAMU","FR","0","Asian","Y","Y","0","N","N","Y","Y","v87",15
83.6,"TAMU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v78",10
86.8,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v78",17
91.2,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",17
77.7,"TAMU","FR","1","Hisp","Y","N","0","N","N","Y","Y","v78",6
71.7,"TAMU","FR","0","White","N","Y","0","N","N","Y","Y","v87",11
84.7,"TAMU","FR","1","Mixed","Y","Y","0","N","N","Y","Y","v87",15
77.7,"TAMU","JR","0","White","Y","Y","0","Y","N","Y","Y","v87",7
86.5,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",6
96.5,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",13
83.6,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",20
89.5,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",13
77.2,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v78",10
71.7,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",7
84.3,"TAMU","FR","0","White","N","N","1-10","N","Y","Y","Y","v78",17
86.5,"TAMU","JR","0","White","Y","Y","0","N","N","Y","Y","v87",6
76.6,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",11
58.2,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",9
76,"TAMU","SO","0","White","Y","N","0","N","N","Y","Y","v78",9
84.6,"TAMU","FR","0","White","Y","Y","0","N","N","Y","N","v87",13
87.5,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",14
69.2,"TAMU","FR","1","White","Y","Y","11-19","Y","N","Y","Y","v78",7
84.1,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",18
70.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",6
77.9,"TAMU","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",8
87.3,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",20
76.9,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",14
83.4,"TAMU","SO","0","White","N","N","0","N","N","Y","Y","v87",5
66.8,"TAMU","FR","0","Mixed","N","N","0","N","N","Y","N","v87",9
80,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v87",9
94.9,"TAMU","FR","1","Asian","Y","Y","0","N","N","Y","Y","v87",17
76.6,"TAMU","SO","0","Hisp","Y","N","0","N","N","Y","Y","v87",7
84.4,"TAMU","FR","0","White","Y","Y","0","N","Y","Y","Y","v87",6
67.3,"TAMU","FR","0","Hisp","Y","Y","0","N","N","N","Y","v87",7
80,"TAMU","FR","0","Hisp","Y","Y","0","N","N","Y","Y","v78",8
87.1,"TAMU","FR","1","White","Y","Other","1-10","N","Y","Y","Y","v87",14
92.9,"TAMU","FR","1","White","N","Other","0","N","N","Y","Y","v87",17
90.8,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",18
89,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",18
69.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",11
88.3,"TAMU","FR","1","Hisp","Y","N","0","N","N","Y","Y","v78",11
78.3,"TAMU","FR","0","White","Y","N","11-19","N","Y","Y","Y","v87",14
77.5,"TAMU","FR","1","Other","Y","N","0","N","N","Y","Y","v78",16
75,"TAMU","JR","0","White","Y","Y","1-10","Y","N","Y","Y","v87",13
79.1,"TAMU","SO","0","Asian","N","N","0","N","N","Y","Y","v87",20
88.6,"TAMU","FR","0","White","Y","Other","0","N","N","Y","Y","v78",19
79.7,"TAMU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",14
62.6,"TAMU","FR","0","Hisp","N","N","20-29","N","Y","Y","Y","v78",3
77,"TAMU","FR","1","Hisp","N","N","0","N","N","Y","Y","v78",15
87.2,"TAMU","FR","0","Hisp","N","Y","0","N","N","Y","Y","v87",9
65.2,"TAMU","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",10
81.1,"TAMU","FR","1","Asian","Y","Y","0","N","N","Y","Y","v87",15
91.3,"TAMU","FR","0","White","Y","N","1-10","Y","N","Y","Y","v78",13
79.2,"TAMU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v78",9
75.6,"TAMU","SO","1","Hisp","N","N","0","N","N","Y","Y","v78",3
80,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",14
78.7,"TAMU","SO","0","Mixed","Y","Y","1-10","N","Y","Y","Y","v87",10
92.6,"TAMU","FR","1","Other","Y","Y","0","N","N","Y","Y","v78",17
94.6,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v87",19
69.9,"TAMU","SO","0","Black","Y","N","11-19","Y","N","Y","Y","v87",15
76.8,"TAMU","FR","1","Other","N","N","0","N","N","Y","Y","v78",11
73.6,"TAMU","FR","0","White","Y","N","0","N","N","Y","Y","v78",7
85.9,"TAMU","SO","0","White","Y","Other","0","N","N","Y","Y","v78",16
83.2,"TAMU","SO","0","White","Y","Y","0","N","N","Y","Y","v87",10
94,"TAMU","FR","0","White","Y","Y","1-10","N","Y","Y","Y","v78",14
84.1,"TAMU","FR","0","White","Y","Y","20-29","N","N","Y","Y","v87",14
82,"TAMU","FR","1","Mixed","N","N","0","N","N","Y","Y","v78",13
87.7,"TAMU","SO","1","Other","Y","Y","11-19","N","Y","Y","Y","v87",11
83.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v78",13
69,"TAMU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",10
87.9,"TAMU","SO","1","Mixed","Y","Y","0","N","N","Y","Y","v87",10
88.1,"TAMU","FR","0","White","N","N","0","N","N","Y","Y","v78",12
96.2,"TAMU","SO","0","White","Y","Y","11-19","Y","N","Y","Y","v87",15
85.4,"TAMU","FR","0","White","Y","N","1-10","N","Y","Y","Y","v78",17
77.6,"TAMU","FR","1","White","Y","N","0","N","N","Y","Y","v87",16
89.4,"TAMU","FR","1","Asian","Y","N","0","N","N","Y","Y","v87",20
81.8,"TAMU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",12
80.7,"TSU","FR","0","Black","Y","N","0","N","N","Y","Y","v87",6
61.7,"TSU","JR","0","Asian","Y","Y","0","N","N","Y","Y","v87",1
68.5,"TSU","FR","0","White","Y","Y","0","N","N","Y","N","v78",2
79.8,"TSU","SO","0","White","Y","Y","11-19","N","Y","Y","Y","v78",5
50.1,"TSU","FR","1","Hisp","Y","Other","0","N","N","Y","Y","v78",5
83.6,"TSU","SO","0","White","Y","Y","0","N","N","Y","Y","v87",9
82,"TSU","SO","0","White","Y","Y","0","N","N","Y","N","v78",3
81.6,"TSU","JR","0","White","Y","Y","20-29","N","Y","Y","Y","v87",4
94,"TSU","FR","1","Mixed","Y","Y","0","N","N","Y","Y","v78",20
67,"TSU","FR","1","Other","Other","Other","0","N","N","Y","Y","v78",6
74.4,"TSU","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",2
67.4,"TSU","JR","0","Mixed","N","N","40+","N","Y","Y","Y","v78",0
60,"TSU","SO","1","White","Y","Y","20-29","N","Y","Y","Y","v78",9
72.3,"TSU","JR","0","Mixed","Y","Y","20-29","N","Y","Y","N","v78",3
61.5,"TSU","JR","0","Mixed","N","N","1-10","N","Y","Y","Y","v87",5
61.9,"TSU","FR","1","Other","Other","Other","0","N","N","Y","Y","v78",9
78.4,"TSU","FR","0","Mixed","Y","Other","20-29","N","Y","Y","Y","v87",7
58.2,"TSU","JR","0","Mixed","Y","Y","20-29","N","Y","Y","Y","v87",2
66,"TSU","JR","1","Hisp","Y","Y","30-39","N","Y","Y","Y","v87",3
76.2,"TSU","FR","0","Black","Y","Y","0","N","N","Y","Y","v78",6
62.6,"TSU","FR","0","White","Y","N","11-19","N","Y","Y","Y","v87",2
75.3,"TSU","FR","0","Hisp","N","N","0","N","N","Y","Y","v87",2
90.5,"TSU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",19
80.1,"TSU","FR","0","Hisp","Y","Other","0","N","N","Y","N","v78",9
79.1,"TSU","FR","0","Hisp","N","N","0","N","N","Y","Y","v78",14
67.4,"TSU","FR","1","Hisp","Y","N","0","N","N","Y","Y","v87",6
65.2,"TSU","FR","0","White","Y","N","0","N","N","Y","Y","v87",4
88.9,"TSU","FR","0","Mixed","Y","Y","1-10","N","Y","Y","Y","v78",10
77.6,"TSU","FR","0","White","N","N","0","N","N","Y","Y","v87",6
75.4,"TSU","FR","0","White","Y","Y","11-19","Y","N","Y","Y","v78",2
69.5,"TSU","FR","0","White","N","N","11-19","N","Y","Y","Y","v87",2
80.3,"TSU","FR","0","White","Y","N","30-39","N","Y","Y","Y","v87",1
73.6,"TSU","FR","1","White","Other","Other","0","N","N","Y","Y","v87",4
68.4,"TSU","FR","0","Hisp","Y","Other","0","N","N","Y","Y","v87",5
75.9,"TSU","FR","0","White","Y","Y","1-10","N","Y","Y","Y","v78",10
90.5,"TSU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",5
47.3,"TSU","FR","1","Hisp","N","N","0","N","N","Y","Y","v87",6
75.7,"TSU","FR","1","Mixed","Y","Y","0","N","N","Y","Y","v87",6
69.2,"TSU","FR","1","Other","Y","N","0","N","N","Y","Y","v87",3
65.7,"TSU","FR","0","Hisp","Y","Other","0","N","N","Y","Y","v78",6
71.7,"TSU","FR","0","Asian","Y","N","0","N","N","Y","Y","v78",4
64.9,"TSU","JR","0","Hisp","Y","Y","30-39","N","Y","Y","Y","v78",9
70.7,"TSU","SO","1","White","Y","Y","0","N","N","Y","Y","v87",4
68.6,"TSU","SO","0","Hisp","N","N","0","N","N","Y","Y","v78",2
72.3,"TSU","SO","0","Hisp","N","N","0","N","N","Y","Y","v78",7
73.6,"TSU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",12
55.6,"TSU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v78",6
88.6,"TSU","FR","0","Hisp","Y","Other","0","N","N","Y","Y","v87",7
89.2,"TSU","FR","0","Mixed","Y","Y","0","N","N","Y","Y","v87",7
81.6,"TSU","SO","0","White","Other","Other","0","N","N","Y","Y","v78",1
72.2,"TSU","SO","0","White","Y","Y","0","N","N","Y","Y","v78",4
99.2,"TSU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",17
68.2,"TSU","FR","1","White","Y","Y","0","N","N","Y","Y","v78",1
95.2,"TSU","FR","0","Mixed","Y","Other","0","N","N","Y","Y","v78",3
75,"TSU","FR","0","White","Y","Y","0","N","N","Y","Y","v87",7
73.1,"TSU","FR","0","White","Y","Y","11-19","N","Y","Y","Y","v87",4
60.3,"TSU","JR","1","White","N","N","11-19","N","Y","Y","Y","v78",10
68.6,"TSU","SO","1","Hisp","N","N","0","N","N","Y","Y","v78",14
