school,course,class,gender,ethnic,major,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1C,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TAMUF17CHI135,96.3,JR,0,White,b,Y,Y,N,N,0,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI139,88.5,FR,0,White,b,Y,Y,N,N,0,87,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,1,1,1,1,1,0,1,1,1,1,1,11
TAMUF17CHI143,60.6,FR,0,White,a. Eng,Y,Y,N,N,0,87,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,1,0,1,0,0,0,1,0,1,1,1,6
TAMUF17CHI145,96.3,FR,0,Other,STEM,Y,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI149,82.6,FR,0,Asian,b,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,0,8
TAMUF17CHI159,95,FR,0,Asian,a. Eng,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI162,75.3,SO,0,White,b,Y,Y,N,N,0,78,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12,1,1,1,1,1,0,0,0,1,1,1,0,8
TAMUF17CHI172,92.8,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI176,87.9,FR,0,White,b,Y,Y,N,N,0,78,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,0,9
TAMUF17CHI177,79.2,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI178,87.9,FR,0,White,b,Y,Y,N,N,0,87,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI180,78.5,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12,1,1,1,1,1,0,1,1,0,1,1,0,9
TAMUF17CHI181,93.8,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI184,89.3,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,1,0,1,1,0,1,0,1,1,1,0,8
TAMUF17CHI185,90.6,JR,0,White,c,Y,Y,N,N,0,78,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI189,80.7,FR,0,White,b,Y,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI196,78.5,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI199,95.1,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI200,70.8,FR,0,White,c,Y,Y,N,N,0,87,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,1,1,0,1,0,1,0,0,0,1,1,7
TAMUF17CHI204,90,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI213,73.4,FR,0,White,b,Y,Y,N,N,0,78,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,1,10
TAMUF17CHI227,85.7,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,0,1,0,1,1,1,1,1,1,1,10
TAMUF17CHI228,84.7,SO,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI231,90.8,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI234,73.9,FR,0,White,,Y,Y,N,N,0,78,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,1,1,0,1,0,1,1,1,0,1,1,9
TAMUF17CHI238,91.4,FR,0,White,b,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16,1,1,1,0,1,0,1,1,1,1,1,1,10
TAMUF17CHI239,88.7,FR,0,White,b,Y,Y,N,N,0,78,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI242,76.4,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,1,1,1,0,1,1,0,0,1,0,8
TAMUF17CHI248,79.2,FR,0,White,b,Y,Y,N,N,0,87,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11,1,1,1,1,1,0,0,1,0,1,1,1,9
TAMUF17CHI249,93.8,FR,0,Other,b,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI250,66.4,FR,0,White,b,Y,Y,N,N,0,78,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,1,0,0,0,0,1,0,1,1,0,0,5
TAMUF17CHI251,95.4,FR,0,White,b,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI254,81.8,FR,0,Asian,c,Y,Y,N,N,0,87,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,15,1,1,0,1,1,0,0,0,1,1,1,1,8
TAMUF17CHI259,79.5,FR,0,White,SCI: T&E; b,Y,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI263,88.8,SO,0,White,b,Y,Y,N,N,0,87,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9,1,1,0,1,1,0,1,0,1,1,1,0,8
TAMUF17CHI271,81.7,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,1,1,1,0,1,0,1,0,1,0,1,1,8
TAMUF17CHI291,90.7,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI296,71.3,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,1, , ,0,1,1,0,0,1,1,0,6
TAMUF17CHI301,95.1,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI302,84.7,FR,0,White,b,Y,Y,N,N,0,87,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI304,89.7,FR,0,White,a. Math,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI307,83.9,JR,0,Asian,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16,1,1,1,0,1,1,1,1,0,1,1,1,10
TAMUF17CHI309,91.6,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI311,86.1,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,1,0,0,1,1,1,1,10
TAMUF17CHI324,93.1,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI334,87.3,FR,0,Asian,b,Y,Y,N,N,0,78,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,17,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI341,84.8,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI344,82.7,FR,0,Black,b,Y,Y,N,N,0,87,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,0,9
TAMUF17CHI347,86.2,FR,0,Asian,a. Eng,Y,Y,N,N,0,78,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI351,91,SO,0,White,b,Y,Y,N,N,0,78,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI353,92,FR,0,White,b,Y,Y,N,N,0,78,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI370,85,FR,0,White,b,Y,Y,N,N,0,87,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,0,1,1,1,10
TAMUF17CHI371,91.6,SO,0,White,a. Eng,Y,Y,N,N,0,78,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI372,87.3,FR,0,White,b,Y,Y,N,N,0,87,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI374,68.6,FR,0,White,b,Y,Y,N,N,0,87,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,0,0,0,5
TAMUF17CHI376,93.3,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI379,101.1,FR,0,White,b,Y,Y,N,N,0,87,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI380,84.8,FR,0,White,b,Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,14,1,1,0,1,1,0,1,1,0,1,1,1,9
TAMUF17CHI389,81.4,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI391,95.8,FR,0,White,a. Eng,Y,Y,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI392,89.8,JR,0,White,b,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI394,71,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,1,0,1,1,0,1,9
TAMUF17CHI404,69.2,FR,0,White,b,Y,Y,N,N,0,87,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,1,1,1,0,0,1,0,1,1,1,1,9
TAMUF17CHI420,89.6,FR,0,Hispanic,,Y,Y,N,N,0,87,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,10
TAMUF17CHI422,82.4,FR,0,Mixed,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,16,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI427,84.8,FR,0,White,a. Sci,Y,Y,N,N,0,78,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI430,91.9,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI431,67.4,SO,0,White,b,Y,Y,N,N,0,78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,1,0,1,1,0,1,0,1,0,1,1,8
TAMUF17CHI432,67.1,FR,0,White,c,Y,Y,N,N,0,87,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8
TAMUF17CHI438,91.5,FR,0,Asian,b,Y,Y,N,N,0,87,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI439,83.6,FR,0,Mixed,a. Sci,Y,Y,N,N,0,78,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10,1,1,1,0,1,0,1,0,1,1,1,0,8
TAMUF17CHI441,91.2,FR,0,White,a. Eng,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI445,77.7,JR,0,White,a. Sci,Y,Y,Y,N,0,87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,1,0,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI448,83.6,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI449,89.5,FR,0,White,a. Tech,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI450,77.2,SO,0,White,STEM,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,1,0,1,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI451,71.7,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7,1,1,0,1,1,1,1,0,1,0,1,0,8
TAMUF17CHI453,86.5,JR,0,White,c,Y,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI455,76.6,FR,0,White,"a. Sci, Tech",Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI459,84.6,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,1,1,0,1,1,1,1,1,0,1,1,1,10
TAMUF17CHI460,87.5,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,14,1,1,0,1,0,1,1,1,1,1,1,1,10
TAMUF17CHI463,84.1,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI464,70.8,FR,0,White,b,Y,Y,N,N,0,87,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI465,77.9,FR,0,Hispanic,c,Y,Y,N,N,0,78,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,1,0,0,0,1,0,1,1,1,1,1,1,8
TAMUF17CHI474,84.4,FR,0,White,,Y,Y,N,Y,0,87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,1,1,1,0,1,1,0,1,0,1,1,9
TAMUF17CHI475,67.3,FR,0,Hispanic,b,Y,Y,N,N,0,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,1,0,1,0,1,0,1,0,0,1,0,0,5
TAMUF17CHI477,80,FR,0,Hispanic,b,Y,Y,N,N,0,78,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI481,89,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI482,69.8,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11,1,1,1,0,1,1,1,0,0,0,1,1,8
TAMUF17CHI490,79.7,FR,0,Mixed,b,Y,Y,N,N,0,87,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI497,79.2,FR,0,Mixed,a. Sci,Y,Y,N,N,0,78,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI507,83.2,SO,0,White,b,Y,Y,N,N,0,87,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI512,83.8,FR,0,White,,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI521,81.8,FR,0,White,b,Y,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,12,1,1,1,1,1,1,1,1,0,1,1,1,11
TSUF17CHIM002,61.74,JR,0,Asian,C,Y,Y,N,N,0,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,1,0,,,2
TSUF17CHIM003,68.52,FR,0,White,b,Y,Y,N,N,0,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3
TSUF17CHIM006,83.64,SO,0,White,c,Y,Y,N,N,0,87,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,9,,,1,0,1,0,1,0,,,1,1,5
TSUF17CHIM007,82.03,SO,0,White,a. Sci,Y,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,1,6
TSUF17CHIM022,76.22,FR,0,Black,b,Y,Y,N,N,0,78,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,1,2
TSUF17CHIM041,90.45,FR,0,White,b,Y,Y,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,0,1,0,1,0,1,1,0,0,7
TSUF17CHIM054,73.63,FR,0,White,a. Eng,Y,Y,N,N,0,87,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,12,,,1,0,1,0,1,0,,,0,0,3
TSUF17CHIM055,55.61,FR,0,Mixed,d,Y,Y,N,N,0,78,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,1,0,0,1,0,1,4
TSUF17CHIM058,89.22,FR,0,Mixed,b,Y,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,0,0,0,1,0,8
TSUF17CHIM060,72.15,SO,0,White,b,Y,Y,N,N,0,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,3
TSUF17CHIM061,99.21,FR,0,White,a. Eng,Y,Y,N,N,0,87,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,0,10
TSUF17CHIM064,75.02,FR,0,White,b,Y,Y,N,N,0,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,7,0,0,0,1,,,,,0,0,,,1
UNTBF17CHI060,36.1,FR,0,Hispanic,a. Sci,Y,Y,N,N,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
UNTBF17CHI080,69.8,JR,0,Black,a. Sci,Y,Y,N,N,0,87,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,,1,0,1,0,,,1,0,,,3
UNTBF17CHI084,77.3,SR,0,White,c,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9,1,1,0,1,0,1,1,0,1,1,0,1,8
UNTBF17CHI146,89.8,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,10,1,1,0,1,1,1,1,1,0,0,0,1,8
UNTBF17CHI158,97.6,FR,0,Other,d,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,16,1,1,,,1,0,1,0,,,1,1,6
UNTBF17CHI161,92.9,FR,0,White,b,Y,Y,N,N,0,87,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11
UNTBF17CHI165,82.7,SO,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,14,1,1,1,1,0,0,1,0,0,0,1,1,7
UNTBF17CHI173,61.6,SO,0,Mixed,a. Sci,Y,Y,N,N,0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,0,1,1,0,0,7
UNTWF17CHI003,69.19560311,FR,0,Other,a. Sci,Y,Y,N,N,0,78,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,,,,,,,,,,,,,0
UNTWF17CHI036,89.14504279,FR,0,Black,a. Sci,Y,Y,N,N,0,87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,8,1,1,1,0,1,0,1,0,1,1,1,0,8
UNTWF17CHI049,95.59642598,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,1,1,1,1,0,0,0,1,1,9
UNTWF17CHI062,89.14380092,SO,0,Hispanic,a. Sci,Y,Y,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,1,0,1,0,0,1,1,1,7
UNTWF17CHI063,98.01045121,SO,0,Hispanic,a. Sci,Y,Y,N,N,0,87,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10
UNTWF17CHI067,79.75690389,FR,0,Other,a. Sci,Y,Y,N,N,0,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,1,0,1,6
TAMSAF17CHI005,76.7,JR,0,Black,a. Sci,DK,Y,N,N,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,,,,,5
TAMUF17CHI022,87.3,FR,0,White,b,DK,Y,N,N,0,87,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,0,1,1,1,1,1,1,1,1,1,0,10
TAMUF17CHI046,99.2,FR,0,White,b,DK,Y,N,N,0,78,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI049,92.6,FR,0,White,STEM,DK,Y,N,N,0,78,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,15,1,1,0,1,1,1,1,1,1,1,1,0,10
TAMUF17CHI084,92.5,FR,0,Asian,a. Math,DK,Y,N,N,0,78,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI093,68.2,FR,0,White,a. Sci,DK,Y,N,N,0,87,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8,1,1,0,0,1,0,1,1,0,0,1,1,7
TAMUF17CHI130,82.4,FR,0,Mixed,a. Sci,DK,Y,N,N,0,87,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8,1,1,1,1,0,0,1,0,1,0,1,0,7
