school,course,class,gender,ethnic,major,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1C,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
UTXWF17CHI078,95.2,FR,0,Hispanic,b,N,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,0,1,0,1,0,1,0,1,0,0,0,1,5
UTXWF17CHI080,74.5,FR,0,Asian,a. Eng,N,Y,N,N,0,78,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,9,1,1,0,0,0,0,0,0,0,0,1,1,4
UTXWF17CHI083,82.5,FR,0,White,b,N,Y,N,N,0,78,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,1,1,0,0,0,1,1,1,0,0,1,1,7
UTXWF17CHI100,92.1,FR,0,Hispanic,"a. Tech,Math",N,Y,N,N,0,78,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,0,0,1,0,1,1,1,1,1,1,0,8
UTXWF17CHI103,75.2,FR,0,Hispanic,c,N,Y,N,N,0,78,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,11,0,1,0,0,0,0,1,0,0,1,1,1,5
UTXWF17CHI105,92.8,FR,0,Hispanic,b,N,Y,N,N,0,87,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
UTXWF17CHI141,96.8,FR,0,Asian,b,N,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11
UTXWF17CHI173,87.3,FR,0,Other,b,N,Y,N,N,0,87,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,14,1,1,1,0,0,0,1,0,0,0,1,1,6
UTXWF17CHI017,73.8,FR,0,Asian,b,DK,DK,N,N,0,78,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,8,1,1,1,1,1,1,1,1,1,1,1,1,12
UTXWF17CHI087,85.1,FR,0,Black,b,N,DK,N,N,0,78,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,10,1,1,1,1,0,0,1,1,1,1,0,1,9
UTXWF17CHI099,91.4,FR,0,Mixed,b,DK,N,N,N,0,78,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,13,1,1,1,1,1,1,1,1,1,0,0,1,10
ACUPF17CHI091,83.2,SO,0,White,b,Y,Y,Y,N,1-10,78,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,15,1,1,1,1,0,0,1,1,1,1,1,0,9
ACUPF17CHI034,83.2,FR,0,Asian,b,N,N,N,N,11-19,87,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,8,1,0,0,1,1,1,1,0,1,1,1,0,8
ACUPF17CHI001,95.41,FR,0,Hispanic,b,Y,Y,N,N,11-19,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
ACUPF17CHI048,85.6,FR,0,White,b,DK,Y,N,Y,11-19,78,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,8,1,1,1,0,1,0,1,0,1,1,1,0,8
ACUPF17CHI076,80.41,SO,0,Hispanic,c,DK,Y,Y,Y,11-19,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI237,83.9,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,1,0,1,0,1,1,1,0,1,1,1,9
TAMSAF17CHI015,72.3,SO,0,Hispanic,b,N,N,N,N,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,,,,,5
TAMSAF17CHI019,56.4,SO,0,Hispanic,a. Sci,N,N,N,N,0,87,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,7,0,0,1,0,0,0,1,0,,,,,2
TAMSAF17CHI023,38.1,JR,0,Hispanic,a. Sci,N,N,N,N,0,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,,,,,3
TAMSAF17CHI029,66,SO,0,Hispanic,b,N,N,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,3
TAMSAF17CHI038,74,JR,0,Hispanic,b,N,N,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,2
TAMSAF17CHI041,94,FR,0,Mixed,a. Sci,N,N,N,N,0,87,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,8,0,1,1,1,0,0,0,0,0,0,1,1,5
TAMUF17CHI003,46.6,FR,0,Hispanic,a. Sci,N,N,N,N,0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,5
TAMUF17CHI012,66.7,FR,0,Hispanic,STEM & b,N,N,N,N,0,87,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,11,1,1,0,0,1,1,1,0,1,0,1,0,7
TAMUF17CHI041,70.7,FR,0,White,b,N,N,N,N,0,78,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,1,1,0,0,1,1,8
TAMUF17CHI050,84.2,FR,0,White,a. Sci,N,N,N,N,0,78,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,14,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI056,77.1,FR,0,Black,b,N,N,N,N,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI074,65.5,FR,0,Mixed,b,N,N,N,N,0,78,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,1,0,1,1,1,0,1,1,0,0,1,0,7
TAMUF17CHI075,62.4,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,15,0,1,0,1,0,1,1,0,0,1,0,1,6
TAMUF17CHI082,72,JR,0,Asian,a. Sci,N,N,N,N,0,78,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,13,1,1,1,1,1,1,0,0,0,1,1,1,9
TAMUF17CHI103,56.5,SO,0,White,,N,N,N,N,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1,0,1,0,0,0,1,1,6
TAMUF17CHI138,88.6,SO,0,White,b,N,N,N,N,0,78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI151,88.6,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9
TAMUF17CHI158,59.8,FR,0,Hispanic,b,N,N,N,N,0,87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,12,1,1,0,1,1,0,0,1,0,0,1,1,7
TAMUF17CHI167,74.8,SO,0,Hispanic,a. Sci,N,N,N,N,0,78,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,1,1,0,0,1,1,1,8
TAMUF17CHI170,95,JR,0,Mixed,b,N,N,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI183,85.8,FR,0,White,b,N,N,N,N,0,78,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI197,75.7,FR,0,Hispanic,b,N,N,N,N,0,78,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,1,1,1,1,1,1,0,1,1,0,0,9
TAMUF17CHI209,96.4,FR,0,Asian,b,N,N,N,N,0,87,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI225,64.2,FR,0,White,a. Sci,N,N,N,N,0,78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,1,1,0,0,1,0,1,1,0,1,1,1,8
TAMUF17CHI283,66.9,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9,0,1,0,1,1,0,1,0,0,1,1,1,7
TAMUF17CHI286,69.2,SO,0,Hispanic,"SCI: c, b & b",N,N,N,N,0,87,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,0,1,1,0,0,0,1,0,1,1,7
TAMUF17CHI327,74.1,FR,0,White,c,N,N,N,N,0,78,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,1,1,1,1,1,0,0,1,1,9
TAMUF17CHI333,85,FR,0,Asian,b,N,N,N,N,0,87,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI335,68.3,FR,0,Asian,a. Sci,N,N,N,N,0,78,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,13,1,1,1,1,0,1,1,0,0,0,1,1,8
TAMUF17CHI340,87.3,FR,0,White,b,N,N,N,N,0,87,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI342,86,FR,0,Hispanic,b,N,N,N,N,0,87,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI354,69.9,JR,0,Hispanic,a. Sci,N,N,N,N,0,87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10,1,0,1,1,1,1,1,1,0,0,1,1,9
TAMUF17CHI359,80.1,JR,0,Hispanic,b,N,N,N,N,0,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,1,0,0,1,1,0,8
TAMUF17CHI360,81.3,FR,0,White,a. Sci,N,N,N,N,0,87,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI384,77.4,FR,0,Hispanic,b,N,N,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,12,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI393,64.3,SO,0,Hispanic,a. Sci,N,N,N,N,0,78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,0,0,0,0,0,1,0,0,0,1,0,3
TAMUF17CHI415,87,SO,0,Hispanic,b,N,N,N,N,0,78,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI423,60.3,FR,0,Hispanic,b,N,N,N,N,0,78,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9,1,1,0,1,1,1,1,0,0,0,1,1,8
TAMUF17CHI468,83.4,SO,0,White,a. Sci,N,N,N,N,0,87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,1,0,0,1,1,8
TAMUF17CHI469,66.8,FR,0,Mixed,c,N,N,N,N,0,87,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9,1,1,0,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI488,79.1,SO,0,Asian,a. Sci,N,N,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0,1,1,1,1,0,0,1,1,1,9
TAMUF17CHI494,65.2,FR,0,Hispanic,b,N,N,N,N,0,78,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,0,0,0,0,1,1,7
TAMUF17CHI515,88.1,FR,0,White,d,N,N,N,N,0,78,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10
TSUF17CHIM011,74.41,FR,0,Hispanic,b,N,N,N,N,0,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2
TSUF17CHIM025,75.3,FR,0,Hispanic,b,N,N,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2
TSUF17CHIM029,79.13,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,14,0,0,0,1,0,0,0,0,0,0,0,0,1
TSUF17CHIM033,77.58,FR,0,White,a. Eng,N,N,N,N,0,87,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,1,1,1,0,1,0,0,1,1,0,1,8
TSUF17CHIM052,68.58,SO,0,Hispanic,b,N,N,N,N,0,78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,0,0,0,1,1,,,0,0,3
TSUF17CHIM053,72.32,SO,0,Hispanic,b,N,N,N,N,0,78,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,,,1,0,1,0,1,0,,,0,0,3
UNTBF17CHI036,76.4,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,9,1,0,1,0,1,1,1,0,1,0,1,0,7
UNTBF17CHI056,77.3,SO,0,White,a. Sci,N,N,N,N,0,78,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,0,0,1,0,0,0,0,1,3
UNTBF17CHI067,72.2,JR,0,Hispanic,b,N,N,N,N,0,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,3
UNTBF17CHI070,79.9,FR,0,White,a. Sci,N,N,N,N,0,87,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,7,1,1,1,1,0,1,1,0,1,1,1,0,9
UNTBF17CHI073,65.9,FR,0,Hispanic,a. Sci,N,N,N,N,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5,,,1,0,0,0,,,1,1,,,3
UNTBF17CHI077,78,FR,0,Asian,a. Eng,N,N,N,N,0,78,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,14,1,1,0,1,0,0,1,0,0,1,1,0,6
UNTBF17CHI079,81.8,FR,0,Black,b,N,N,N,N,0,78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,1,0,1,0,6
UNTBF17CHI122,57.1,FR,0,Asian,b,N,N,N,N,0,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,1,0,0,1,4
UNTBF17CHI143,67.7,FR,0,Hispanic,b,N,N,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,1,1,5
UNTBF17CHI153,79.2,FR,0,White,a. Eng,N,N,N,N,0,87,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,14,1,0,1,0,1,1,1,0,1,0,1,0,7
UNTWF17CHI012,64.95149087,FR,0,Hispanic,a. Sci,N,N,Y,N,0,87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8,1,1,0,1,0,1,1,0,0,0,1,0,6
UNTWF17CHI060,80.53801183,JR,0,White,a. Sci,N,N,N,N,0,87,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,0,1,0,0,0,1,1,6
UNTWF17CHI061,89.27370765,FR,0,Hispanic,a. Sci,N,N,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17,1,1,1,1,0,1,0,0,0,1,1,1,8
UNTWF17CHI064,47.85592814,FR,0,Hispanic,a. Sci,N,N,N,N,0,78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,1,4
UNTWF17CHI079,95.07599297,FR,0,White,a. Sci,N,N,N,N,0,78,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,0,1,1,1,1,1,0,0,1,1,1,9
UNTWF17CHI085,85.35604618,FR,0,Hispanic,c,N,N,N,N,0,78,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,0,1,1,0,0,0,0,0,1,0,1,0,4
UNTWF17CHI103,91.63516973,FR,0,Asian,a. Sci,N,N,N,N,0,87,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,1,1,1,1,0,1,1,0,0,1,0,1,8
UNTWF17CHI104,73.37450941,FR,0,Mixed,a. Sci,N,N,N,N,0,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,5
TAMUF17CHI001,96.1,SO,0,White,b,Y,Y,N,N,0,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1, , ,1,0,1,1,1,1,1,1,9
TAMUF17CHI006,91,FR,0,White,a. Math,Y,Y,N,N,0,87,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI008,92.6,FR,0,White,c,Y,Y,N,N,0,87,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,16,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI015,91.7,FR,0,Black,b,Y,Y,N,N,0,78,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI019,73.8,FR,0,Hispanic,b,Y,Y,N,N,0,87,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI020,94.5,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI027,89.5,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI028,68.9,FR,0,Black,,Y,Y,N,N,0,87,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,1,1,0,1,0,1,1,7
TAMUF17CHI029,66.6,FR,0,White,b,Y,Y,N,N,0,78,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11,1,0,0,1,0,0,1,0,0,1,1,1,6
TAMUF17CHI030,89.4,SO,0,White,a. Sci & b,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,17,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI031,81.8,FR,0,White,STEM & b,Y,Y,N,N,0,87,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,14,1,0,1,1,1,0,1,0,1,1,1,0,8
TAMUF17CHI034,88,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,15,1,1,0,1,0,1,1,1,1,1,1,1,10
TAMUF17CHI040,96.7,FR,0,White,b,Y,Y,N,N,0,87,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11,1,1,1,0,1,1,1,1,1,1,1,0,10
TAMUF17CHI043,91.5,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI051,92.5,FR,0,White,c,Y,Y,N,N,0,87,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI052,92.5,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI053,72.9,FR,0,Mixed,a. Sci,Y,Y,N,N,0,78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,1,0,1,1,1,0,1,1,9
TAMUF17CHI054,91.7,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI059,71.8,FR,0,White,a. Sci,Y,Y,N,N,0,87,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9,1,1,0,1,0,1,0,1,1,1,1,0,8
TAMUF17CHI062,92.6,FR,0,White,b,Y,Y,N,N,0,78,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI063,89,FR,0,White,b,Y,Y,N,N,0,78,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI064,82.1,FR,0,Mixed,b,Y,Y,N,N,0,78,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,12,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI066,96.3,FR,0,White,b,Y,Y,N,N,0,78,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI072,87.9,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI077,77.1,FR,0,White,b,Y,Y,N,N,0,78,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,13,1,0,0,1,1,1,1,0,1,1,1,1,9
TAMUF17CHI080,76.2,FR,0,Other,b,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,0,1,1,0,1,1,0,0,1,0,7
TAMUF17CHI085,50.4,FR,0,Mixed,c,Y,Y,N,N,0,78,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,12,1,0,1,1,1,0,0,0,0,0,0,0,4
TAMUF17CHI086,81.3,SO,0,Asian,b,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,16,1,1,1,1,0,1,1,0,0,1,1,1,9
TAMUF17CHI087,86.9,FR,0,White,b,Y,Y,N,N,0,87,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI088,83.1,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI089,77.8,FR,0,Mixed,b,Y,Y,N,N,0,87,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,13,1,1,1,1,0,0,1,0,1,0,1,1,8
TAMUF17CHI097,90.8,FR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI098,96.5,FR,0,Other,b,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI100,73.3,FR,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11,1,1,1,1,1,0,1,0,1,1,1,0,9
TAMUF17CHI101,80.1,FR,0,Hispanic,a. Sci,Y,Y,N,N,0,87,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,14,1,1,1,0,0,1,1,0,1,1,1,0,8
TAMUF17CHI108,80.4,FR,0,Hispanic,b,Y,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,17,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI115,97.4,FR,0,Mixed,a. Eng,Y,Y,N,N,0,78,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI116,89.1,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI118,88.1,SO,0,White,a. Sci,Y,Y,N,N,0,78,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI122,93.4,JR,0,White,b,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI124,93.8,FR,0,White,a. Sci,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI125,92.1,FR,0,Hispanic,b,Y,Y,N,N,0,78,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI127,69.9,FR,0,Hispanic,a. Sci,Y,Y,N,N,0,78,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,1,1,1,0,10
