"school","course","class","gender","ethnic","major","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must"
"TAMU",84.4,"FR",0,"White","","Y","Y","N","Y","0",87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6
"TAMU",67.3,"FR",0,"Hispanic","b","Y","Y","N","N","0",87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7
"TAMU",80,"FR",0,"Hispanic","b","Y","Y","N","N","0",78,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8
"TAMU",89,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18
"TAMU",69.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11
"TAMU",79.7,"FR",0,"Mixed","b","Y","Y","N","N","0",87,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14
"TAMU",79.2,"FR",0,"Mixed","a. Sci","Y","Y","N","N","0",78,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9
"TAMU",83.2,"SO",0,"White","b","Y","Y","N","N","0",87,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10
"TAMU",83.8,"FR",0,"White","","Y","Y","N","N","0",78,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,13
"TAMU",81.8,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,12
"TSU",61.74,"JR",0,"Asian","C","Y","Y","N","N","0",87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TSU",68.52,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TSU",83.64,"SO",0,"White","c","Y","Y","N","N","0",87,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,9
"TSU",82.03,"SO",0,"White","a. Sci","Y","Y","N","N","0",78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
"TSU",76.22,"FR",0,"Black","b","Y","Y","N","N","0",78,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
"TSU",90.45,"FR",0,"White","b","Y","Y","N","N","0",87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,5
"TSU",73.63,"FR",0,"White","a. Eng","Y","Y","N","N","0",87,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,12
"TSU",55.61,"FR",0,"Mixed","d","Y","Y","N","N","0",78,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,6
"TSU",89.22,"FR",0,"Mixed","b","Y","Y","N","N","0",87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7
"TSU",72.15,"SO",0,"White","b","Y","Y","N","N","0",78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
"TSU",99.21,"FR",0,"White","a. Eng","Y","Y","N","N","0",87,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17
"TSU",75.02,"FR",0,"White","b","Y","Y","N","N","0",87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,7
"UNT",36.1,"FR",0,"Hispanic","a. Sci","Y","Y","N","N","0",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNT",69.8,"JR",0,"Black","a. Sci","Y","Y","N","N","0",87,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"UNT",77.3,"SR",0,"White","c","Y","Y","N","N","0",78,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9
"UNT",89.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,10
"UNT",97.6,"FR",0,"Other","d","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,16
"UNT",92.9,"FR",0,"White","b","Y","Y","N","N","0",87,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,16
"UNT",82.7,"SO",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,14
"UNT",61.6,"SO",0,"Mixed","a. Sci","Y","Y","N","N","0",87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
"UNT",69.19560311,"FR",0,"Other","a. Sci","Y","Y","N","N","0",78,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5
"UNT",89.14504279,"FR",0,"Black","a. Sci","Y","Y","N","N","0",87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,8
"UNT",95.59642598,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,13
"UNT",89.14380092,"SO",0,"Hispanic","a. Sci","Y","Y","N","N","0",87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
"UNT",98.01045121,"SO",0,"Hispanic","a. Sci","Y","Y","N","N","0",87,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,14
"UNT",79.75690389,"FR",0,"Other","a. Sci","Y","Y","N","N","0",87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
"TAMSA",76.7,"JR",0,"Black","a. Sci","DK","Y","N","N","0",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"TAMU",87.3,"FR",0,"White","b","DK","Y","N","N","0",87,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14
"TAMU",99.2,"FR",0,"White","b","DK","Y","N","N","0",78,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11
"TAMU",92.6,"FR",0,"White","STEM","DK","Y","N","N","0",78,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,15
"TAMU",92.5,"FR",0,"Asian","a. Math","DK","Y","N","N","0",78,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,14
"TAMU",68.2,"FR",0,"White","a. Sci","DK","Y","N","N","0",87,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8
"TAMU",82.4,"FR",0,"Mixed","a. Sci","DK","Y","N","N","0",87,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8
"TAMU",88.8,"SO",0,"Mixed","b","DK","Y","N","N","0",87,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16
"TAMU",95.9,"FR",0,"Hispanic","b","DK","Y","N","N","0",87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15
"TAMU",86.7,"SO",0,"White","b","DK","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14
"TAMU",87.6,"FR",0,"White","a. Sci","DK","Y","N","Y","0",78,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11
"TAMU",90.8,"FR",0,"Mixed","","DK","Y","N","N","0",78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,15
"TAMU",92.3,"FR",0,"White","a. Sci","DK","Y","N","N","0",78,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,15
"TAMU",79.1,"FR",0,"White","b","DK","Y","N","N","0",87,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,12
"TAMU",52.1,"FR",0,"White","a. Sci","DK","Y","N","N","0",87,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11
"TAMU",73.3,"FR",0,"White","a. Sci","Y","N","N","N","0",87,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,12
"TAMU",82.7,"FR",0,"White","STEM","DK","Y","N","N","0",87,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9
"TAMU",88.5,"FR",0,"White","b","DK","Y","N","N","0",78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
"TAMU",85.6,"FR",0,"White","b","DK","Y","N","N","0",78,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,12
"TAMU",71.8,"FR",0,"White","a. Sci","DK","Y","N","Y","0",78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8
"TAMU",58.2,"SO",0,"Hispanic","a. Sci","Y","N","N","N","0",87,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10
"TAMU",67.2,"SO",0,"Hispanic","b","Y","N","N","N","0",78,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8
"TAMU",92.1,"FR",0,"White","b","DK","Y","N","N","0",87,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,13
"TAMU",71.7,"FR",0,"White","b","Y","N","N","N","0",87,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11
"TAMU",88.6,"FR",0,"White","a. Sci","DK","Y","N","N","0",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"TAMU",87.2,"FR",0,"Hispanic","a. Sci","Y","N","N","N","0",87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9
"TAMU",85.9,"SO",0,"White","a. Sci","DK","Y","N","N","0",78,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,16
"TSU",80.09,"FR",0,"Hispanic","a. Eng","DK","Y","N","N","0",78,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9
"TSU",68.4,"FR",0,"Hispanic","a. Eng","DK","Y","N","N","0",87,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
"TSU",65.73,"FR",0,"Hispanic","b","DK","Y","N","N","0",78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,6
"TSU",88.59,"FR",0,"Hispanic","b","DK","Y","N","N","0",87,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7
"TSU",95.17,"FR",0,"Mixed","a. Sci","DK","Y","N","N","0",78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
"UNT",40.5,"FR",0,"Black","b","DK","Y","N","N","0",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UNT",86,"FR",0,"White","a. Eng","DK","Y","N","N","0",87,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,14
"UNT",68.1,"FR",0,"White","a. Sci","DK","Y","N","N","0",87,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"UNT",47.1,"SO",0,"Other","a. Sci","DK","Y","N","N","0",87,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10
"UNT",57.40324426,"FR",0,"White","a. Sci","DK","Y","N","N","0",87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
"UNT",64.41422114,"FR",0,"Asian","a. Sci","DK","Y","N","N","0",78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8
"UNT",81.9308325,"SO",0,"Mixed","c","DK","Y","N","N","0",87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5
"UNT",52.29106147,"SO",0,"Black","a. Sci","DK","Y","N","N","0",78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"UNT",87.55941708,"FR",0,"White","a. Sci","DK","Y","N","N","0",78,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,6
"TAMSA",62.2,"FR",0,"Hispanic","b","N","Y","N","N","0",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAMSA",34,"FR",0,"Hispanic","c","N","Y","N","N","0",87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TAMU",66.3,"FR",0,"Hispanic","b","N","Y","N","N","0",87,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5
"TAMU",63.7,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"TAMU",70.7,"FR",0,"White","a. Sci","N","Y","N","N","0",87,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8
"TAMU",78.9,"FR",0,"White","c","N","Y","N","N","0",87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,14
"TAMU",81,"FR",0,"Asian","b","N","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13
"TAMU",95.4,"FR",0,"White","b","N","Y","N","N","0",87,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16
"TAMU",93,"FR",0,"Mixed","b","N","Y","N","N","0",78,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,13
"TAMU",65,"SO",0,"White","b","N","Y","N","N","0",78,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
"TAMU",94.3,"FR",0,"White","a. Sci","N","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15
"TAMU",88.8,"FR",0,"Other","b","N","Y","N","N","0",87,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,16
"TAMU",95.1,"FR",0,"White","b","N","Y","N","N","0",78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16
"TAMU",91,"SO",0,"White","c","N","Y","N","N","0",87,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,14
"TAMU",90.2,"SO",0,"Mixed","b","N","Y","N","N","0",78,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11
"TAMU",65.7,"FR",0,"Hispanic","b","N","Y","N","N","0",78,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10
"TAMU",78.2,"FR",0,"Hispanic","b","N","Y","N","N","0",87,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11
"TAMU",56.2,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14
"TAMU",91.9,"SO",0,"Mixed","b","N","Y","N","N","0",87,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11
"TAMU",76,"FR",0,"Hispanic","d","N","Y","N","N","0",87,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4
"TAMU",85.5,"FR",0,"White","b","N","Y","N","N","0",78,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9
"TAMU",81.7,"FR",0,"White","b","N","Y","N","Y","0",87,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9
"TAMU",95.7,"FR",0,"Other","b","N","Y","N","N","0",78,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
"TAMU",91.3,"FR",0,"White","b","N","Y","N","N","0",87,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14
"TAMU",86.4,"FR",0,"Asian","b","N","Y","N","N","0",78,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,13
"TAMU",86.4,"FR",0,"White","a. Sci","N","Y","N","N","0",78,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12
"TAMU",77.1,"FR",0,"White","a. Sci","N","Y","N","N","0",78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9
"TAMU",69.4,"FR",0,"White","b","N","Y","N","N","0",87,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11
"TAMU",86.6,"FR",0,"White","a. Sci","N","Y","N","N","0",78,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,15
"TAMU",82.6,"FR",0,"White","b","N","Y","N","N","0",78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
"TAMU",74.2,"SO",0,"White","a. Sci","N","Y","N","N","0",78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10
"TAMU",73.2,"SO",0,"White","a. Sci","N","Y","N","N","0",78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"TAMU",56.5,"SO",0,"Black","b","N","Y","N","N","0",87,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7
"TAMU",86.3,"FR",0,"Mixed","a. Sci","N","Y","N","N","0",78,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,14
"TAMU",77.4,"FR",0,"White","b","N","Y","N","N","0",87,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,15
"TAMU",83.3,"FR",0,"Hispanic","b","N","Y","N","N","0",87,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17
"TAMU",94.6,"FR",0,"Other","b","N","Y","N","N","0",87,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18
"TAMU",89.3,"FR",0,"Other","STEM & b","N","Y","N","N","0",87,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,14
"TAMU",87.1,"FR",0,"White","a. Sci","N","Y","N","N","0",87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4
"TAMU",73.3,"SO",0,"White","b","N","Y","N","N","0",87,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11
"TAMU",64.5,"FR",0,"White","c","N","Y","N","N","0",78,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6
"TAMU",87,"SO",0,"White","a. Sci","N","Y","N","N","0",87,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,14
"TAMU",82.9,"FR",0,"Hispanic","a. Math","N","Y","N","N","0",78,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,13
"TAMU",92.4,"SO",0,"Hispanic","b","N","Y","N","N","0",78,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,13
"TAMU",94.5,"FR",0,"White","b","N","Y","N","N","0",87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17
"TAMU",73.6,"SO",0,"Mixed","b","N","Y","N","N","0",87,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8
"TAMU",86.4,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",87,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17
"TAMU",79.2,"FR",0,"Asian","a. Sci","N","Y","N","N","0",87,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11
"TAMU",86.5,"FR",0,"White","b","N","Y","N","N","0",78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
"TAMU",76,"SO",0,"White","b","N","Y","N","N","0",78,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9
"TAMU",80,"FR",0,"White","b","N","Y","N","N","0",87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9
"TAMU",76.6,"SO",0,"Hispanic","b","N","Y","N","N","0",87,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7
"TAMU",73.6,"FR",0,"White","b","N","Y","N","N","0",78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7
"TSU",80.65,"FR",0,"Black","b","N","Y","N","N","0",87,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
"TSU",65.23,"FR",0,"White","b","N","Y","N","N","0",87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
"TSU",71.74,"FR",0,"Asian","b","N","Y","N","N","0",78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
"UNT",85.7,"JR",0,"Black","b","N","Y","N","N","0",78,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"UNT",68.6,"FR",0,"Hispanic","b","N","Y","N","N","0",87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7
"UNT",67.8,"SO",0,"Asian","b","N","Y","N","N","0",78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4
"UNT",90.1,"FR",0,"Asian","a. Eng","N","Y","N","N","0",78,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,9
"UNT",62.2,"FR",0,"Mixed","a. Sci","N","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9
"UNT",87.3,"FR",0,"White","b","N","Y","N","N","0",78,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"UNT",85.3,"SR",0,"White","b","N","Y","N","N","0",78,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10
"UNT",80.86033626,"FR",0,"Asian","c","N","Y","N","N","0",87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
"UNT",83.75747272,"SO",0,"White","a. Sci","N","Y","N","N","0",78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UNT",75.69764702,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",87,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"UNT",79.72413404,"FR",0,"Asian","a. Eng","N","Y","N","N","0",78,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7
"UNT",61.64580426,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",87,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
"UNT",58.59840038,"FR",0,"Hispanic","a. Sci","N","Y","N","N","0",87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UNT",68.31682748,"FR",0,"Other","a. Sci","N","Y","N","N","0",78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
"TAMSA",68.1,"SO",0,"Hispanic","","N","DK","N","N","0",87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
"TAMU",79.2,"SO",0,"White","a. Sci","DK","N","N","N","0",78,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11
"TAMU",90.7,"FR",0,"White","a. Sci","DK","N","N","N","0",87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16
"TAMU",95.5,"FR",0,"Hispanic","a. Sci","DK","DK","N","N","0",78,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16
"TAMU",64.8,"FR",0,"Hispanic","b","DK","DK","N","N","0",87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7
"TAMU",98.9,"FR",0,"White","a. Sci","Y","DK","N","N","0",87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10
"TAMU",76.7,"FR",0,"Hispanic","a. Sci","DK","N","N","N","0",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"TAMU",92.2,"FR",0,"Mixed","c","DK","N","N","N","0",87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,12
"UNT",75.1,"FR",0,"White","a. Sci","DK","N","N","N","0",78,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6
"UNT",80.8,"SR",0,"White","a. Eng","DK","N","N","N","0",87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
"UNT",68.66223045,"SO",0,"White","d","DK","N","N","N","0",87,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
"UNT",74.92726928,"FR",0,"Mixed","a. Sci","DK","N","N","N","0",87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
"TAMSA",70,"SO",0,"Hispanic","b","DK","N","Y","N","0",78,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,10
"TAMU",72.6,"SO",0,"Hispanic","","N","N","Y","N","1-10",87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5
"TAMU",41.9,"FR",0,"Hispanic","a. Sci","N","N","Y","N","1-10",87,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10
"TAMU",85.6,"FR",0,"Hispanic","b","N","N","N","Y","1-10",87,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10
"TAMU",84.3,"FR",0,"White","a. Sci","N","N","N","Y","1-10",78,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17
"TSU",61.47,"JR",0,"Mixed","d","N","N","N","Y","1-10",87,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5
"UNT",91.7,"FR",0,"Hispanic","b","N","N","N","Y","1-10",78,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5
"UNT",74.3,"JR",0,"Hispanic","a. Sci","N","N","N","Y","1-10",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"UNT",60.65531529,"FR",0,"Hispanic","d","N","N","N","Y","1-10",78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6
"UTXW",98.9,"FR",0,"Hispanic","b","N","N","N","Y","1-10",87,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8
"UTXW",91,"FR",0,"Asian","c","N","N","Y","N","1-10",78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
"TAMSA",55,"SO",0,"Hispanic","b","Y","Y","N","Y","1-10",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"TAMU",84.4,"FR",0,"White","b","Y","Y","Y","N","1-10",87,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,11
"TAMU",79.3,"SO",0,"White","a. Math","Y","Y","N","Y","1-10",78,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,17
