"school","course","class","gender","ethnic","major","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must"
"TAMU",95,"JR",0,"Mixed","b","N","N","N","N","0",87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16
"TAMU",85.8,"FR",0,"White","b","N","N","N","N","0",78,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9
"TAMU",75.7,"FR",0,"Hispanic","b","N","N","N","N","0",78,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6
"TAMU",96.4,"FR",0,"Asian","b","N","N","N","N","0",87,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15
"TAMU",64.2,"FR",0,"White","a. Sci","N","N","N","N","0",78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10
"TAMU",66.9,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",78,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9
"TAMU",69.2,"SO",0,"Hispanic","SCI: c, b & b","N","N","N","N","0",87,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8
"TAMU",74.1,"FR",0,"White","c","N","N","N","N","0",78,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
"TAMU",85,"FR",0,"Asian","b","N","N","N","N","0",87,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17
"TAMU",68.3,"FR",0,"Asian","a. Sci","N","N","N","N","0",78,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,13
"TAMU",87.3,"FR",0,"White","b","N","N","N","N","0",87,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17
"TAMU",86,"FR",0,"Hispanic","b","N","N","N","N","0",87,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,15
"TAMU",69.9,"JR",0,"Hispanic","a. Sci","N","N","N","N","0",87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10
"TAMU",80.1,"JR",0,"Hispanic","b","N","N","N","N","0",78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5
"TAMU",81.3,"FR",0,"White","a. Sci","N","N","N","N","0",87,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8
"TAMU",77.4,"FR",0,"Hispanic","b","N","N","N","N","0",87,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,12
"TAMU",64.3,"SO",0,"Hispanic","a. Sci","N","N","N","N","0",78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11
"TAMU",87,"SO",0,"Hispanic","b","N","N","N","N","0",78,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7
"TAMU",60.3,"FR",0,"Hispanic","b","N","N","N","N","0",78,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9
"TAMU",83.4,"SO",0,"White","a. Sci","N","N","N","N","0",87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
"TAMU",66.8,"FR",0,"Mixed","c","N","N","N","N","0",87,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9
"TAMU",79.1,"SO",0,"Asian","a. Sci","N","N","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"TAMU",65.2,"FR",0,"Hispanic","b","N","N","N","N","0",78,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10
"TAMU",88.1,"FR",0,"White","d","N","N","N","N","0",78,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,12
"TSU",74.41,"FR",0,"Hispanic","b","N","N","N","N","0",78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TSU",75.3,"FR",0,"Hispanic","b","N","N","N","N","0",87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"TSU",79.13,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",78,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,14
"TSU",77.58,"FR",0,"White","a. Eng","N","N","N","N","0",87,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6
"TSU",68.58,"SO",0,"Hispanic","b","N","N","N","N","0",78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"TSU",72.32,"SO",0,"Hispanic","b","N","N","N","N","0",78,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7
"UNT",76.4,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",78,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,9
"UNT",77.3,"SO",0,"White","a. Sci","N","N","N","N","0",78,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,9
"UNT",72.2,"JR",0,"Hispanic","b","N","N","N","N","0",87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4
"UNT",79.9,"FR",0,"White","a. Sci","N","N","N","N","0",87,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,7
"UNT",65.9,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5
"UNT",78,"FR",0,"Asian","a. Eng","N","N","N","N","0",78,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,14
"UNT",81.8,"FR",0,"Black","b","N","N","N","N","0",78,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"UNT",57.1,"FR",0,"Asian","b","N","N","N","N","0",87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
"UNT",67.7,"FR",0,"Hispanic","b","N","N","N","N","0",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"UNT",79.2,"FR",0,"White","a. Eng","N","N","N","N","0",87,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,14
"UNT",64.95149087,"FR",0,"Hispanic","a. Sci","N","N","Y","N","0",87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8
"UNT",80.53801183,"JR",0,"White","a. Sci","N","N","N","N","0",87,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6
"UNT",89.27370765,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17
"UNT",47.85592814,"FR",0,"Hispanic","a. Sci","N","N","N","N","0",78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"UNT",95.07599297,"FR",0,"White","a. Sci","N","N","N","N","0",78,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12
"UNT",85.35604618,"FR",0,"Hispanic","c","N","N","N","N","0",78,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8
"UNT",91.63516973,"FR",0,"Asian","a. Sci","N","N","N","N","0",87,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7
"UNT",73.37450941,"FR",0,"Mixed","a. Sci","N","N","N","N","0",87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"TAMU",96.1,"SO",0,"White","b","Y","Y","N","N","0",78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"TAMU",91,"FR",0,"White","a. Math","Y","Y","N","N","0",87,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15
"TAMU",92.6,"FR",0,"White","c","Y","Y","N","N","0",87,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,16
"TAMU",91.7,"FR",0,"Black","b","Y","Y","N","N","0",78,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,15
"TAMU",73.8,"FR",0,"Hispanic","b","Y","Y","N","N","0",87,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9
"TAMU",94.5,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10
"TAMU",89.5,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10
"TAMU",68.9,"FR",0,"Black","","Y","Y","N","N","0",87,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7
"TAMU",66.6,"FR",0,"White","b","Y","Y","N","N","0",78,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11
"TAMU",89.4,"SO",0,"White","a. Sci & b","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,17
"TAMU",81.8,"FR",0,"White","STEM & b","Y","Y","N","N","0",87,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,14
"TAMU",88,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,15
"TAMU",96.7,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11
"TAMU",91.5,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18
"TAMU",92.5,"FR",0,"White","c","Y","Y","N","N","0",87,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18
"TAMU",92.5,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,17
"TAMU",72.9,"FR",0,"Mixed","a. Sci","Y","Y","N","N","0",78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4
"TAMU",91.7,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,15
"TAMU",71.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9
"TAMU",92.6,"FR",0,"White","b","Y","Y","N","N","0",78,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7
"TAMU",89,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10
"TAMU",82.1,"FR",0,"Mixed","b","Y","Y","N","N","0",78,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,12
"TAMU",96.3,"FR",0,"White","b","Y","Y","N","N","0",78,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15
"TAMU",87.9,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,12
"TAMU",77.1,"FR",0,"White","b","Y","Y","N","N","0",78,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,13
"TAMU",76.2,"FR",0,"Other","b","Y","Y","N","N","0",87,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,18
"TAMU",50.4,"FR",0,"Mixed","c","Y","Y","N","N","0",78,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,12
"TAMU",81.3,"SO",0,"Asian","b","Y","Y","N","N","0",87,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,16
"TAMU",86.9,"FR",0,"White","b","Y","Y","N","N","0",87,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6
"TAMU",83.1,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11
"TAMU",77.8,"FR",0,"Mixed","b","Y","Y","N","N","0",87,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,13
"TAMU",90.8,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,16
"TAMU",96.5,"FR",0,"Other","b","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,17
"TAMU",73.3,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11
"TAMU",80.1,"FR",0,"Hispanic","a. Sci","Y","Y","N","N","0",87,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,14
"TAMU",80.4,"FR",0,"Hispanic","b","Y","Y","N","N","0",78,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,17
"TAMU",97.4,"FR",0,"Mixed","a. Eng","Y","Y","N","N","0",78,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,15
"TAMU",89.1,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,16
"TAMU",88.1,"SO",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,13
"TAMU",93.4,"JR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17
"TAMU",93.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17
"TAMU",92.1,"FR",0,"Hispanic","b","Y","Y","N","N","0",78,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,17
"TAMU",69.9,"FR",0,"Hispanic","a. Sci","Y","Y","N","N","0",78,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9
"TAMU",96.3,"JR",0,"White","b","Y","Y","N","N","0",78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"TAMU",88.5,"FR",0,"White","b","Y","Y","N","N","0",87,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9
"TAMU",60.6,"FR",0,"White","a. Eng","Y","Y","N","N","0",87,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7
"TAMU",96.3,"FR",0,"Other","STEM","Y","Y","N","N","0",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"TAMU",82.6,"FR",0,"Asian","b","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17
"TAMU",95,"FR",0,"Asian","a. Eng","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"TAMU",75.3,"SO",0,"White","b","Y","Y","N","N","0",78,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12
"TAMU",92.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14
"TAMU",87.9,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14
"TAMU",79.2,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15
"TAMU",87.9,"FR",0,"White","b","Y","Y","N","N","0",87,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"TAMU",78.5,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12
"TAMU",93.8,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15
"TAMU",89.3,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8
"TAMU",90.6,"JR",0,"White","c","Y","Y","N","N","0",78,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7
"TAMU",80.7,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7
"TAMU",78.5,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17
"TAMU",95.1,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12
"TAMU",70.8,"FR",0,"White","c","Y","Y","N","N","0",87,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11
"TAMU",90,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14
"TAMU",73.4,"FR",0,"White","b","Y","Y","N","N","0",78,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10
"TAMU",85.7,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16
"TAMU",84.7,"SO",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10
"TAMU",90.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15
"TAMU",73.9,"FR",0,"White","","Y","Y","N","N","0",78,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11
"TAMU",91.4,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16
"TAMU",88.7,"FR",0,"White","b","Y","Y","N","N","0",78,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8
"TAMU",76.4,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
"TAMU",79.2,"FR",0,"White","b","Y","Y","N","N","0",87,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11
"TAMU",93.8,"FR",0,"Other","b","Y","Y","N","N","0",78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,16
"TAMU",66.4,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6
"TAMU",95.4,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,14
"TAMU",81.8,"FR",0,"Asian","c","Y","Y","N","N","0",87,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,15
"TAMU",79.5,"FR",0,"White","SCI: T&E; b","Y","Y","N","N","0",78,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6
"TAMU",88.8,"SO",0,"White","b","Y","Y","N","N","0",87,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9
"TAMU",81.7,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9
"TAMU",90.7,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6
"TAMU",71.3,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
"TAMU",95.1,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"TAMU",84.7,"FR",0,"White","b","Y","Y","N","N","0",87,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12
"TAMU",89.7,"FR",0,"White","a. Math","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19
"TAMU",83.9,"JR",0,"Asian","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16
"TAMU",91.6,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17
"TAMU",86.1,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,12
"TAMU",93.1,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,13
"TAMU",87.3,"FR",0,"Asian","b","Y","Y","N","N","0",78,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,17
"TAMU",84.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,15
"TAMU",82.7,"FR",0,"Black","b","Y","Y","N","N","0",87,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11
"TAMU",86.2,"FR",0,"Asian","a. Eng","Y","Y","N","N","0",78,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9
"TAMU",91,"SO",0,"White","b","Y","Y","N","N","0",78,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9
"TAMU",92,"FR",0,"White","b","Y","Y","N","N","0",78,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10
"TAMU",85,"FR",0,"White","b","Y","Y","N","N","0",87,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,14
"TAMU",91.6,"SO",0,"White","a. Eng","Y","Y","N","N","0",78,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,12
"TAMU",87.3,"FR",0,"White","b","Y","Y","N","N","0",87,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10
"TAMU",68.6,"FR",0,"White","b","Y","Y","N","N","0",87,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7
"TAMU",93.3,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,13
"TAMU",101.1,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,14
"TAMU",84.8,"FR",0,"White","b","Y","Y","N","N","0",87,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,14
"TAMU",81.4,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8
"TAMU",95.8,"FR",0,"White","a. Eng","Y","Y","N","N","0",87,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18
"TAMU",89.8,"JR",0,"White","b","Y","Y","N","N","0",87,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17
"TAMU",71,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
"TAMU",69.2,"FR",0,"White","b","Y","Y","N","N","0",87,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,12
"TAMU",89.6,"FR",0,"Hispanic","","Y","Y","N","N","0",87,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8
"TAMU",82.4,"FR",0,"Mixed","a. Sci","Y","Y","N","N","0",87,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,16
"TAMU",84.8,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11
"TAMU",91.9,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19
"TAMU",67.4,"SO",0,"White","b","Y","Y","N","N","0",78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6
"TAMU",67.1,"FR",0,"White","c","Y","Y","N","N","0",87,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10
"TAMU",91.5,"FR",0,"Asian","b","Y","Y","N","N","0",87,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,15
"TAMU",83.6,"FR",0,"Mixed","a. Sci","Y","Y","N","N","0",78,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10
"TAMU",91.2,"FR",0,"White","a. Eng","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17
"TAMU",77.7,"JR",0,"White","a. Sci","Y","Y","Y","N","0",87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7
"TAMU",83.6,"FR",0,"White","a. Sci","Y","Y","N","N","0",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"TAMU",89.5,"FR",0,"White","a. Tech","Y","Y","N","N","0",87,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13
"TAMU",77.2,"SO",0,"White","STEM","Y","Y","N","N","0",78,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10
"TAMU",71.7,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7
"TAMU",86.5,"JR",0,"White","c","Y","Y","N","N","0",87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6
"TAMU",76.6,"FR",0,"White","a. Sci, Tech","Y","Y","N","N","0",87,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11
"TAMU",84.6,"FR",0,"White","a. Sci","Y","Y","N","N","0",87,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13
"TAMU",87.5,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,14
"TAMU",84.1,"FR",0,"White","b","Y","Y","N","N","0",78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18
"TAMU",70.8,"FR",0,"White","b","Y","Y","N","N","0",87,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6
"TAMU",77.9,"FR",0,"Hispanic","c","Y","Y","N","N","0",78,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8
