"school","course","class","gender","ethnic","major","tx_birth","tx_hs","emp_on","emp_off","hrs","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","pass","gp_edu","old_must","mult","div","frac","log_exp","chem"
"TAMU",75.1,"FR","1","Hisp","stem","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,1,"NY",12,3,0,4,4,3
"TAMU",95,"JR","0","Mixed","med","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16,1,"NN",12,3,4,4,2,3
"TAMU",89.9,"JR","0","White","other","Y","Y","N","Y","1-10","78",0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12,1,"YY",10,2,2,2,3,3
"TAMU",92.8,"FR","0","White","stem","Y","N","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14,1,"YY",12,2,3,3,3,3
"TAMU",64.8,"FR","0","Hisp","med","Y","Y","N","N","0","87",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,0,"N/A",5,1,1,2,1,2
"TAMU",75,"FR","0","Black","med","Y","Y","N","Y","11-19","87",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,"NN",6,2,1,2,2,0
"TAMU",41.9,"FR","0","Hisp","stem","Y","Y","Y","N","1-10","87",0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,"NN",8,2,3,1,3,1
"TAMU",87.9,"FR","0","White","med","Y","Y","N","N","0","78",1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14,1,"YY",11,2,2,4,3,3
"TAMU",79.2,"FR","0","White","med","Y","N","N","N","0","78",1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15,1,"YY",11,3,5,2,2,3
"TAMU",87.9,"FR","0","White","med","Y","Y","N","N","0","87",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",15,2,5,4,5,3
"TAMU",87.4,"FR","1","Asian","med","Y","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,"NN",14,2,5,4,5,2
"TAMU",78.5,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12,1,"YY",11,2,1,3,4,2
"TAMU",93.8,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15,1,"YY",14,3,4,0,5,3
"TAMU",86.7,"SO","0","White","med","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14,1,"N/A",11,3,2,3,5,1
"TAMU",85.8,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,"NN",7,1,2,2,1,3
"TAMU",89.3,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,"YY",6,3,2,1,1,1
"TAMU",90.6,"JR","0","White","other","Y","Y","N","N","0","78",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,"YY",6,1,1,2,0,3
"TAMU",99.7,"FR","1","Other","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,"YY",16,3,5,4,5,3
"TAMU",89.3,"FR","-1","Black","other","N","N","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"N/A",15,3,4,4,5,3
"TAMU",77.7,"SO","-1","White","med","Y","Y","N","N","0","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,"NN",3,3,1,1,0,0
"TAMU",80.7,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,"YY",4,1,1,3,2,0
"TAMU",75.4,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,"YY",14,3,2,4,5,3
"TAMU",95.7,"FR","-1","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,13,1,"NN",10,3,3,2,3,2
"TAMU",69.9,"SO","1","Hisp","med","Y","Y","N","N","0","78",1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,12,0,"NN",11,2,3,2,3,2
"TAMU",85,"FR","0","Hisp","med","Y","Y","Y","N","20-29","87",1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10,1,"NN",7,2,1,3,2,2
"TAMU",78.6,"FR","0","White","med","Y","Y","N","Y","20-29","87",1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,13,1,"NY",10,3,3,3,3,1
"TAMU",78.5,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,"YY",13,3,3,4,4,3
"TAMU",75.7,"FR","0","Hisp","med","Y","Y","N","N","0","78",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,"NN",5,2,0,1,0,3
"TAMU",93.4,"SO","1","White","med","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,"YY",13,3,1,4,4,3
"TAMU",95.1,"FR","0","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12,1,"YY",12,2,2,2,4,2
"TAMU",70.8,"FR","0","White","other","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,"YY",10,3,2,2,1,3
"TAMU",82.2,"SO","0","White","med","Y","Y","Y","N","20-29","78",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,"N/A",6,1,1,4,1,2
"TAMU",76,"FR","0","Hisp","dual","Y","Y","N","N","0","87",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,"NY",4,1,0,1,0,2
"TAMU",90,"FR","0","White","med","Y","N","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,"YY",12,3,4,3,2,2
"TAMU",87.6,"FR","0","White","stem","Y","Y","N","Y","0","78",1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,"N/A",8,2,4,1,1,3
"TAMU",88,"SO","1","Mixed","med","Y","Y","N","N","0","78",1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,14,1,"N/A",11,1,4,4,2,3
"TAMU",85.5,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,"NY",7,1,3,2,2,1
"TAMU",96.4,"FR","0","Asian","med","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15,1,"NN",13,3,2,4,3,3
"TAMU",90.5,"FR","1","White","med","Y","Y","N","N","0","78",1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,14,1,"YY",12,3,3,4,2,2
"TAMU",96.2,"FR","1","Asian","stem","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,17,1,"NY",14,3,4,3,5,2
"TAMU",62.1,"FR","1","White","stem","Y","Y","N","N","0","78",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,"NN",3,1,1,2,0,0
"TAMU",73.4,"FR","0","White","med","Y","Y","N","N","0","78",0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,"YY",7,0,1,2,5,2
"TAMU",91.7,"FR","1","Black","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,14,1,"N/A",12,2,2,3,5,2
"TAMU",94.7,"FR","1","White","med","Y","Y","N","N","0","78",1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,17,1,"YY",13,2,4,4,4,3
"TAMU",94.8,"FR","0","White","stem","Y","Y","N","Y","1-10","87",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,12,1,"N/A",9,3,2,4,1,2
"TAMU",75.3,"FR","1","White","stem","Y","Y","N","Y","1-10","78",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7,1,"NY",5,1,1,2,0,3
"TAMU",71.8,"FR","-1","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,"YN",13,3,2,4,3,3
"TAMU",64,"FR","1","Mixed","stem","Y","Y","N","N","0","87",1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,12,0,"YY",10,3,1,4,3,1
"TAMU",80.9,"FR","1","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,15,1,"NY",11,2,4,4,3,2
"TAMU",81.7,"FR","0","White","med","Y","Y","N","Y","0","87",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,"NY",6,3,4,2,0,0
"TAMU",95.7,"FR","0","Other","med","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,"NY",15,3,3,4,5,3
"TAMU",77.5,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10,1,"YY",8,2,2,2,2,2
"TAMU",64.2,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,0,"NN",8,3,3,2,1,1
"TAMU",82.7,"FR","1","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,16,1,"YY",13,3,2,3,5,3
"TAMU",85.7,"FR","0","White","stem","Y","N","N","N","0","78",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,"YY",13,2,4,3,4,3
"TAMU",84.7,"SO","0","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,"YY",10,3,1,1,3,2
"TAMU",86,"FR","1","White","stem","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,14,1,"YY",13,3,2,3,4,2
"TAMU",90.8,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15,1,"YY",11,3,5,2,3,2
"TAMU",93.3,"SO","1","White","med","Y","Y","N","N","0","87",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,1,"YY",7,3,1,3,1,2
"TAMU",91.3,"FR","0","White","med","Y","Y","N","N","0","87",1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14,1,"NY",11,2,3,3,3,3
"TAMU",73.9,"FR","0","White","other","Y","Y","N","N","0","78",1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,"YY",8,3,2,2,3,1
"TAMU",88.6,"FR","1","Other","med","Y","Y","N","N","0","78",0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,"NY",13,2,4,4,4,3
"TAMU",64.7,"FR","1","Asian","stem","Y","Y","N","N","0","78",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,16,0,"N/A",12,3,2,4,5,2
"TAMU",83.9,"FR","0","White","stem","Y","Y","N","N","0","87",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,"YY",3,0,1,1,0,3
"TAMU",91.4,"FR","0","White","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16,1,"YY",13,3,5,3,2,3
"TAMU",88.7,"FR","0","White","med","N","N","N","N","0","78",0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8,1,"YY",5,1,2,2,3,0
"TAMU",94.1,"FR","0","White","stem","Y","Y","N","Y","11-19","78",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,"NY",13,2,3,4,4,3
"TAMU",92.6,"FR","1","White","stem","Y","Y","N","N","0","78",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,"YY",14,2,4,4,5,3
"TAMU",76.4,"FR","0","White","stem","Y","Y","N","N","0","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,"YY",3,1,1,1,1,1
"TAMU",86.4,"FR","0","Asian","med","Y","Y","N","N","0","78",1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,13,1,"NY",9,3,3,4,1,2
"TAMU",96.3,"FR","1","Hisp","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,17,1,"NY",14,3,5,3,5,1
"TAMU",86.5,"FR","1","Hisp","stem","Y","Y","N","N","0","87",1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,17,1,"YY",13,2,5,4,3,3
"TAMU",79.2,"FR","0","White","med","Y","Y","N","N","0","87",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11,1,"YY",9,2,2,2,3,2
"TAMU",93.8,"FR","0","Other","med","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,16,1,"YY",13,3,2,4,5,2
"TAMU",66.4,"FR","0","White","med","Y","Y","N","N","0","78",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,"YY",4,2,0,2,2,0
"TAMU",95.4,"FR","0","White","med","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,"YY",11,3,4,2,2,3
"TAMU",84.4,"FR","1","White","med","Y","Y","N","N","0","78",1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,12,1,"YY",10,3,2,2,3,2
"TAMU",95.2,"SR","0","Asian","other","Y","Y","Y","N","11-19","78",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,14,1,"NN",13,3,3,2,3,3
"TAMU",81.8,"FR","0","Asian","other","Y","N","N","N","0","87",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,15,1,"YY",12,2,5,3,4,1
"TAMU",86.8,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,11,1,"YY",7,2,3,4,0,2
"TAMU",90.8,"FR","0","Mixed","other","Y","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,15,1,"N/A",13,3,3,3,3,3
"TAMU",98.9,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10,1,"N/A",9,3,2,2,1,2
"TAMU",79.5,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,1,"YY",5,1,0,1,1,3
"TAMU",85.6,"FR","0","Hisp","med","Y","Y","N","Y","1-10","87",1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10,1,"NN",7,3,1,3,2,1
"TAMU",92.2,"FR","1","White","med","Y","Y","N","N","0","87",0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,11,1,"N/A",8,1,4,1,2,3
"TAMU",84.8,"SO","1","Hisp","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,16,1,"NN",13,3,3,3,4,3
"TAMU",88.8,"SO","0","White","med","Y","Y","N","N","0","87",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9,1,"YY",6,2,1,3,2,1
"TAMU",61.5,"FR","0","White","med","Y","Y","N","Y","20-29","78",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6,0,"NY",5,0,1,3,1,1
"TAMU",92.8,"FR","1","Asian","med","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,17,1,"YY",15,3,4,3,5,2
"TAMU",86.4,"FR","0","White","stem","Y","Y","N","N","0","78",0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12,1,"NY",10,2,2,3,3,2
"TAMU",90.2,"FR","1","Asian","stem","Y","Y","N","N","11-19","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,"YY",14,3,5,3,3,3
"TAMU",71.7,"FR","0","White","dual","Y","Y","N","Y","1-10","78",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,16,1,"NY",14,3,2,3,5,3
"TAMU",72.9,"FR","1","Hisp","med","Y","Y","N","N","0","87",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,7,1,"NN",6,0,0,2,4,1
"TAMU",81.7,"FR","0","White","stem","Y","Y","N","N","0","78",0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,1,"YY",7,2,1,2,2,2
"TAMU",77.6,"FR","1","White","med","Y","Y","N","Y","11-19","78",1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,"YY",5,1,2,2,1,0
"TAMU",79.2,"JR","1","White","med","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,14,1,"YY",12,3,1,4,5,1
"TAMU",87.5,"FR","1","Hisp","stem","Y","Y","N","N","0","78",1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,"N/A",9,3,2,4,1,3
"TAMU",77.1,"FR","0","White","stem","Y","Y","N","N","0","78",1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,"NY",8,1,1,3,1,3
"TAMU",92.3,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,15,1,"N/A",11,3,4,3,2,3
"TAMU",85.2,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,12,1,"YY",10,3,2,3,2,2
"TAMU",69.4,"FR","0","White","med","Y","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,0,"NY",10,2,4,2,1,2
"TAMU",53.8,"FR","1","Black","med","Y","Y","N","N","0","78",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,"YN",4,0,1,0,1,2
"TAMU",66.9,"FR","0","Hisp","stem","Y","Y","N","N","0","78",1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9,0,"NN",8,2,0,3,2,2
"TAMU",82.3,"FR","1","Hisp","med","Y","Y","N","N","0","87",0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,12,1,"NN",9,1,2,4,3,2
"TAMU",69.2,"SO","0","Hisp","med","Y","Y","N","N","0","87",1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,0,"NN",7,3,1,2,2,0
"TAMU",84.9,"SO","0","White","med","Y","Y","Y","N","1-10","87",0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,"YY",9,1,2,3,2,3
"TAMU",94.8,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,"YY",16,3,5,4,5,3
"TAMU",98.5,"FR","1","White","stem","Y","Y","N","N","0","87",1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,14,1,"NY",11,2,2,4,4,2
"TAMU",90.7,"FR","0","White","stem","Y","Y","N","N","0","78",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6,1,"YY",4,0,1,1,2,2
"TAMU",86.6,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,15,1,"NY",12,2,5,1,4,3
"TAMU",82.6,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,"NY",6,1,0,3,1,2
"TAMU",87.1,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,"NY",10,3,3,3,1,3
"TAMU",70.6,"FR","0","White","stem","Y","Y","Y","Y","11-19","87",0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10,1,"NY",8,1,2,3,3,1
"TAMU",84.5,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,12,1,"NY",9,2,2,4,1,3
"TAMU",74.2,"SO","0","White","stem","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,1,"NY",8,3,0,4,1,2
"TAMU",50.8,"FR","1","Mixed","med","Y","Y","N","N","11-19","87",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0,"YY",6,2,1,1,2,1
"TAMU",95.1,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,"YY",16,3,5,4,5,3
"TAMU",84.7,"FR","0","White","med","Y","Y","N","N","0","87",0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,"YY",8,1,3,4,1,3
"TAMU",79.5,"FR","0","Hisp","stem","Y","Y","N","Y","11-19","87",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,"NN",9,3,1,2,2,2
"TAMU",89.7,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,1,"YY",15,3,5,4,4,3
"TAMU",91.9,"JR","1","Asian","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,17,1,"YY",13,3,4,4,3,3
"TAMU",78.5,"SO","1","Hisp","stem","Y","Y","Y","N","11-19","78",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,"NN",10,2,3,4,1,3
"TAMU",83.9,"JR","0","Asian","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16,1,"YY",12,3,4,4,4,1
"TAMU",91.6,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,"YY",14,3,3,3,5,3
"TAMU",79.9,"FR","1","White","med","Y","Y","N","N","0","78",1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,"YY",11,3,4,4,1,2
"TAMU",86.1,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,12,1,"YY",11,3,0,3,3,3
"TAMU",84.1,"SR","1","White","stem","Y","Y","Y","N","1-10","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",16,3,4,4,5,3
"TAMU",74.9,"SO","0","Hisp","med","Y","Y","N","Y","1-10","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,"NY",3,3,0,1,0,0
"TAMU",73.2,"SO","0","White","stem","Y","Y","N","N","0","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,"NY",4,3,0,0,0,1
"TAMU",79.1,"FR","0","White","med","Y","Y","N","N","0","87",0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,"N/A",11,1,3,2,3,3
"TAMU",89.2,"FR","1","Other","med","Y","N","N","N","0","78",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,15,1,"NY",15,3,3,1,5,3
"TAMU",52.1,"FR","0","White","stem","Y","Y","N","N","0","87",1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11,0,"N/A",9,1,2,3,2,3
"TAMU",86.7,"FR","1","White","med","Y","Y","N","N","0","78",0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,12,1,"NY",11,2,2,1,4,3
"TAMU",60.8,"FR","1","White","stem","Y","Y","N","Y","0","87",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,15,0,"N/A",13,3,4,3,3,2
"TAMU",66.6,"FR","-1","Mixed","stem","Y","Y","N","N","0","87",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,10,0,"NY",9,2,2,1,2,3
"TAMU",56.5,"SO","0","Black","med","Y","Y","N","N","0","87",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,0,"NY",6,3,0,3,0,1
"TAMU",89.5,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,13,1,"YY",10,2,3,4,2,2
"TAMU",80.5,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",16,3,4,4,5,3
"TAMU",93.1,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,13,1,"YY",11,3,2,2,3,3
"TAMU",91.3,"FR","1","Other","stem","Y","Y","N","N","11-19","78",1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,15,1,"NY",11,2,4,3,3,3
"TAMU",85.2,"FR","1","White","med","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,"YY",14,3,2,4,4,3
"TAMU",74.1,"FR","0","White","other","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,"NN",6,3,0,1,1,1
"TAMU",73.3,"FR","0","White","stem","Y","Y","N","N","0","87",1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,"YN",11,2,2,2,3,3
"TAMU",86.3,"FR","0","Mixed","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,14,1,"NY",11,2,3,4,2,3
