"school","course","class","gender","ethnic","major","tx_birth","tx_hs","emp_on","emp_off","hrs","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","pass","gp_edu","old_must","mult","div","frac","log_exp","chem"
"TAMU",86.7,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,12,1,"NY",10,3,1,3,3,2
"TAMU",51.2,"SO","1","Black","stem","Y","N","Y","N","11-19","78",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"YY",1,0,1,0,1,0
"TAMU",91.7,"FR","0","Black","med","Y","Y","N","N","0","78",1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,15,1,"YY",13,3,2,4,3,3
"TAMU",63.7,"FR","0","Hisp","stem","Y","Y","N","N","0","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,"NY",3,3,0,1,0,0
"TAMU",82.4,"FR","1","Hisp","stem","Y","Y","Y","N","1-10","78",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,16,1,"YN",15,3,3,2,5,3
"TAMU",70.7,"FR","0","White","stem","Y","Y","N","N","0","87",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8,1,"NY",4,1,2,2,0,3
"TAMU",73.8,"FR","0","Hisp","med","Y","N","N","N","0","87",0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9,1,"YY",6,1,3,2,2,1
"TAMU",94.5,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10,1,"YY",8,3,1,2,1,3
"TAMU",87.3,"FR","0","White","med","Y","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,"N/A",11,2,4,4,2,2
"TAMU",89.4,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",15,3,4,4,5,3
"TAMU",87.8,"FR","0","White","stem","Y","Y","N","Y","20-29","78",1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,17,1,"N/A",13,2,4,4,4,3
"TAMU",79.1,"FR","1","White","stem","Y","Y","N","N","0","87",1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,13,1,"NN",10,2,2,4,3,2
"TAMU",79.2,"SO","0","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11,1,"N/A",8,2,4,2,3,0
"TAMU",89.5,"FR","0","White","stem","Y","Y","N","N","0","87",0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10,1,"YY",8,2,0,3,3,2
"TAMU",68.9,"FR","0","Black","other","N","Y","N","N","0","87",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,"YY",6,1,3,2,1,0
"TAMU",66.6,"FR","0","White","med","Y","Y","N","N","0","78",0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11,0,"YY",8,2,3,2,2,2
"TAMU",89.4,"SO","0","White","dual","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,17,1,"YY",13,3,5,4,2,3
"TAMU",81.8,"FR","0","White","dual","Y","Y","N","N","0","87",1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,14,1,"YY",11,3,4,2,3,2
"TAMU",67.7,"FR","0","Mixed","stem","Y","N","Y","N","20-29","78",0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,14,0,"NY",11,2,3,3,3,3
"TAMU",88,"FR","0","White","stem","Y","Y","N","N","0","78",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,15,1,"YY",13,2,4,3,3,3
"TAMU",79.3,"FR","1","White","other","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,11,1,"YY",11,3,2,2,2,2
"TAMU",78.9,"FR","0","White","other","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,14,1,"NY",12,3,3,3,3,2
"TAMU",88.3,"FR","1","White","med","Y","Y","N","N","0","78",1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,10,1,"YY",7,1,4,1,2,2
"TAMU",97.3,"SO","1","White","other","Y","Y","N","Y","1-10","78",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,17,1,"YY",14,3,3,4,5,2
"TAMU",74.7,"SO","1","White","stem","Y","Y","N","N","0","87",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,"YY",1,1,2,0,0,0
"TAMU",96.7,"FR","0","White","med","Y","Y","N","N","0","87",1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11,1,"YY",8,3,1,3,2,2
"TAMU",70.7,"FR","0","White","med","Y","Y","N","N","0","78",0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,"NN",4,0,1,2,1,1
"TAMU",63.2,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,"NY",4,2,2,1,1,0
"TAMU",91.5,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,"YY",15,3,4,4,5,2
"TAMU",94.3,"FR","1","Mixed","med","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,17,1,"YY",13,3,3,4,5,2
"TAMU",75.6,"SO","1","White","stem","Y","Y","N","N","0","78",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,"YY",4,0,1,3,1,0
"TAMU",99.2,"FR","0","White","med","Y","Y","N","N","0","78",0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11,1,"N/A",9,2,2,2,3,2
"TAMU",81.3,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,15,1,"N/A",12,3,3,4,2,3
"TAMU",58.9,"FR","1","White","stem","Y","Y","N","N","0","78",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"YY",1,0,0,0,1,0
"TAMU",92.6,"FR","0","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,15,1,"N/A",14,2,3,3,5,2
"TAMU",84.2,"FR","0","White","stem","Y","Y","N","N","0","78",1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,14,1,"NN",10,2,5,2,5,0
"TAMU",92.5,"FR","0","White","other","Y","Y","N","N","0","87",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,"YY",14,2,4,4,5,3
"TAMU",92.5,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,17,1,"YY",14,3,3,4,4,3
"TAMU",72.9,"FR","0","Mixed","stem","Y","Y","N","N","0","78",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,1,"YY",4,0,0,2,1,1
"TAMU",91.7,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,15,1,"YY",12,3,4,3,3,2
"TAMU",78.9,"FR","1","White","med","Y","Y","N","N","0","87",0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,14,1,"NY",10,2,3,3,3,3
"TAMU",77.1,"FR","0","Black","med","Y","N","N","N","0","87",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,"NN",1,0,0,1,1,0
"TAMU",83.1,"SO","1","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,15,1,"YY",12,2,3,4,3,3
"TAMU",81,"FR","0","Asian","med","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,"NY",10,3,2,3,2,3
"TAMU",71.8,"FR","0","White","stem","Y","Y","N","N","0","87",0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9,1,"YY",8,2,2,3,1,1
"TAMU",84.4,"FR","0","White","med","Y","Y","Y","N","1-10","87",1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,11,1,"YY",7,1,3,4,1,2
"TAMU",95.4,"FR","0","White","med","Y","Y","N","N","0","87",0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16,1,"NY",12,1,3,4,5,3
"TAMU",92.6,"FR","0","White","med","Y","Y","N","N","0","78",0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,"YY",5,2,2,1,1,1
"TAMU",89,"FR","0","White","med","Y","Y","N","N","0","78",1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10,1,"YY",7,1,2,3,3,1
"TAMU",82.1,"FR","0","Mixed","med","Y","Y","N","N","0","78",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,12,1,"YY",10,1,1,3,5,2
"TAMU",85.5,"SO","0","White","other","Y","Y","Y","N","11-19","78",1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,14,1,"NY",11,3,1,4,3,3
"TAMU",96.3,"FR","0","White","med","Y","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,"YY",13,2,3,4,3,3
"TAMU",75.6,"FR","1","White","med","Y","Y","N","N","0","87",1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,14,1,"YY",12,2,2,2,5,3
"TAMU",83.1,"FR","1","Hisp","med","Y","Y","N","N","0","78",0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,13,1,"YY",11,2,2,3,3,3
"TAMU",85.2,"FR","1","White","stem","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,"YY",13,2,3,4,5,3
"TAMU",87.9,"FR","0","White","stem","Y","Y","N","N","0","87",1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,12,1,"YY",10,2,3,1,3,3
"TAMU",85.7,"FR","1","Hisp","stem","Y","Y","N","N","0","87",1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,8,1,"N/A",6,2,2,2,1,1
"TAMU",65.5,"FR","0","Mixed","med","Y","Y","N","N","0","78",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,"NN",6,2,1,0,2,2
"TAMU",62.4,"FR","0","Hisp","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,15,0,"NN",11,3,4,4,1,3
"TAMU",87.2,"FR","1","White","stem","Y","Y","N","N","0","78",1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,15,1,"YY",12,2,2,4,4,3
"TAMU",77.1,"FR","0","White","med","Y","Y","N","N","0","78",0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,13,1,"YY",9,1,4,3,2,3
"TAMU",93,"FR","0","Mixed","med","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,13,1,"NY",12,3,2,3,2,3
"TAMU",80.3,"FR","1","White","stem","Y","Y","N","N","0","87",0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,9,1,"YY",8,1,1,2,3,2
"TAMU",76.2,"FR","0","Other","med","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,"YY",15,3,3,4,5,3
"TAMU",72,"JR","0","Asian","stem","Y","Y","N","N","0","78",1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,13,1,"NN",10,1,2,4,3,3
"TAMU",90.7,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",15,3,4,4,5,3
"TAMU",92.5,"FR","0","Asian","stem","Y","Y","N","N","0","78",0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,14,1,"N/A",11,1,4,3,3,3
"TAMU",50.4,"FR","0","Mixed","other","Y","Y","N","N","0","78",1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,12,0,"YY",9,2,3,4,1,2
"TAMU",81.3,"SO","0","Asian","med","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,16,1,"YY",13,3,3,4,4,2
"TAMU",86.9,"FR","0","White","med","Y","Y","N","N","0","87",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,1,"YY",3,1,2,2,0,1
"TAMU",83.1,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,"YY",9,2,1,3,2,3
"TAMU",77.8,"FR","0","Mixed","med","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,13,1,"YY",11,3,3,3,2,2
"TAMU",86.6,"FR","1","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,15,1,"YY",13,3,1,3,5,3
"TAMU",68.2,"FR","0","White","stem","Y","Y","N","N","0","87",1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8,0,"N/A",8,1,1,1,3,2
"TAMU",67.6,"FR","1","White","stem","Y","Y","N","N","0","78",1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,12,0,"N/A",10,3,3,2,1,3
"TAMU",90.7,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,"N/A",12,3,4,4,3,2
"TAMU",94.2,"SO","1","White","med","Y","Y","N","N","0","78",1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,13,1,"NY",11,2,2,3,3,3
"TAMU",90.8,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,16,1,"YY",13,3,4,4,3,2
"TAMU",96.5,"FR","0","Other","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,17,1,"YY",13,3,5,3,3,3
"TAMU",81.5,"SO","1","Black","stem","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,16,1,"YY",14,3,4,3,4,2
"TAMU",73.3,"FR","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11,1,"YY",8,3,2,4,1,1
"TAMU",80.1,"FR","0","Hisp","stem","Y","Y","N","N","0","87",0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,14,1,"YY",11,2,4,3,3,2
"TAMU",88.1,"FR","1","White","med","Y","Y","N","N","0","87",1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,10,1,"N/A",7,3,3,1,1,2
"TAMU",56.5,"SO","0","White","other","Y","Y","N","N","0","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,"NN",2,0,0,1,0,2
"TAMU",77.2,"JR","0","Hisp","stem","Y","Y","N","Y","20-29","78",1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,12,1,"NN",10,3,2,2,3,2
"TAMU",76.8,"FR","1","White","stem","Y","N","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,16,1,"YY",12,3,4,4,2,3
"TAMU",79.3,"SO","0","White","stem","Y","Y","N","Y","1-10","78",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,17,1,"YY",14,3,4,2,5,3
"TAMU",95.5,"FR","1","White","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,13,1,"YY",11,3,3,2,2,3
"TAMU",80.4,"FR","0","Hisp","med","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,17,1,"YY",13,3,4,4,4,2
"TAMU",87.6,"SO","1","White","other","Y","Y","Y","Y","11-19","87",0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,11,1,"NY",8,2,2,3,2,2
"TAMU",72.3,"FR","1","White","other","Y","Y","N","N","0","87",0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,13,1,"YY",10,2,3,3,2,3
"TAMU",65,"SO","0","White","med","Y","Y","N","N","0","78",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,"NY",4,1,1,1,2,0
"TAMU",80.3,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,11,1,"YY",10,3,3,0,2,3
"TAMU",69.4,"FR","1","Mixed","stem","Y","Y","N","N","0","87",0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,0,"N/A",5,0,2,4,1,1
"TAMU",97.4,"FR","0","Mixed","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,15,1,"YY",13,2,3,3,4,3
"TAMU",89.1,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,16,1,"YY",12,3,3,4,3,3
"TAMU",91,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,18,1,"YY",15,3,3,4,5,3
"TAMU",88.1,"SO","0","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,13,1,"YY",11,3,3,3,1,3
"TAMU",94.3,"FR","0","White","stem","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15,1,"NY",11,3,2,4,3,3
"TAMU",96.2,"SO","1","White","stem","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,9,1,"YY",7,2,3,3,1,0
"TAMU",88.8,"FR","0","Other","med","Y","Y","N","N","0","87",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,16,1,"NY",14,3,2,3,5,3
"TAMU",93.4,"JR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,"YY",14,3,2,4,5,3
"TAMU",93.8,"FR","0","White","stem","Y","N","N","N","0","87",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17,1,"YY",14,3,5,2,4,3
"TAMU",92.1,"FR","0","Hisp","med","Y","Y","N","N","0","78",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,"YY",13,3,3,4,4,3
"TAMU",59,"FR","-1","Hisp","med","Y","Y","N","N","0","78",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,"NY",7,3,1,2,1,0
"TAMU",69.9,"FR","0","Hisp","stem","Y","Y","N","N","0","78",0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,0,"YY",7,2,3,2,1,1
"TAMU",95.1,"FR","0","White","med","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,"NY",15,3,3,3,5,2
"TAMU",95.5,"FR","0","Hisp","stem","Y","N","N","N","0","78",0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,"N/A",12,1,5,4,3,3
"TAMU",82.4,"FR","0","Mixed","stem","Y","Y","N","N","0","87",0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8,1,"N/A",6,2,2,1,2,1
"TAMU",87,"FR","1","Hisp","dual","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,1,"YY",16,3,4,4,5,3
"TAMU",90.4,"FR","1","White","stem","Y","Y","N","Y","1-10","78",1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,13,1,"YY",11,2,2,4,2,3
"TAMU",91,"SO","0","White","other","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,14,1,"NY",12,3,3,2,3,3
"TAMU",93.7,"FR","1","White","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,"NY",15,3,5,4,4,3
"TAMU",96.3,"JR","0","White","med","Y","Y","N","N","0","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,"YY",4,3,1,0,0,1
"TAMU",80.9,"FR","1","White","med","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,"YY",14,3,5,4,3,3
"TAMU",90.2,"SO","0","Mixed","med","Y","Y","N","N","0","78",0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,"NY",9,2,2,3,2,2
"TAMU",88.6,"SO","0","White","med","Y","Y","N","N","0","78",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,"NN",3,1,0,3,1,0
"TAMU",88.5,"FR","0","White","med","Y","Y","N","N","0","87",0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,"YY",7,1,1,3,3,1
"TAMU",75.9,"FR","0","White","stem","Y","Y","N","Y","1-10","78",1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,"YY",11,3,3,4,2,2
"TAMU",70.7,"SO","1","White","stem","Y","Y","N","N","0","87",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,1,"YY",4,1,0,3,1,0
"TAMU",60.6,"FR","0","White","stem","Y","Y","N","N","0","87",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,"YY",6,1,2,1,1,2
"TAMU",47.9,"SO","-1","Hisp","med","Y","Y","N","N","0","87",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,"NN",2,1,1,2,0,0
"TAMU",96.3,"FR","0","Other","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",15,3,4,4,5,3
"TAMU",65.7,"FR","0","Hisp","med","Y","Y","N","N","0","78",0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,0,"NY",8,0,2,3,2,3
"TAMU",94.3,"SO","1","White","med","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,"YY",11,3,2,4,2,3
"TAMU",82.6,"FR","0","Asian","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,"YY",14,3,4,4,3,3
"TAMU",78.2,"FR","0","Hisp","med","Y","N","N","N","0","87",1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,"NY",9,1,2,3,3,2
"TAMU",88.6,"FR","0","Hisp","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,"NN",14,3,3,3,5,2
"TAMU",72.6,"SO","0","Hisp","other","Y","Y","Y","N","1-10","87",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,"NN",4,0,1,1,1,2
"TAMU",72.9,"SO","1","Hisp","med","Y","Y","N","Y","11-19","87",0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12,1,"NN",11,2,1,3,3,3
"TAMU",76,"FR","1","Hisp","stem","Y","Y","Y","N","1-10","87",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,17,1,"NN",14,3,2,4,5,3
"TAMU",88.2,"FR","1","White","med","Y","Y","N","Y","1-10","78",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,"YY",13,3,3,4,2,3
"TAMU",56.2,"FR","0","Hisp","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14,0,"NY",11,3,4,2,3,2
"TAMU",88.8,"SO","0","Mixed","med","Y","Y","N","N","0","87",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,"N/A",14,3,4,3,3,3
"TAMU",59.8,"FR","0","Hisp","med","Y","Y","N","N","0","87",1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,12,0,"NN",9,3,3,3,2,1
"TAMU",95,"FR","0","Asian","stem","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,"YY",16,3,5,4,5,3
"TAMU",79.7,"FR","0","White","stem","Y","Y","N","Y","1-10","87",1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,15,1,"YY",11,3,3,4,3,2
"TAMU",96.3,"FR","1","White","stem","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,18,1,"YY",14,3,5,4,4,2
"TAMU",75.3,"SO","0","White","med","Y","Y","N","N","0","78",1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12,1,"YY",8,2,2,3,3,2
"TAMU",98.9,"FR","1","White","med","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,"YY",16,3,4,4,5,3
"TAMU",84.5,"SO","1","Hisp","med","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,1,"NN",15,3,5,4,4,3
"TAMU",78,"FR","1","Mixed","other","N","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,14,1,"NN",13,3,1,3,5,2
"TAMU",74.8,"SO","0","Hisp","stem","Y","Y","N","N","0","78",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,"NN",4,1,1,1,0,1
"TAMU",95.9,"FR","0","Hisp","med","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15,1,"N/A",12,3,3,3,3,3
