"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",64.4317649883291,6.62803476774791,9.7210964103349,5.59077680952543e-21
"schoolTAMSA",-4.60555695916032,2.77166888666958,-1.66165481790082,0.0970518927960424
"schoolTAMU",-2.82430726244705,1.45208303732563,-1.94500396316777,0.0521943852636717
"schoolTSU",-2.13814961674797,2.20534658636096,-0.96952997318944,0.332632263283802
"schoolUNT",-1.53493620184185,1.6070683197727,-0.955115711607676,0.339865207082671
"schoolUTXW",3.66652814683152,1.70110593426336,2.1553790819143,0.031489282773712
"classJR",2.52161185508375,1.7639325595779,1.42953983211646,0.153317329973845
"classSO",0.42549310805387,1.08001986133601,0.393967854931412,0.693730687757021
"classSR",5.53177959897003,2.70768820248596,2.04298988114334,0.041445973606985
"gender0",5.38541185522394,4.72440137754423,1.13991412347426,0.25473125222761
"gender1",4.78809544205994,4.76568057233339,1.00470339322712,0.315404033627909
"ethnicBlack",-4.76227010597597,2.12753603271514,-2.23839692148406,0.0255243196265378
"ethnicHispanic",-4.55210780487016,1.54603032789635,-2.9443845458479,0.00334855861961458
"ethnicMixed",-1.1402082609328,1.91702424548304,-0.594780302658872,0.552192044308176
"ethnicOther",-3.3636603279984,2.43233838434237,-1.38289160326178,0.167160871500408
"ethnicWhite",-1.31913967833586,1.54184843933102,-0.855557293885652,0.392549923758111
"majormed",5.07186927115548,2.5798641220498,1.9659443409468,0.0497194204646461
"majorother",2.31741516179333,2.86538145544709,0.808763230245637,0.418939728623435
"majorstem",2.56377764483618,2.58316721938954,0.992493875577309,0.321316572805783
"grandN",-1.1438476927388,1.35358898176207,-0.845048022812479,0.398387041794039
"grandY",-0.475954148079671,1.32741282865821,-0.358557743155745,0.720039420631416
"parentN",-2.0174146778573,3.27127432141111,-0.616706053861927,0.537639060642726
"parentY",0.517709542365651,3.16806017987584,0.16341531188525,0.870240948405282
"emp_onY",-2.2623295168561,2.40637576995036,-0.940139750868075,0.347486220203981
"emp_offY",-1.7811193650762,2.37189774868973,-0.750925863503229,0.452962111885423
"hrs1-10",2.86580850722358,2.69327884750964,1.06405933788604,0.287686876294517
"hrs11-19",-1.06426491961718,2.49148995585002,-0.427160028126257,0.669400626256458
"hrs20-29",-5.16850297617745,2.84420302230027,-1.81720606287711,0.0696341645902929
"hrs30-39",-3.65549403818803,4.14857871249537,-0.881143710056126,0.378557437222951
"hrs40+",-15.974584801766,4.65533686305426,-3.43145625583911,0.00063740661899053
"ver87",0.193409730474645,0.804717774214323,0.240344797483166,0.810136819061963
"MQ11",1.04343121166461,0.874582795687127,1.19306167101632,0.233269430072835
"MQ21",0.890432867615429,1.0873230375892,0.818922102110232,0.413123349597899
"MQ31",0.687699602965878,1.19154529198221,0.577149360241144,0.564033306751961
"MQ41",-0.082774672150869,0.87337305924578,-0.0947758478173701,0.924521335611398
"MQ51",0.367091839625779,0.964065788169041,0.380774677548678,0.703491691273699
"MQ61",0.494433688069593,0.855859264845215,0.577704429196094,0.563658651212913
"MQ71",0.792077347933142,0.985421184270346,0.803795737879976,0.421801316139502
"MQ81",-0.171839824726032,0.997173516349995,-0.172326903902368,0.863232808362904
"MQ91",1.00970002666124,1.00213084904556,1.00755308313569,0.314034428542116
"MQ101",0.423126279623558,0.99776554873383,0.424073851979062,0.671648687045644
"MQ111",3.72378557990588,0.935056036242402,3.98241970060983,7.5717375438367e-05
"MQ121",0.764440426294472,1.36229161778431,0.561143015427044,0.574888511639061
"MQ131",0.104571990437541,1.43804493294549,0.0727181662003776,0.942052192334646
"MQ141",0.906775020784003,0.975482349209007,0.929565790215767,0.352932235307333
"MQ151",3.19936768697678,0.992430457677989,3.22377015157557,0.00132681610049742
"MQ161",0.779836721706421,0.934077767129964,0.834873443249311,0.404087894741617
"MQ171",1.67557809053504,0.950616217895693,1.76262308489133,0.0784220167028368
"MQ181",2.00552098273341,0.89171301704523,2.24906550021988,0.0248338042442635
"MQ191",4.77586613988452,1.09094460867158,4.37773476482914,1.39184301094727e-05
"MQ201",-1.16048388519112,1.04160310246972,-1.1141325159646,0.265623645282374
