school,course,class,gender,ethnic,major,zip,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1c,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TAMUF17CHI258,98.9,FR,0,White,a. Sci,75,Y,,N,N,0,87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI259,79.5,FR,0,White,SCI: c-b; b: ALL,78,Y,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI260,85.6,FR,0,Hisp,b,77,N,N,N,Y,1-10,87,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10,1,1,0,1,1,1,1,1,1,0,1,1,10
TAMUF17CHI261,92.2,FR,1,White,b,78,DK,Y,N,N,0,87,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI262,84.8,SO,1,Hisp,b,75,N,N,N,N,0,87,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI263,88.8,SO,0,White,b,78,Y,Y,N,N,0,87,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9,1,1,0,1,1,0,1,0,1,1,1,0,8
TAMUF17CHI265,61.5,FR,0,White,b,77,N,Y,N,Y,20-29,78,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6,1,1,0,1,1,0,0,0,1,1,1,1,8
TAMUF17CHI266,92.8,FR,1,Asian,b,76,Y,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI267,86.4,FR,0,White,a. Sci,76,N,Y,N,N,0,78,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12,1,1,0,0,0,0,1,0,0,1,1,1,6
TAMUF17CHI268,90.2,FR,1,Asian,a. Math,79,Y,Y,N,N,11-19,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,1,0,0,1,1,1,1,1,1,10
TAMUF17CHI269,71.7,FR,0,White,STEM & b,77,N,Y,N,Y,1-10,78,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,16,1,1,1,1,0,0,1,0,0,1,1,0,7
TAMUF17CHI270,72.9,FR,1,Hisp,b,78,N,N,N,N,0,87,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,7,1,1,1,0,0,0,0,0,1,0,1,1,6
TAMUF17CHI271,81.7,FR,0,White,a. Sci,78,Y,Y,N,N,0,78,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,1,1,1,0,1,0,1,0,1,0,1,1,8
TAMUF17CHI272,77.6,FR,1,White,b,78,Y,Y,N,Y,11-19,78,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI274,79.2,JR,1,White,b,77,Y,Y,N,N,0,87,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI276,87.5,FR,1,Hisp,a. Eng,78,DK,Y,N,N,0,78,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,0,1,1,0,0,1,0,1,1,8
TAMUF17CHI278,77.1,FR,0,White,a. Sci,77,N,Y,N,N,0,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,0,1,1,1,1,1,1,1,0,0,9
TAMUF17CHI279,92.3,FR,0,White,a. Sci,77,DK,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI280,85.2,FR,1,White,a. Sci,77,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,12,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI281,69.4,FR,0,White,b,75,N,Y,N,N,0,87,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI282,53.8,FR,1,Black,b,77,Y,N,N,N,0,78,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,7
TAMUF17CHI283,66.9,FR,0,Hisp,a. Sci,78,N,N,N,N,0,78,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9,0,1,0,1,1,0,1,0,0,1,1,1,7
TAMUF17CHI284,82.3,FR,1,Hisp,b,76,N,N,N,N,0,87,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,12,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI286,69.2,SO,0,Hisp,"SCI: c, b & b",75,N,N,N,N,0,87,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,0,1,1,0,0,0,1,0,1,1,7
TAMUF17CHI287,84.9,SO,0,White,b,77,Y,Y,Y,N,1-10,87,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,0,1,1,1,1,1,0,1,1,1,0,9
TAMUF17CHI288,94.8,FR,1,White,a. Eng,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI290,98.5,FR,1,White,a. Sci,77,N,Y,N,N,0,87,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI291,90.7,FR,0,White,a. Sci,78,Y,Y,N,N,0,78,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI293,86.6,FR,0,White,a. Sci,76,N,Y,N,N,0,78,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI294,82.6,FR,0,White,b,77,N,Y,N,N,0,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI295,87.1,FR,1,White,a. Eng,77,N,Y,N,N,0,87,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,1,0,1,1,0,1,1,1,1,1,0,9
TAMUF17CHI297,70.6,FR,0,White,a. Sci,77,N,Y,Y,Y,11-19,87,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI298,84.5,FR,1,White,b,76,N,Y,N,N,0,87,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI299,74.2,SO,0,White,a. Sci,75,N,Y,N,N,0,78,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,0,9
TAMUF17CHI300,50.8,FR,1,"White,Hisp",b,78,Y,Y,N,N,11-19,87,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,1,0,0,0,0,1,1,0,0,0,0,1,4
TAMUF17CHI301,95.1,FR,0,White,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI302,84.7,FR,0,White,b,76,Y,Y,N,N,0,87,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI303,79.5,FR,0,Hisp,a. Math,78,N,N,N,Y,11-19,87,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI304,89.7,FR,0,White,a. Math,75,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI305,91.9,JR,1,Asian,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,17,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI306,78.5,SO,1,Hisp,a. Math,77,N,N,Y,N,11-19,78,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,1,0,0,1,1,1,1,1,0,9
TAMUF17CHI307,83.9,JR,0,Asian,a. Sci,75,Y,Y,N,N,0,87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16,1,1,1,0,1,1,1,1,0,1,1,1,10
TAMUF17CHI309,91.6,FR,0,White,a. Sci,77,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI310,79.9,FR,1,White,b,78,Y,Y,N,N,0,78,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,1,10
TAMUF17CHI311,86.1,FR,0,White,b,78,Y,Y,N,N,0,78,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,1,0,0,1,1,1,1,10
TAMUF17CHI312,84.1,SR,1,White,a. Math,77,Y,Y,Y,N,1-10,78,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI313,74.9,SO,0,Hisp,b,78,N,Y,N,Y,1-10,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,1,1,0,0,0,1,1,7
TAMUF17CHI314,73.2,SO,0,White,a. Sci,77,N,Y,N,N,0,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,1,0,1,1,0,0,7
TAMUF17CHI315,79.1,FR,0,White,b,77,DK,Y,N,N,0,87,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,0,0,1,0,1,1,1,1,1,1,9
TAMUF17CHI316,89.2,FR,1,Arab,b,UAE,N,Y,N,N,0,78,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI317,52.1,FR,0,White,a. Sci,78,DK,Y,N,N,0,87,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11,0,1,1,1,1,0,1,0,1,1,0,0,7
TAMUF17CHI318,86.7,FR,1,White,b,76,N,Y,N,N,0,78,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI319,60.8,FR,1,White,a. Sci,77,DK,Y,N,Y,0,87,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,15,1,1,0,0,0,0,1,0,0,1,1,0,5
TAMUF17CHI320,66.6,FR,,"White,Black",a. Sci,75,N,Y,N,N,0,87,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,10,1,0,0,0,1,1,0,0,0,1,1,0,5
TAMUF17CHI321,56.5,SO,0,Black,b,75,N,Y,N,N,0,87,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI322,89.5,FR,1,White,b,77,Y,Y,N,N,0,87,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI323,80.5,FR,1,White,a. Math,76,Y,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,0,0,0,1,1,0,0,1,1,7
TAMUF17CHI324,93.1,FR,0,White,a. Sci,75,Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI325,91.3,FR,1,Al-Pakistan,a. Eng,77,N,Y,N,N,11-19,78,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,0,1,1,0,1,1,1,1,10
TAMUF17CHI326,85.2,FR,1,White,b,77,Y,Y,N,N,0,87,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI327,74.1,FR,0,White,c,78,N,N,N,N,0,78,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,1,1,1,1,1,0,0,1,1,9
TAMUF17CHI328,73.3,FR,0,White,a. Sci,78,Y,N,N,N,0,87,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,1,1,0,0,0,1,0,1,1,0,7
TAMUF17CHI329,86.3,FR,0,Mixed,a. Sci,78,N,Y,N,N,0,78,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI331,82.7,FR,0,White,STEM,78,DK,Y,N,N,0,87,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11
TAMUF17CHI332,88.9,FR,1,White,a. Sci,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,18,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI333,85.0,FR,0,Asian,b,77,N,N,N,N,0,87,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI334,87.3,FR,0,Asian,b,78,Y,Y,N,N,0,78,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,17,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI335,68.3,FR,0,Asian,a. Sci,75,N,N,N,N,0,78,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,13,1,1,1,1,0,1,1,0,0,0,1,1,8
TAMUF17CHI336,77.4,FR,0,White,b,75,N,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,15,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI337,88.5,FR,0,White,b,75,DK,Y,N,N,0,78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,0,1,0,1,1,1,1,1,1,10
TAMUF17CHI338,83.3,FR,0,Hisp,b,78,N,Y,N,N,0,87,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI339,94.0,FR,1,White,a. Sci,78,DK,Y,N,N,0,87,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,8,1,1,1,0,1,1,1,1,1,1,1,0,10
TAMUF17CHI340,87.3,FR,0,White,b,77,N,N,N,N,0,87,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI341,84.8,FR,0,White,a. Sci,78,Y,Y,N,N,0,78,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI342,86.0,FR,0,Hisp,b,76,N,N,N,N,0,87,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI343,95.0,FR,1,White,b,75,Y,Y,N,N,0,78,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI344,82.7,FR,0,Black,b,77,Y,Y,N,N,0,87,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,0,9
TAMUF17CHI345,96.4,FR,1,White,a. Eng,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI346,84.1,FR,,White,b,78,Y,Y,N,N,0,78,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,1,1,1,0,1,1,1,0,1,1,1,1,10
TAMUF17CHI347,86.2,FR,0,Asian,a. Eng,75,Y,Y,N,N,0,78,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI348,87.4,FR,0,White,b,78,N,Y,N,Y,20-29,78,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI349,91.9,FR,1,Asian,b,76,N,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI350,83.8,FR,1,White,a. Math,77,Y,Y,N,Y,20-29,78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI351,91.0,SO,0,White,b,76,Y,Y,N,N,0,78,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI352,95.3,FR,1,White,a. Sci,75,N,N,N,N,0,87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI353,92.0,FR,0,White,b,75,Y,Y,N,N,0,78,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI354,69.9,JR,0,Hisp,a. Sci,77,N,N,N,N,0,87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10,1,0,1,1,1,1,1,1,0,0,1,1,9
TAMUF17CHI355,87.7,FR,1,White,a. Eng,89,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,0,1,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI356,93.2,FR,1,AsianInd,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI357,94.6,FR,0,AsianInd,b,75,N,Y,N,N,0,87,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,0,1,1,1,1,10
TAMUF17CHI358,89.3,FR,0,AsianInd,STEM & b,77,N,Y,N,N,0,87,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI359,80.1,JR,0,Hisp,b,75,N,N,N,N,0,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,1,0,0,1,1,0,8
TAMUF17CHI360,81.3,FR,0,White,a. Sci,76,N,N,N,N,0,87,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI361,85.6,FR,0,White,b,75,DK,Y,N,N,0,78,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,0,1,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI362,71.8,FR,0,White,a. Sci,77,DK,Y,N,Y,0,78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8,1,0,1,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI363,87.1,FR,0,White,a. Sci,77,N,Y,N,N,0,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI364,88.8,FR,1,Asian,b,77,DK,N,N,N,0,87,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI365,82.2,FR,1,Hisp,a. Sci,78,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI366,71.4,JR,0,Hisp,b,77,N,Y,Y,Y,20-29,87,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,8,1,1,1,1,0,1,1,1,0,1,1,1,10
TAMUF17CHI368,47.4,FR,0,White,b,77,Y,Y,N,Y,20-29,87,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,12,1,1,0,0,0,0,1,0,0,0,1,1,5
TAMUF17CHI369,44.9,FR,1,White,a. Sci,77,N,,N,Y,30-39,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,2
TAMUF17CHI370,85.0,FR,0,White,b,78,Y,Y,N,N,0,87,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,0,1,1,1,10
TAMUF17CHI371,91.6,SO,0,White,a. Eng,78,Y,Y,N,N,0,78,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI372,87.3,FR,0,White,b,78,Y,Y,N,N,0,87,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI373,82.0,FR,1,White,a. Sci,11,Y,Y,N,N,0,87,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI374,68.6,FR,0,White,b,76,Y,Y,N,N,0,87,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,0,0,0,5
TAMUF17CHI375,92.5,FR,1,White,a. Sci,75,N,Y,N,N,0,87,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,14,1,1,1,1,1,1,0,0,1,1,1,1,10
TAMUF17CHI376,93.3,FR,0,White,b,77,Y,Y,N,N,0,78,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI377,76.7,FR,0,Hisp,a. Sci,78,DK,N,N,N,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI378,63.4,FR,1,White,a. Sci,45,N,Y,N,N,0,87,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,0,1,1,1,0,1,1,1,0,1,1,0,8
TAMUF17CHI379,101.1,FR,0,White,b,77,Y,Y,N,N,0,87,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI380,84.8,FR,0,White,b,79,Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,14,1,1,0,1,1,0,1,1,0,1,1,1,9
TAMUF17CHI383,58.2,SO,0,Hisp,a. Sci,78,Y,N,N,N,0,87,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,1,2
TAMUF17CHI384,77.4,FR,0,Hisp,b,77,N,N,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,12,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI385,89.6,FR,1,White,b,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI386,87.5,FR,1,White,a. Sci,78,Y,Y,N,N,0,87,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI387,85.1,FR,1,White,a. Sci,76,Y,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI388,73.3,SO,0,White,b,77,N,Y,N,N,0,87,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11,1,1,0,1,1,0,1,0,0,0,1,0,6
TAMUF17CHI389,81.4,FR,0,White,a. Sci,76,Y,Y,N,N,0,87,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI390,64.5,FR,0,White,c,70,N,Y,N,N,0,78,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,0,0,1,0,0,1,0,0,0,1,0,4
TAMUF17CHI391,95.8,FR,0,White,a. Eng,78,Y,Y,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI392,89.8,JR,0,White,b,77,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI393,64.3,SO,0,Hisp,a. Sci,77,N,N,N,N,0,78,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,0,0,0,0,0,1,0,0,0,1,0,3
TAMUF17CHI394,71.0,FR,0,White,a. Sci,75,Y,Y,N,N,0,87,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,1,0,1,1,0,1,9
