"school","course","class","gender","ethnic","major","zip","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc"
"TAMU",88.8,"SO","0","White","med","78","Y","Y","N","N","0","87",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,9,1,1,0,1,1,0,1,0,1,1,1,0,8,1,5,3
"TAMU",61.5,"FR","0","White","med","77","N","Y","N","Y","20-29","78",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,6,1,1,0,1,1,0,0,0,1,1,1,1,8,0,4,4
"TAMU",92.8,"FR","1","Asian","med","76","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",86.4,"FR","0","White","stem","76","N","Y","N","N","0","78",0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12,1,1,0,0,0,0,1,0,0,1,1,1,6,1,3,3
"TAMU",90.2,"FR","1","Asian","stem","79","Y","Y","N","N","11-19","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,1,0,0,1,1,1,1,1,1,10,1,5,5
"TAMU",71.7,"FR","0","White","dual","77","N","Y","N","Y","1-10","78",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,16,1,1,1,1,0,0,1,0,0,1,1,0,7,1,4,3
"TAMU",72.9,"FR","1","Hisp","med","78","N","N","N","N","0","87",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,7,1,1,1,0,0,0,0,0,1,0,1,1,6,1,4,2
"TAMU",81.7,"FR","0","White","stem","78","Y","Y","N","N","0","78",0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,1,1,1,0,1,0,1,0,1,0,1,1,8,1,6,2
"TAMU",77.6,"FR","1","White","med","78","Y","Y","N","Y","11-19","78",1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4
"TAMU",79.2,"JR","1","White","med","77","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",87.5,"FR","1","Hisp","stem","78","DK","Y","N","N","0","78",1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,0,1,1,0,0,1,0,1,1,8,1,5,3
"TAMU",77.1,"FR","0","White","stem","77","N","Y","N","N","0","78",1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,0,1,1,1,1,1,1,1,0,0,9,1,4,5
"TAMU",92.3,"FR","0","White","stem","77","DK","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",85.2,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,12,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",69.4,"FR","0","White","med","75","N","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,11,0,5,6
"TAMU",53.8,"FR","1","Black","med","77","Y","N","N","N","0","78",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,7,0,3,4
"TAMU",66.9,"FR","0","Hisp","stem","78","N","N","N","N","0","78",1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9,0,1,0,1,1,0,1,0,0,1,1,1,7,0,3,4
"TAMU",82.3,"FR","1","Hisp","med","76","N","N","N","N","0","87",0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,12,1,1,1,0,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",69.2,"SO","0","Hisp","med","75","N","N","N","N","0","87",1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,0,1,1,0,0,0,1,0,1,1,7,0,4,3
"TAMU",84.9,"SO","0","White","med","77","Y","Y","Y","N","1-10","87",0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,0,1,1,1,1,1,0,1,1,1,0,9,1,6,3
"TAMU",94.8,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",98.5,"FR","1","White","stem","77","N","Y","N","N","0","87",1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",90.7,"FR","0","White","stem","78","Y","Y","N","N","0","78",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",86.6,"FR","0","White","stem","76","N","Y","N","N","0","78",1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",82.6,"FR","0","White","med","77","N","Y","N","N","0","78",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",87.1,"FR","1","White","stem","77","N","Y","N","N","0","87",1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,1,0,1,1,0,1,1,1,1,1,0,9,1,5,4
"TAMU",70.6,"FR","0","White","stem","77","N","Y","Y","Y","11-19","87",0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4
"TAMU",84.5,"FR","1","White","med","76","N","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",74.2,"SO","0","White","stem","75","N","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,0,9,1,5,4
"TAMU",50.8,"FR","1","Mixed","med","78","Y","Y","N","N","11-19","87",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,1,0,0,0,0,1,1,0,0,0,0,1,4,0,2,2
"TAMU",95.1,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",84.7,"FR","0","White","med","76","Y","Y","N","N","0","87",0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",79.5,"FR","0","Hisp","stem","78","N","N","N","Y","11-19","87",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5
"TAMU",89.7,"FR","0","White","stem","75","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",91.9,"JR","1","Asian","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,17,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",78.5,"SO","1","Hisp","stem","77","N","N","Y","N","11-19","78",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,1,0,0,1,1,1,1,1,0,9,1,5,4
"TAMU",83.9,"JR","0","Asian","stem","75","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16,1,1,1,0,1,1,1,1,0,1,1,1,10,1,5,5
"TAMU",91.6,"FR","0","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",79.9,"FR","1","White","med","78","Y","Y","N","N","0","78",1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,1,10,1,5,5
"TAMU",86.1,"FR","0","White","med","78","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,1,0,0,1,1,1,1,10,1,5,5
"TAMU",84.1,"SR","1","White","stem","77","Y","Y","Y","N","1-10","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",74.9,"SO","0","Hisp","med","78","N","Y","N","Y","1-10","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,1,1,0,0,0,1,1,7,1,4,3
"TAMU",73.2,"SO","0","White","stem","77","N","Y","N","N","0","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,1,0,1,1,0,0,7,1,4,3
"TAMU",79.1,"FR","0","White","med","77","DK","Y","N","N","0","87",0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,0,0,1,0,1,1,1,1,1,1,9,1,5,4
"TAMU",89.2,"FR","1","Other","med","UAE","N","Y","N","N","0","78",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",52.1,"FR","0","White","stem","78","DK","Y","N","N","0","87",1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11,0,1,1,1,1,0,1,0,1,1,0,0,7,0,4,3
"TAMU",86.7,"FR","1","White","med","76","N","Y","N","N","0","78",0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",60.8,"FR","1","White","stem","77","DK","Y","N","Y","0","87",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,15,1,1,0,0,0,0,1,0,0,1,1,0,5,0,3,2
"TAMU",66.6,"FR","-1","Mixed","stem","75","N","Y","N","N","0","87",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,10,1,0,0,0,1,1,0,0,0,1,1,0,5,0,3,2
"TAMU",56.5,"SO","0","Black","med","75","N","Y","N","N","0","87",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,1,1,0,1,1,0,1,0,0,1,1,1,8,0,4,4
"TAMU",89.5,"FR","1","White","med","77","Y","Y","N","N","0","87",0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",80.5,"FR","1","White","stem","76","Y","Y","N","N","0","87",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,0,0,0,1,1,0,0,1,1,7,1,4,3
"TAMU",93.1,"FR","0","White","stem","75","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",91.3,"FR","1","Other","stem","77","N","Y","N","N","11-19","78",1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,0,1,1,0,1,1,1,1,10,1,5,5
"TAMU",85.2,"FR","1","White","med","77","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",74.1,"FR","0","White","other","78","N","N","N","N","0","78",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,1,1,1,1,1,0,0,1,1,9,1,5,4
"TAMU",73.3,"FR","0","White","stem","78","Y","N","N","N","0","87",1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,12,1,1,1,1,0,0,0,1,0,1,1,0,7,1,3,4
"TAMU",86.3,"FR","0","Mixed","stem","78","N","Y","N","N","0","78",0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",82.7,"FR","0","White","stem","78","DK","Y","N","N","0","87",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11,1,6,5
"TAMU",88.9,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,18,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",85,"FR","0","Asian","med","77","N","N","N","N","0","87",0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",87.3,"FR","0","Asian","med","78","Y","Y","N","N","0","78",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,17,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4
"TAMU",68.3,"FR","0","Asian","stem","75","N","N","N","N","0","78",1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,13,1,1,1,1,0,1,1,0,0,0,1,1,8,0,4,4
"TAMU",77.4,"FR","0","White","med","75","N","Y","N","N","0","87",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,15,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3
"TAMU",88.5,"FR","0","White","med","75","DK","Y","N","N","0","78",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,1,0,1,0,1,1,1,1,1,1,10,1,6,4
"TAMU",83.3,"FR","0","Hisp","med","78","N","Y","N","N","0","87",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",94,"FR","1","White","stem","78","DK","Y","N","N","0","87",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,8,1,1,1,0,1,1,1,1,1,1,1,0,10,1,6,4
"TAMU",87.3,"FR","0","White","med","77","N","N","N","N","0","87",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",84.8,"FR","0","White","stem","78","Y","Y","N","N","0","78",0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",86,"FR","0","Hisp","med","76","N","N","N","N","0","87",1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",95,"FR","1","White","med","75","Y","Y","N","N","0","78",1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",82.7,"FR","0","Black","med","77","Y","Y","N","N","0","87",0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,0,9,1,5,4
"TAMU",96.4,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",84.1,"FR","-1","White","med","78","Y","Y","N","N","0","78",1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,1,1,1,0,1,1,1,0,1,1,1,1,10,1,6,4
"TAMU",86.2,"FR","0","Asian","stem","75","Y","Y","N","N","0","78",0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",87.4,"FR","0","White","med","78","N","Y","N","Y","20-29","78",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",91.9,"FR","1","Asian","med","76","N","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",83.8,"FR","1","White","stem","77","Y","Y","N","Y","20-29","78",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,0,1,1,1,1,10,1,6,4
"TAMU",91,"SO","0","White","med","76","Y","Y","N","N","0","78",1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",95.3,"FR","1","White","stem","75","N","N","N","N","0","87",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",92,"FR","0","White","med","75","Y","Y","N","N","0","78",1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",69.9,"JR","0","Hisp","stem","77","N","N","N","N","0","87",0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10,1,0,1,1,1,1,1,1,0,0,1,1,9,0,5,4
"TAMU",87.7,"FR","1","White","stem","89","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,0,1,1,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",93.2,"FR","1","Other","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",94.6,"FR","0","Other","med","75","N","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,0,1,1,1,1,10,1,5,5
"TAMU",89.3,"FR","0","Other","dual","77","N","Y","N","N","0","87",0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",80.1,"JR","0","Hisp","med","75","N","N","N","N","0","78",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,1,0,0,1,1,0,8,1,4,4
"TAMU",81.3,"FR","0","White","stem","76","N","N","N","N","0","87",1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,8,1,1,0,1,1,0,1,0,0,1,1,1,8,1,4,4
"TAMU",85.6,"FR","0","White","med","75","DK","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,0,1,1,1,0,1,0,1,1,1,1,9,1,6,3
"TAMU",71.8,"FR","0","White","stem","77","DK","Y","N","Y","0","78",1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,8,1,0,1,1,1,0,1,0,0,0,1,1,7,1,5,2
"TAMU",87.1,"FR","0","White","stem","77","N","Y","N","N","0","87",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",88.8,"FR","1","Asian","med","77","DK","N","N","N","0","87",1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",82.2,"FR","1","Hisp","stem","78","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",71.4,"JR","0","Hisp","med","77","N","Y","Y","Y","20-29","87",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,8,1,1,1,1,0,1,1,1,0,1,1,1,10,1,4,6
"TAMU",47.4,"FR","0","White","med","77","Y","Y","N","Y","20-29","87",1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,12,1,1,0,0,0,0,1,0,0,0,1,1,5,0,3,2
"TAMU",44.9,"FR","1","White","stem","77","N","","N","Y","30-39","78",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0
"TAMU",85,"FR","0","White","med","78","Y","Y","N","N","0","87",0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,0,1,1,1,10,1,4,6
"TAMU",91.6,"SO","0","White","stem","78","Y","Y","N","N","0","78",1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,12,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",87.3,"FR","0","White","med","78","Y","Y","N","N","0","87",0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",82,"FR","1","White","stem","11","Y","Y","N","N","0","87",0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",68.6,"FR","0","White","med","76","Y","Y","N","N","0","87",0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,0,0,0,5,0,3,2
"TAMU",92.5,"FR","1","White","stem","75","N","Y","N","N","0","87",1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,14,1,1,1,1,1,1,0,0,1,1,1,1,10,1,5,5
"TAMU",93.3,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",76.7,"FR","0","Hisp","stem","78","DK","N","N","N","0","78",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4
"TAMU",63.4,"FR","1","White","stem","45","N","Y","N","N","0","87",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,0,1,1,1,0,1,1,1,0,1,1,0,8,0,3,5
"TAMU",101.1,"FR","0","White","med","77","Y","Y","N","N","0","87",1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",84.8,"FR","0","White","med","79","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,14,1,1,0,1,1,0,1,1,0,1,1,1,9,1,4,5
"TAMU",58.2,"SO","0","Hisp","stem","78","Y","N","N","N","0","87",1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1
"TAMU",77.4,"FR","0","Hisp","med","77","N","N","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,12,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5
"TAMU",89.6,"FR","1","White","med","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",87.5,"FR","1","White","stem","78","Y","Y","N","N","0","87",0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",85.1,"FR","1","White","stem","76","Y","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",73.3,"SO","0","White","med","77","N","Y","N","N","0","87",1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11,1,1,0,1,1,0,1,0,0,0,1,0,6,1,4,2
"TAMU",81.4,"FR","0","White","stem","76","Y","Y","N","N","0","87",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5
"TAMU",64.5,"FR","0","White","other","70","N","Y","N","N","0","78",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,6,1,0,0,1,0,0,1,0,0,0,1,0,4,0,3,1
"TAMU",95.8,"FR","0","White","stem","78","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",89.8,"JR","0","White","med","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",64.3,"SO","0","Hisp","stem","77","N","N","N","N","0","78",1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,0,0,0,0,0,1,0,0,0,1,0,3,0,3,0
"TAMU",71,"FR","0","White","stem","75","Y","Y","N","N","0","87",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,1,0,1,1,0,1,9,1,5,4
"TAMU",67.2,"SO","0","Hisp","med","78","Y","N","N","N","0","78",1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,1,1,1,0,1,0,0,0,0,1,7,0,4,3
"TAMU",89,"SO","1","White","stem","76","N","N","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",74.6,"FR","1","Asian","stem","77","Y","Y","N","N","0","78",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,0,1,1,1,0,1,1,1,0,9,1,6,3
"TAMU",87,"SO","0","White","stem","78","N","Y","N","N","0","87",1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",82.9,"FR","0","Hisp","stem","78","N","Y","N","N","0","78",0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,13,1,1,1,1,0,1,0,1,1,1,1,1,10,1,4,6
