"school","course","class","gender","ethnic","major","zip","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc"
"TAMSA",109,"FR","1","White","med","78","N","N","N","N","0","78",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,14,1,1,1,0,1,0,0,1,1,1,1,1,9,1,5,4
"TAMSA",54,"FR","1","Hisp","med","78","N","Y","N","Y","20-29","78",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,1,1,0,1,7,0,2,5
"TAMSA",72,"JR","0","White","med","85","DK","N","N","Y","1-10","78",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,9,1,1,0,1,0,0,1,0,0,0,0,1,5,1,2,3
"TAMSA",90,"JR","0","Hisp","med","78","N","N","N","Y","30-39","78",1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,9,0,0,1,0,0,0,1,0,0,0,1,0,3,1,3,0
"TAMSA",48,"JR","1","Hisp","other","78","DK","N","N","Y","30-39","87",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"TAMSA",89,"SO","1","Hisp","med","78","N","Y","N","Y","11-19","87",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,5,1,2,3
"TAMSA",55,"SO","0","Hisp","med","78","Y","Y","N","Y","1-10","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1
"TAMSA",74,"SO","0","Hisp","stem","78","N","N","N","Y","20-29","78",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8,1,1,1,1,0,0,0,0,1,1,1,0,7,1,4,3
"TAMSA",86,"SR","1","Black","med","78","N","N","N","Y","30-39","87",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,3,1,2,1
"TAMU",46.6,"FR","0","Hisp","stem","75","N","N","N","N","0","87",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,5,0,3,2
"TAMU",86.8,"FR","1","Mixed","med","77","DK","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",91,"FR","0","White","stem","75","Y","Y","N","N","0","87",0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",93.2,"FR","1","White","stem","75","N","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",92.6,"FR","0","White","other","79","Y","Y","N","N","0","87",0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,16,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",66.3,"FR","0","Hisp","med","78","N","Y","N","N","0","87",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,1,1,1,1,0,0,1,1,1,0,1,1,9,0,5,4
"TAMU",57.2,"FR","0","White","med","76","DK","Y","N","Y","1-10","78",0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7,1,1,0,0,0,0,1,0,0,0,1,1,5,0,3,2
"TAMU",66.7,"FR","0","Hisp","dual","77","N","N","N","N","0","87",1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,11,1,1,0,0,1,1,1,0,1,0,1,0,7,0,5,2
"TAMU",86.7,"FR","1","White","stem","78","N","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,12,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",51.2,"SO","1","Black","stem","30","Y","Y","Y","N","11-19","78",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,1,1,0,8,0,5,3
"TAMU",91.7,"FR","0","Black","med","77","Y","Y","N","N","0","78",1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",63.7,"FR","0","Hisp","stem","78","N","Y","N","N","0","78",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,1,1,0,5,0,3,2
"TAMU",82.4,"FR","1","Hisp","stem","77","Y","N","Y","N","1-10","78",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,16,1,1,1,1,1,1,1,1,0,0,1,1,10,1,5,5
"TAMU",70.7,"FR","0","White","stem","77","N","Y","N","N","0","87",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,8,1,1,1,1,1,0,1,1,1,0,0,0,8,1,5,3
"TAMU",73.8,"FR","0","Hisp","med","SINGAPORE","Y","Y","N","N","0","87",0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,9,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",94.5,"FR","0","White","stem","75","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",87.3,"FR","0","White","med","78","DK","Y","N","N","0","87",0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,0,1,1,1,1,1,1,1,1,1,0,10,1,6,4
"TAMU",89.4,"FR","1","White","stem","78","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",87.8,"FR","0","White","stem","78","DK","Y","N","Y","20-29","78",1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",79.1,"FR","1","White","stem","77","N","N","N","N","0","87",1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,13,1,1,1,1,0,1,1,0,1,1,1,0,9,1,5,4
"TAMU",79.2,"SO","0","White","stem","79","DK","N","N","N","0","78",0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11,1,1,0,1,1,0,1,0,1,0,0,1,7,1,4,3
"TAMU",89.5,"FR","0","White","stem","75","Y","Y","N","N","0","87",0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",68.9,"FR","0","Black","other","77","Y","Y","N","N","0","87",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,1,1,0,1,0,1,1,7,0,4,3
"TAMU",66.6,"FR","0","White","med","77","Y","Y","N","N","0","78",0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11,1,0,0,1,0,0,1,0,0,1,1,1,6,0,3,3
"TAMU",89.4,"SO","0","White","dual","78","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,17,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",81.8,"FR","0","White","dual","77","Y","Y","N","N","0","87",1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,14,1,0,1,1,1,0,1,0,1,1,1,0,8,1,6,2
"TAMU",67.7,"FR","0","Mixed","stem","92","N","Y","Y","N","20-29","78",0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,0,6,6
"TAMU",88,"FR","0","White","stem","77","Y","Y","N","N","0","78",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,15,1,1,0,1,0,1,1,1,1,1,1,1,10,1,4,6
"TAMU",79.3,"FR","1","White","other","75","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,11,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",78.9,"FR","0","White","other","77","N","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3
"TAMU",88.3,"FR","1","White","med","77","Y","Y","N","N","0","78",1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,10,1,0,1,1,1,1,1,0,0,1,1,1,9,1,5,4
"TAMU",97.3,"SO","1","White","other","78","Y","Y","N","Y","1-10","78",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,17,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",74.7,"SO","1","White","stem","78","Y","Y","N","N","0","87",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,1,1,1,0,1,1,1,0,9,1,5,4
"TAMU",96.7,"FR","0","White","med","77","Y","Y","N","N","0","87",1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11,1,1,1,0,1,1,1,1,1,1,1,0,10,1,6,4
"TAMU",70.7,"FR","0","White","med","78","N","N","N","N","0","78",0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,1,1,0,0,1,1,8,1,4,4
"TAMU",63.2,"FR","1","White","med","77","N","Y","N","N","0","87",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,1,1,1,1,0,1,1,1,9,0,5,4
"TAMU",91.5,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",94.3,"FR","1","Mixed","med","77","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",75.6,"SO","1","White","stem","78","Y","Y","N","N","0","78",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,1,1,1,0,1,1,1,0,9,1,5,4
"TAMU",99.2,"FR","0","White","med","78","DK","Y","N","N","0","78",0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",81.3,"FR","1","White","stem","78","DK","Y","N","N","0","87",1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,15,1,1,1,0,0,0,1,1,1,1,1,1,9,1,5,4
"TAMU",58.9,"FR","1","White","stem","75","Y","Y","N","N","0","78",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,6,0,4,2
"TAMU",92.6,"FR","0","White","stem","75","DK","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,15,1,1,0,1,1,1,1,1,1,1,1,0,10,1,5,5
"TAMU",84.2,"FR","0","White","stem","77","N","N","N","N","0","78",1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,14,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3
"TAMU",92.5,"FR","0","White","other","75","Y","Y","N","N","0","87",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",92.5,"FR","0","White","stem","78","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",72.9,"FR","0","Mixed","stem","78","Y","Y","N","N","0","78",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,1,0,1,1,1,0,1,1,9,1,5,4
"TAMU",91.7,"FR","0","White","med","75","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",78.9,"FR","1","White","med","76","N","Y","N","N","0","87",0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,14,1,1,1,0,1,0,1,0,1,1,1,1,9,1,6,3
"TAMU",77.1,"FR","0","Black","med","62","N","N","N","N","0","87",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",83.1,"SO","1","White","stem","76","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",81,"FR","0","Asian","med","77","N","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,13,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",71.8,"FR","0","White","stem","78","Y","Y","N","N","0","87",0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,9,1,1,0,1,0,1,0,1,1,1,1,0,8,1,3,5
"TAMU",84.4,"FR","0","White","med","78","Y","Y","Y","N","1-10","87",1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",95.4,"FR","0","White","med","77","N","Y","N","N","0","87",0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",92.6,"FR","0","White","med","76","Y","Y","N","N","0","78",0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",89,"FR","0","White","med","75","Y","Y","N","N","0","78",1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",82.1,"FR","0","Mixed","med","77","Y","Y","N","N","0","78",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,12,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",85.5,"SO","0","White","other","77","N","Y","Y","N","11-19","78",1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,14,1,1,1,1,0,1,1,1,1,1,1,0,10,1,5,5
"TAMU",96.3,"FR","0","White","med","77","Y","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",75.6,"FR","1","White","med","75","Y","Y","N","N","0","87",1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,1,0,1,1,0,10,1,5,5
"TAMU",83.1,"FR","1","Hisp","med","77","Y","Y","N","N","0","78",0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",85.2,"FR","1","White","stem","76","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,1,0,1,1,0,9,1,5,4
"TAMU",87.9,"FR","0","White","stem","77","Y","Y","N","N","0","87",1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",85.7,"FR","1","Hisp","stem","77","DK","N","N","N","0","87",1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,8,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",65.5,"FR","0","Mixed","med","79","N","N","N","N","0","78",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,1,0,1,1,1,0,1,1,0,0,1,0,7,0,5,2
"TAMU",62.4,"FR","0","Hisp","stem","77","N","N","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,15,0,1,0,1,0,1,1,0,0,1,0,1,6,0,1,5
"TAMU",87.2,"FR","1","White","stem","77","Y","Y","N","N","0","78",1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",77.1,"FR","0","White","med","76","Y","Y","N","N","0","78",0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,13,1,0,0,1,1,1,1,0,1,1,1,1,9,1,5,4
"TAMU",93,"FR","0","Mixed","med","78","N","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,13,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5
"TAMU",80.3,"FR","1","White","stem","75","Y","Y","N","N","0","87",0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,9,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3
"TAMU",76.2,"FR","0","Other","med","75","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,0,1,1,0,1,1,0,0,1,0,7,1,4,3
"TAMU",72,"JR","0","Asian","stem","77","N","N","N","N","0","78",1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,13,1,1,1,1,1,1,0,0,0,1,1,1,9,1,4,5
"TAMU",90.7,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",92.5,"FR","0","Asian","stem","77","DK","Y","N","N","0","78",0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",50.4,"FR","0","Mixed","other","77","Y","Y","N","N","0","78",1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,12,1,0,1,1,1,0,0,0,0,0,0,0,4,0,3,1
"TAMU",81.3,"SO","0","Asian","med","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,16,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5
"TAMU",86.9,"FR","0","White","med","75","Y","Y","N","N","0","87",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",83.1,"FR","0","White","stem","77","Y","Y","N","N","0","87",1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",77.8,"FR","0","Mixed","med","77","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,13,1,1,1,1,0,0,1,0,1,0,1,1,8,1,5,3
"TAMU",86.6,"FR","1","White","stem","75","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",68.2,"FR","0","White","stem","75","DK","Y","N","N","0","87",1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,8,1,1,0,0,1,0,1,1,0,0,1,1,7,0,4,3
"TAMU",67.6,"FR","1","White","stem","77","DK","Y","N","N","0","78",1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,12,0,0,1,1,0,0,1,1,0,0,1,0,5,0,3,2
"TAMU",90.7,"FR","0","White","stem","76","DK","N","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5
"TAMU",94.2,"SO","1","White","med","77","N","Y","N","N","0","78",1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",90.8,"FR","0","White","med","75","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",96.5,"FR","0","Other","med","76","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",81.5,"SO","1","Black","stem","75","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,16,1,1,0,1,1,1,1,1,0,1,1,1,10,1,4,6
"TAMU",73.3,"FR","0","White","stem","76","Y","Y","N","N","0","78",1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3
"TAMU",80.1,"FR","0","Hisp","stem","78","Y","Y","N","N","0","87",0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,14,1,1,1,0,0,1,1,0,1,1,1,0,8,1,5,3
"TAMU",88.1,"FR","1","White","med","77","DK","Y","N","N","0","87",1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,10,1,0,1,1,1,1,0,1,1,1,1,1,10,1,5,5
"TAMU",56.5,"SO","0","White","other","75","N","N","N","N","0","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1,0,1,0,0,0,1,1,6,0,4,2
"TAMU",77.2,"JR","0","Hisp","stem","77","N","N","N","Y","20-29","78",1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,12,1,1,0,0,0,1,0,1,0,1,1,1,7,1,2,5
"TAMU",76.8,"FR","1","White","stem","68","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,16,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",79.3,"SO","0","White","stem","77","Y","Y","N","Y","1-10","78",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,17,1,1,1,1,1,0,0,1,1,1,1,1,10,1,5,5
"TAMU",95.5,"FR","1","White","med","78","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,13,1,0,1,1,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",80.4,"FR","0","Hisp","med","78","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,17,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4
"TAMU",87.6,"SO","1","White","other","78","N","Y","Y","Y","11-19","87",0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,11,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",72.3,"FR","1","White","other","75","Y","Y","N","N","0","87",0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",65,"SO","0","White","med","78","N","Y","N","N","0","78",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,1,0,1,0,1,1,0,0,0,1,0,6,0,3,3
"TAMU",80.3,"FR","1","White","stem","76","Y","Y","N","N","0","87",1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,11,1,0,1,1,1,0,1,0,0,0,1,1,7,1,5,2
"TAMU",69.4,"FR","1","Mixed","stem","78","DK","Y","N","N","0","87",0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,1,1,0,1,1,1,1,0,0,0,1,1,8,0,4,4
"TAMU",97.4,"FR","0","Mixed","stem","77","Y","Y","N","N","0","78",0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",89.1,"FR","0","White","stem","78","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",91,"FR","1","White","stem","75","Y","Y","N","N","0","87",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",88.1,"SO","0","White","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",94.3,"FR","0","White","stem","75","N","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",96.2,"SO","1","White","stem","77","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",88.8,"FR","0","Other","med","78","N","Y","N","N","0","87",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,16,1,1,0,1,1,1,1,0,1,1,1,0,9,1,5,4
"TAMU",93.4,"JR","0","White","med","75","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",93.8,"FR","0","White","stem","28","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",92.1,"FR","0","Hisp","med","76","Y","Y","N","N","0","78",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",59,"FR","-1","Hisp","med","78","N","Y","N","N","0","78",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,1,0,0,0,1,0,1,1,1,1,8,0,5,3
"TAMU",69.9,"FR","0","Hisp","stem","78","Y","Y","N","N","0","78",0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,1,1,1,0,10,0,6,4
